,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_fiji,hash_fijitiktok,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
0,FJ,7102571121983098113,1653696209,FJFW at the Halls #unilife #makingmemories,6913135084317148165,user7178629056855,Life’s too short to be holding grudges🐽,0,False,https://www.tiktok.com/@waitanutanu/video/7102571121983098113?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102571121983098113&source=h5_m,13908,80,18,0,1743,6764035874540750849,6764035874540750849,10033,6764035874540750849,Only You,Ric Hassani,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/73ace6211a2047db91e74b170f845d21,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ddee74f7de574d9a9b1a136007c08112,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1360676924', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#unilife #makingmemories,0,0,0,0,0,0,0,0,0,0
1,FJ,7075187439240826113,1647320447,#fyp #Siblings #ganggang #fiji,26335336,Hannah,🇫🇯,0,False,https://www.tiktok.com/@im.j0y/video/7075187439240826113?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075187439240826113&source=h5_m,41775,48,20,1,4292,7010543362139179777,7010543362139179777,72,7010543362139179777,original sound - kua_ni_matakilajia (Contains music from: Body Language - Jesse McCartney),"Contains music from: ""Body Language""",6.82087916873833e+18,No_buddy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7010548637038136065.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/779bf0f302d11f5047169f969f9aeba9.json,False,False,[],0,0,Jesse McCartney,Body Language,original sound - kua_ni_matakilajia (Contains music from: Body Language - Jesse McCartney),"Contains music from: ""Body Language""",Fiji,#fyp #Siblings #ganggang #fiji,1,0,0,0,0,1,0,0,0,0
2,GB,7103451778049477894,1653901258,#movie,7101232565214807045,cjy6667677sjj,,0,False,https://www.tiktok.com/@cjy6667677sjj/video/7103451778049477894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103451778049477894&source=h5_m,412761,74,6,68,16733,6876302000137439246,6876302000137439246,10036,6876302000137439246,Paris,斌杨Remix,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/afa6612d4efa4b029fb656f468dd6442,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/02d15d9704e34920abe2d4ec983893f9,False,True,[],0,0,,,,,Fiji,#movie,0,0,0,0,0,0,0,0,0,0
3,AR,7096069328520465670,1652182392,#DIY #craft #handmade,6724635885730464773,Jarrisan,"Gracias a Tds,me gusta compartirles cosas de manualidades, x dia algo nuevo",0,False,https://www.tiktok.com/@jarrisan/video/7096069328520465670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096069328520465670&source=h5_m,26724024,6008,60141,279158,1221634,6981869640796342274,6981869640796342274,10033,6981869640796342274,STAY,The Kid LAROI & Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8aeeef70d1f4748bb055f3b32a10dd8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5cd82bcc61e4abb8592d336dc65321c,True,True,[],0,0,,,,,Fiji,#DIY #craft #handmade,0,0,0,0,0,0,0,0,0,0
4,US,7092132790631730478,1651265843,"Meet Cash, the Great Dane champion show dog. #viral #photoshoot",6732539118906049541,Alex Stemplewski,"📸 Photographer/NFT Creator
🤩 I make strangers famous
📧 stemplewski@gmail.com",0,False,https://www.tiktok.com/@alex.stemp/video/7092132790631730478?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092132790631730478&source=h5_m,18391619,5422,8325,3019,2576632,7008754012396718081,7008754012396718081,10033,7008754012396718081,THATS WHAT I WANT,Lil Nas X,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4046075bb54940c296ffe37209265ee0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/18dcab16f03e41599442956c4c17f91b,False,True,[],0,0,,,,,Fiji,#viral #photoshoot,0,0,0,0,0,0,0,0,1,0
5,CA,7101488113272376581,1653444052,I told him I was gunna film a solo tiktok and he just had to stand there 😂😂😭😂 sorry @devenchris IB: @Edu #relationship #coupletiktok #couple #comedy #trend #couplecomedy #4u #whoops,6703352514416444421,Aileenchristineee,"Hi! 🇨🇦🇵🇭
📧 teamaileen@select.co
Links here 🥰 ⤵️",0,False,https://www.tiktok.com/@aileenchristineee/video/7101488113272376581?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101488113272376581&source=h5_m,3307014,1215,4431,2242,547025,7065406295415458562,7065406295415458562,72,7065406295415458562,if i cant have u ЪЭ no one can (Contains music from:   - Astor),"Contains music from: "" """,6.897990893841843e+18,кренш,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7065406291560123138.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/35c4845a1b2dc7ce9d0c66e61fad0130.json,False,False,[],0,0,Astor, ,if i cant have u ЪЭ no one can (Contains music from:   - Astor),"Contains music from: "" """,Fiji,#relationship #coupletiktok #couple #comedy #trend #couplecomedy #4u #whoops,0,0,0,0,0,0,0,0,0,0
6,US,7094830738503355694,1651894008,#fy#foryou#tcezy#viral#xyzbca#death,7078946532986487854,Song Oanh Bàn,,0,False,https://www.tiktok.com/@userd15tyq419c/video/7094830738503355694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094830738503355694&source=h5_m,11985395,1261,357,967,762455,7094830702289603370,7094830702289603370,72,7094830702289603370,original sound - userd15tyq419c,Song Oanh Bàn,7.078946532986488e+18,Song Oanh Bàn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094830729368095534.mp3,,False,False,[],0,0,,,,,Fiji,#fy#foryou#tcezy#viral#xyzbca#death,0,0,1,0,0,0,0,0,1,1
7,TT,7102174114080673029,1653603773,I’m crying 😭😂💀,6761406200106976262,Ethan Gordon,Being the pest I was born to be,0,False,https://www.tiktok.com/@ethangordon22/video/7102174114080673029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102174114080673029&source=h5_m,115644,164,97,84,5933,6889232178408966917,6889232178408966917,72,6889232178408966917,original sound - bonja6seventy (Contains music from: Canciones Para Bailar Tik Tok Mix 7 - Dj Morant),"Contains music from: ""Canciones Para Bailar Tik Tok Mix 7""",6.627490733811483e+18,Asher,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990304434358127361.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d1b03742c4ebfe68652f6830ac11f7c7.json,False,False,[],0,0,Dj Morant,Canciones Para Bailar Tik Tok Mix 7,original sound - bonja6seventy (Contains music from: Canciones Para Bailar Tik Tok Mix 7 - Dj Morant),"Contains music from: ""Canciones Para Bailar Tik Tok Mix 7""",Fiji,,0,0,0,0,0,0,0,0,0,0
0,FJ,7101098642865458433,1653353371,We're just done with each other 😐 #xyzbca #trending,6771867538815386629,2dayFM Fiji,"2dayFM Fiji 🇫🇯 
Listen to us on 95.4fm, 95.2fm, 95.6fm, 95.8fm❤️",0,False,https://www.tiktok.com/@2dayfmfiji/video/7101098642865458433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101098642865458433&source=h5_m,168905,81,49,175,11321,7101098615522806529,7101098615522806529,72,7101098615522806529,original sound - 2dayfmfiji,2dayFM Fiji,6.771867538815387e+18,2dayFM Fiji,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101098585374132993.mp3,,False,False,[],0,0,,,,,Fiji,#xyzbca #trending,0,0,0,0,0,0,0,1,0,1
1,FJ,7097877414717508865,1652603368,#devinepower💪😱 #votualevu_nadi,6544180921237509120,cozzybae,,0,False,https://www.tiktok.com/@pujareddy2/video/7097877414717508865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097877414717508865&source=h5_m,156337,147,943,15,6352,7097877420031724289,7097877420031724289,72,7097877420031724289,original sound - pujareddy2,cozzybae,6.544180921237509e+18,cozzybae,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097877372136966914.mp3,,False,False,[],0,0,,,,,Fiji,#devinepower💪😱 #votualevu_nadi,0,0,0,0,0,0,0,0,0,0
2,NZ,7081134332831616258,1648705066,Paradise is open 🚪 #fiji #royaldavui #travel #pacificisland #fijitiktok #traveltok #privateisland #fijiisland #fijiluxury #luxuryescapes #travel,6769638179274212357,Escape.Video,"We film the coolest travel experiences in the world 🌎
📭 hello@escape.video",0,False,https://www.tiktok.com/@escape.video/video/7081134332831616258?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081134332831616258&source=h5_m,184347,197,1106,1432,19215,7041333597529590534,7041333597529590534,10036,7041333597529590534,Birthday Cake,Dylan Conrique,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6905981be7a94188ba91a9b6966de9a7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/60ce5601cdcf48b4a43606da7ed2d09f,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1605579721', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#fiji #royaldavui #travel #pacificisland #fijitiktok #traveltok #privateisland #fijiisland #fijiluxury #luxuryescapes #travel,1,1,0,0,0,0,0,0,0,0
3,US,7090981574635736362,1650997805,@mel.sagisi 👈🏽 final video 🤪,3306480,Mel Sagisi,"Everyday stuff with a touch of extra.
melsagisi@dulcedo.com
🇺🇸🇵🇭",0,False,https://www.tiktok.com/@mel.sagisi/video/7090981574635736362?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090981574635736362&source=h5_m,15054900,3545,3956,3109,298182,6610664419187755778,6610664419187755778,141,6610664419187755778,"My Heart Will Go On (Love Theme from ""Titanic"")",Céline Dion,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5e0de658d4344c799bdd241bae1857f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/339247ab6e544000a80cd9b9d66d7de8,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1450015974', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
4,FR,7095266512944073989,1651995474,It’s real#night #fire #foryou #foryoupage #funny #funnyvideos #real #like #followers😘thanku,6955843921763877893,The_skyenow,This chanel is very funny,0,False,https://www.tiktok.com/@tskyenow/video/7095266512944073989?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095266512944073989&source=h5_m,19168178,27314,66291,1431,2808865,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#night #fire #foryou #foryoupage #funny #funnyvideos #real #like #followers😘thanku,0,0,1,1,1,0,0,0,0,0
5,US,7100742325839678766,1653270407,Guess it’s time to go shopping for more appropriate clothing #fyp#brown#desi#FrunktheBeat,6625319602518032389,henners,"California Bay Area 
    21",0,False,https://www.tiktok.com/@userisgoing/video/7100742325839678766?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100742325839678766&source=h5_m,9776697,6438,5835,60,1510845,6989029037125946118,6989029037125946118,72,6989029037125946118,SCARY TOPS,mia salinas,16730645.0,mia salinas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990550598617664261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f0a573c5874e9d9c844855748245a7b.json,False,False,[],0,0,,,,,Fiji,#fyp#brown#desi#FrunktheBeat,0,0,0,0,0,1,0,0,0,0
6,AU,7095236084375817474,1651988387,What a New Hair Style Invented?😂#fyp #foryou #foryoupage #tiktokfiji #viral🇫🇯,6613982732471287813,Bula Girl🇫🇯🇦🇺,"GIRL FULL OF LIFE❤️
Follow My Instagram-@krishteen_hussain",0,False,https://www.tiktok.com/@krishteenhussain/video/7095236084375817474?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095236084375817474&source=h5_m,131122,109,61,32,6988,7082370286401702683,7082370286401702683,24,7082370286401702683,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,[],0,0,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",Fiji,#fyp #foryou #foryoupage #tiktokfiji #viral🇫🇯,0,0,1,1,0,1,0,0,1,0
7,BW,7088632239302380806,1650450809,dish up already 🤦🏻‍♂️ #williamlast_krm,6805435283918078982,William Last KRM,Funniest Guy On The Planet,0,False,https://www.tiktok.com/@williamlast_krm/video/7088632239302380806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088632239302380806&source=h5_m,21100923,8401,15860,118906,824782,7088632179634211590,7088632179634211590,72,7088632179634211590,original sound - williamlast_krm,William Last KRM,6.805435283918079e+18,William Last KRM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088632200358677253.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04e53539766fe28323886f2b303c377c.json,False,False,[],0,0,,,,,Fiji,#williamlast_krm,0,0,0,0,0,0,0,0,0,0
0,FJ,7082302381890817282,1648977024,#captions @nehafj_ @nehafj_,6800616928153404422,Neha Sharma,"💅🏼 fashion • fun • lifestyle 
 💉medical school
💌 nehafjsharma@gmail.com",0,False,https://m.tiktok.com/v/7082302381890817282.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082302381890817282&source=h5_m,480599,42,243,3377,36850,6994468107465100033,6994468107465100033,72,6994468107465100033,original sound - ray.media,RAY.MEDIA,1.905340213013381e+17,RAY.MEDIA,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6994468043980032769.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/af5d68f9b75df2898ff8c9a981067214.json,False,False,[],0,0,,,,,Fiji,#captions,0,0,0,0,0,0,0,0,0,0
1,FJ,7086657855218044161,1649991112,NM eyeballs wlga bby🥰🤤🥵#tiktokfjislands🇫🇯fyp #woucahhhhkaganihigh🥵🌿,6869693718401074182,Nelly ft loddy🥰🤤,STARE HATERS!!👊❤🥵,0,False,https://m.tiktok.com/v/7086657855218044161.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086657855218044161&source=h5_m,143946,0,99,25,2714,7074378446599752449,7074378446599752449,72,7074378446599752449,original sound - wizkid679,Tubuna,6.908539519767692e+18,Tubuna,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074378370050460418.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/614d4d8a3177fd10b7d623f42b9daab0.json,False,False,[],0,0,,,,,Fiji,#tiktokfjislands🇫🇯fyp #woucahhhhkaganihigh🥵🌿,0,0,0,0,0,1,0,0,0,0
2,RO,7095314793212546309,1652006713,#theOA #fyp #fypシ #netflix #foryou #foryoupage #peliculasdenetflix,7020080926643110918,Netflix,"Movie🎬series🍿
🦋Suggestions🦋
🇷🇴🇺🇸",0,False,https://m.tiktok.com/v/7095314793212546309.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095314793212546309&source=h5_m,19920389,10071,9384,15650,2413083,6946651308854217478,6946651308854217478,72,6946651308854217478,original sound - lea.mdeb (Contains music from: Stand Up (From Harriet) - Cynthia Erivo),"Contains music from: ""Stand Up (From Harriet)""",6.820991874226586e+16,Léa Meyer de Beco,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990343543076244230.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/52d0e58374afafd196007d7a343d6baf.json,False,False,[],0,0,Cynthia Erivo,Stand Up (From Harriet),original sound - lea.mdeb (Contains music from: Stand Up (From Harriet) - Cynthia Erivo),"Contains music from: ""Stand Up (From Harriet)""",Fiji,#theOA #fyp #fypシ #netflix #foryou #foryoupage #peliculasdenetflix,0,0,1,1,0,1,1,0,0,0
3,US,7086559712614911237,1649968260, ,28849410,ELÈNA HAZINAH,"Follow my Instagram: @elenahazinah

An Italian living in an American college🇺🇸",0,False,https://m.tiktok.com/v/7086559712614911237.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086559712614911237&source=h5_m,54390420,15251,16362,25656,4374072,7086559695384726277,7086559695384726277,72,7086559695384726277,original sound - elenahazinah,ELÈNA HAZINAH,28849410.0,ELÈNA HAZINAH,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086559703819356934.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76b92fe7e048aed32c90cc5cfab36214.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
4,DE,7101363878382128390,1653415125,Reply to @mesbahjafary  results?🫣 #tattoos #faketattoo #elevatorboys,6794148180339737606,Bene,"Follow me on insta: bene.sz
Germany 🇩🇪",0,False,https://m.tiktok.com/v/7101363878382128390.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101363878382128390&source=h5_m,6059553,2177,1548,741,711451,7075033522712464134,7075033522712464134,72,7075033522712464134,original sound - lanasmonkeys,Liveforlana_,6.983311437565855e+18,Liveforlana_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075033531298122502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7eee79b2dcf4720ae2d4758bbc6ac9d0.json,False,False,[],0,0,,,,,Fiji,#tattoos #faketattoo #elevatorboys,0,0,0,0,0,0,0,0,0,0
5,DE,7102153830892113158,1653599050,IG: nordic_scott 📸 // better couple poses 😉 #fyp #fy #couple #coupleposes #photography #photoideas #posing #fürdich #creative #posingideas #creativephotography #couplephotoshoot,6808289861595595782,Nordic_Scott,"IG: @nordic_scott 📸🙋🏼‍♂️
Photography & Mensfashion",0,False,https://m.tiktok.com/v/7102153830892113158.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102153830892113158&source=h5_m,4163330,2511,22715,996,239249,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,[],0,0,,,,,Fiji,#fyp #fy #couple #coupleposes #photography #photoideas #posing #fürdich #creative #posingideas #creativephotography #couplephotoshoot,0,0,0,0,0,1,0,0,0,0
6,CH,7100896942493863173,1653306409,my money don‘t #jigglejiggle 💷 #louistheroux #london #uk #jounggustav,6788887926626550790,Joung Gustav,"subscribe to the YT channel 👆🏼
first video dropping at 10k subs 📈",0,False,https://m.tiktok.com/v/7100896942493863173.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100896942493863173&source=h5_m,40107418,15572,21896,51189,6953402,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#jigglejiggle #louistheroux #london #uk #jounggustav,0,0,0,0,0,0,0,0,0,0
7,NZ,7087360291574467841,1650154661,Fish curry in tomatoe and coconut cream Fiji style  #fijiankiwigirl #fijitiktok #fijifood #fishcurry #eastersunday,7046094965918811137,MyFijikitchen,"Help me showcase food from Fiji 🇫🇯 
Check out my YouTube page 💙",0,False,https://m.tiktok.com/v/7087360291574467841.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087360291574467841&source=h5_m,63722,20,47,4,2560,6580213968705424134,6580213968705424134,74,6580213968705424134,Level Up,Ciara,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/995922e44ac243578036dda5f59cb61c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2ca1dc7d8c3a4af48b6e485c6b21e676,True,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1457397754', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#fijiankiwigirl #fijitiktok #fijifood #fishcurry #eastersunday,0,1,0,0,0,0,0,0,0,0
