,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypage,hash_fypシ,hash_protebe,hash_trend,hash_viral
0,AU,7100924545078529282,1653312834, ,7063631693181780997,JDUINVINCIBLE,IG has the 🌶🔗,0,False,https://www.tiktok.com/@jduinvincible/video/7100924545078529282?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100924545078529282&source=h5_m,2299305,1714,1106,47,100784,6732976551773719301,6732976551773719301,72,6732976551773719301,Nope Nope Nope Nope Nope Yep (Contains music from: Choices (Yup) - E-40),"Contains music from: ""Choices (Yup)""",5.263458639178957e+16,JohnDees,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1643795699437589.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4c5d13c9a55a6bed148a78a9680fc018.json,False,False,E-40,Choices (Yup),Nope Nope Nope Nope Nope Yep (Contains music from: Choices (Yup) - E-40),"Contains music from: ""Choices (Yup)""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,RS,7095184296821918982,1651976330,👧👩#fyp #viral #love,6777045614170850310,𓆗𓆗𓆗,"𓆡𓆝𓆞𓆟𓆜𓆛
ig: @k_jovanovic0",0,False,https://www.tiktok.com/@katarina959/video/7095184296821918982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095184296821918982&source=h5_m,892648,445,351,33,75196,7071715394616052485,7071715394616052485,72,7071715394616052485,original sound - zconr5,footylad,6.98579623850356e+18,footylad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071715392602950406.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ecbf092ef5ba15e74e009e5f6053e5fc.json,False,False,,,,,[],0,0,Czech Republic,#fyp #viral #love,0,0,0,0,1,0,0,0,0,1
2,AE,7085840244288867585,1649800747,#4u #🔥🔥 #viral #foryou #attitude #mot #motivation #deepthought #fypシ #dailyroutine #tranding #foryourpage,6620486145258143749,Shahid Saeed,"✊  ShAiDu  ✊
🔥",0,False,https://www.tiktok.com/@shahidsaeed215/video/7085840244288867585?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085840244288867585&source=h5_m,1689389,446,1570,8199,148045,7085840233106787074,7085840233106787074,72,7085840233106787074,original sound - shahidsaeed215,Shahid Saeed,6.620486145258144e+18,Shahid Saeed,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085840187124697858.mp3,,False,False,,,,,[],0,0,Czech Republic,#4u #🔥🔥 #viral #foryou #attitude #mot #motivation #deepthought #fypシ #dailyroutine #tranding #foryourpage,1,0,0,0,0,0,1,0,0,1
3,CZ,7100523001514396934,1653219344,ajkos #fy #fypシ #foryoupage #igos #vape #mum,6574428254424563718,natie,drnatt_   ig🤩,0,False,https://www.tiktok.com/@n.natiee/video/7100523001514396934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100523001514396934&source=h5_m,212474,202,89,296,31076,7031357708913707781,7031357708913707781,72,7031357708913707781,use this if youre gay (Contains music from: No Ammends - Drako Santino),"Contains music from: ""No Ammends""",6.597126785774191e+18,alex ᥫ᭡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7031363534844267269.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/39e07a7a42c64fd5c7d6ccb461885bde.json,False,False,Drako Santino,No Ammends,use this if youre gay (Contains music from: No Ammends - Drako Santino),"Contains music from: ""No Ammends""",[],0,0,Czech Republic,#fy #fypシ #foryoupage #igos #vape #mum,0,1,0,1,0,0,1,0,0,0
4,SK,7073815652821159173,1647001053, ,6638637614672330757,🧡💜❤️,💚🖤,0,False,https://www.tiktok.com/@billlie84/video/7073815652821159173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073815652821159173&source=h5_m,6553609,751,378,705,502193,7036959062042659630,7036959062042659630,10036,7036959062042659630,Pope Is a Rockstar,SALES,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/116885ff42a8454d98b29b4421c9ec63,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fb4c59cce5f24db68530e716f3383f26,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1106895974', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7080245399864216837,1648498094,“PLOCHA JAKO DESKA” ano a ty ses nevyvinutý jako homo habilis,6707950271403754501,Dominique Alagia,"MILUJU VAS 
📩 dominique@dominiquealagia.com📩
instagram: domialagia
dáme 700k?",0,False,https://www.tiktok.com/@youronlygod/video/7080245399864216837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080245399864216837&source=h5_m,849175,1047,433,1605,116579,7075198041669618475,7075198041669618475,72,7075198041669618475,original sound - vsppxxeditss (Contains music from: Ice On My Baby (feat. Kevin Gates) (Remix) - Yung Bleu),"Contains music from: ""Ice On My Baby (feat. Kevin Gates) (Remix)""",7.053902617515132e+18,I edit🤠👍🏾,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075190002661083946.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6af91e75dbf9646b55d8ef7a2a24828b.json,False,False,Yung Bleu,Ice On My Baby (feat. Kevin Gates) (Remix),original sound - vsppxxeditss (Contains music from: Ice On My Baby (feat. Kevin Gates) (Remix) - Yung Bleu),"Contains music from: ""Ice On My Baby (feat. Kevin Gates) (Remix)""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,CZ,7101026012523187462,1653336459,v českém týmu se někdy objevují i jiné sporty no🤷🏽‍♀️ #jakubvrana #protebe #hockey #fotbal #czechhockey #czechrepublic🇨🇿 #hokej #česko #českýhokej #narodnitym #ms2022,6903846774693643265,🏒,🇨🇿hockey fans only,0,False,https://www.tiktok.com/@czech.hockey.edits/video/7101026012523187462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101026012523187462&source=h5_m,382909,362,358,166,49652,7101026001374726917,7101026001374726917,72,7101026001374726917,original sound - czech.hockey.edits,🏒,6.903846774693643e+18,🏒,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101026001177692934.mp3,,False,False,,,,,[],0,0,Czech Republic,#jakubvrana #protebe #hockey #fotbal #czechhockey #czechrepublic🇨🇿 #hokej #česko #českýhokej #narodnitym #ms2022,0,0,0,0,0,0,0,1,0,0
7,UA,7074293913078500654,1647112406,love love love,7062725385389294597,💖 Anna Malygon 💖,"love you guys
@maligoshik - main account
malygonnn@gmail.com - collab ❤️",0,False,https://www.tiktok.com/@anna.malygon/video/7074293913078500654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074293913078500654&source=h5_m,2089352,1546,400,1545,227267,7028737153232554798,7028737153232554798,72,7028737153232554798,Tysm for using our sonde (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",6.856679840805684e+18,jaz <33,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7028737246991895342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4869806cdeffbcd0237e4b9aa35fcaf4.json,False,False,Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace,Carnaval Del Barrio,Tysm for using our sonde (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,US,7093129942195571970,1651498011,took her out of class ☺️💞,6811996099553969157,Razi Monroe,"you are sun 💛 
coop: ad@beberagency.ru
⇩I'll give my soul for a subscription⇩",0,False,https://www.tiktok.com/@ssmaaaryy/video/7093129942195571970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093129942195571970&source=h5_m,6043107,2202,2028,9329,526462,7082084766517824261,7082084766517824261,72,7082084766517824261,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",6.954453706083534e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082084769500039942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad06f468364f6873b81bb545d33de4e4.json,False,False,Indila,Love Story,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,CA,7103485201182969093,1653909035,i’m 19,7074764474351109125,emma,"19 <3
bday: nov 5 2002
sc: bunni.emmiee ig: bunni.emmie
thx 4 follow me🥹❤️",0,False,https://www.tiktok.com/@bunniemmie/video/7103485201182969093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103485201182969093&source=h5_m,150074,71,77,176,22966,7086613418446228230,7086613418446228230,72,7086613418446228230,original sound - .akuma.sc (Contains music from: Double Tech - Leiner),"Contains music from: ""Double Tech""",7.032088535231677e+18,Akuma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086613411517860613.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/235c0a6a73f8387c562886cd2ea06f70.json,False,False,Leiner,Double Tech,original sound - .akuma.sc (Contains music from: Double Tech - Leiner),"Contains music from: ""Double Tech""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
2,TR,7101337855825317122,1653409065, ,7017919424293078018,t☆lent.,No bio yet,0,False,https://www.tiktok.com/@talent._.24/video/7101337855825317122?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101337855825317122&source=h5_m,9318769,513,1832,366,197067,7101337859696888577,7101337859696888577,72,7101337859696888577,original sound - talent._.24 (Contains music from: Anjuna - Original Mix - Liquid Soul & Zyce),"Contains music from: ""Anjuna - Original Mix""",7.017919424293078e+18,t☆lent.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101337857687636738.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d2bf97f12c8b941d1ad15c75628d6184.json,False,False,Liquid Soul & Zyce,Anjuna - Original Mix,original sound - talent._.24 (Contains music from: Anjuna - Original Mix - Liquid Soul & Zyce),"Contains music from: ""Anjuna - Original Mix""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
3,CZ,7102883958525938949,1653769046,"Opovažte se mě vyhrotit , že to neumim. Lepší už to nebude. #fypシ",6722370037909586949,🥰🤍Lucinda🤍🥰,Rozjíždím tu tiktok kariéru nech me bejt,0,False,https://www.tiktok.com/@_.lucinda._0/video/7102883958525938949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102883958525938949&source=h5_m,800,4,0,0,58,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,Czech Republic,#fypシ,0,0,0,0,0,0,1,0,0,0
4,MD,7096403379848629509,1652260173, ,6772254238518969350,IAN CEBAN,Asmr / Artist,0,False,https://www.tiktok.com/@ianceban/video/7096403379848629509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096403379848629509&source=h5_m,6312067,4392,1173,2746,312703,7096403308172102406,7096403308172102406,72,7096403308172102406,original sound - ianceban,IAN CEBAN,6.772254238518969e+18,IAN CEBAN,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096403326043966213.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4042a9decd028a54a7a35f29edf015cc.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7080493849008868614,1648555941,Ig: Angie.Mangombe,184819857052323840,Angie Mangombe,Podcast jak mít život pod kontrolou 🔎,0,False,https://www.tiktok.com/@angiemangombe/video/7080493849008868614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080493849008868614&source=h5_m,271454,110,30,142,22458,7067132932644702981,7067132932644702981,72,7067132932644702981,original sound - f___l____i___x___x,𝙁𝙇𝙄𝙓𝙓_,7.045321897521333e+18,𝙁𝙇𝙄𝙓𝙓_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067132910356269830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0fdb378d62eba29f4c062f8f56e5cce3.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,CZ,7075776995476458758,1647457713,School is draining. #studyquote #studymotivation #mentalhealth #burnout #school #motivation #fyp #studywithme #studyroutine #workhard #deepstudy #math #student #schoolroutine #morningroutine #thatgirl #thatgirlaesthetic #notgoodenough #goodenough #foryou #foryoupage #fypシ,7015240608122471429,study.future,"study motivation | quotes 
use code STUDYFUTURE for 10% off your pocket printer!",0,False,https://www.tiktok.com/@study.future/video/7075776995476458758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075776995476458758&source=h5_m,1282032,549,1589,7862,247030,6942910466255604485,6942910466255604485,72,6942910466255604485,original sound - blank.ideation,blank,6.914072534783231e+18,blank,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6942910646266645254.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/656f9387d2462aee80e1cc6b2ccd225f.json,False,False,,,,,[],0,0,Czech Republic,#studyquote #studymotivation #mentalhealth #burnout #school #motivation #fyp #studywithme #studyroutine #workhard #deepstudy #math #student #schoolroutine #morningroutine #thatgirl #thatgirlaesthetic #notgoodenough #goodenough #foryou #foryoupage #fypシ,1,1,0,0,1,0,1,0,0,0
7,CZ,7091693202431921413,1651163495,Ig: kris_ty_n #fyp #foryou,103204142017339392,Kristýna Straková,"👱🏻‍♀️Youtuberka
🗣 Instagram: @kris_ty_n
❤️‍🔥150K❤️‍🔥",0,False,https://www.tiktok.com/@kris_ty_n42/video/7091693202431921413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091693202431921413&source=h5_m,301821,94,40,160,36454,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#fyp #foryou,1,0,0,0,1,0,0,0,0,0
0,CZ,7079718073292442885,1648375318,#fyp #foryoupage #motocrosslife #foryou #vibes #sunset #races #friends #fy,7050221020582872069,Klarusha,"🎮❤️‍🔥
mx |15| 
ig: kastankovaklara",0,False,https://www.tiktok.com/@kkastankova/video/7079718073292442885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079718073292442885&source=h5_m,324418,156,128,686,38758,7079718032927378181,7079718032927378181,72,7079718032927378181,original sound - kkastankova,Klarusha,7.050221020582872e+18,Klarusha,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079718072843619077.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c877212d91b450df2ec2a25f02c01474.json,False,False,,,,,[],0,0,Czech Republic,#fyp #foryoupage #motocrosslife #foryou #vibes #sunset #races #friends #fy,1,1,0,1,1,0,0,0,0,0
1,US,7101761842426531118,1653507782, ,6762131095061545989,Sierra Skye,Check IG bio 🤎,0,False,https://www.tiktok.com/@sierraskyeee/video/7101761842426531118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101761842426531118&source=h5_m,4854079,2515,7383,2448,487256,6861833807453096709,6861833807453096709,72,6861833807453096709,STOP MAKING THIRST TRAPS WITH MY AUDIO. (Contains music from: Rocket - Beyoncé),"Contains music from: ""Rocket""",6.622729350369313e+18,Hi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6861833776096430854.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6aef94fbb4d508bdf859ece5f7e69936.json,False,False,Beyoncé,Rocket,STOP MAKING THIRST TRAPS WITH MY AUDIO. (Contains music from: Rocket - Beyoncé),"Contains music from: ""Rocket""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
2,US,7098009718874066222,1652634172,THE SILENCE💀,6726681425444226053,,"an Italian & an American 🇮🇹🤍🇺🇸
Carlo speaks only in Italian to me⬇️",0,False,https://www.tiktok.com/@carloandsarah/video/7098009718874066222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098009718874066222&source=h5_m,6430957,2088,8579,5155,502484,7098009669695769390,7098009669695769390,72,7098009669695769390,original sound - carloandsarah,,6.726681425444226e+18,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098009718051900202.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
3,FR,7071176304904637701,1646386533, ,6816032957377479685,Deborah yowa,☝️☝️ my content offers asmr videos following emojis,0,False,https://www.tiktok.com/@deborahyowa/video/7071176304904637701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071176304904637701&source=h5_m,45649446,83258,70493,1420,1967073,7071176263783746309,7071176263783746309,72,7071176263783746309,original sound - deborahyowa,Deborah yowa,6.81603295737748e+18,Deborah yowa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071176237376375557.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/edb76bf43b2e02bfa4eb2f2e7e5504d1.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,CZ,7081704093797911814,1648837723,Reply to @armyy_bts_love95  iPhone trik - tvoje vyzvánění. #novesklo,7048616639105827845,www.novesklo.cz,"Na trhu od roku 2015.
Již opraveno tisíce zařízení a to jen díky doporučení.❤️",0,False,https://www.tiktok.com/@novesklo.cz/video/7081704093797911814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081704093797911814&source=h5_m,672466,821,1484,6029,49651,7081704105366768390,7081704105366768390,72,7081704105366768390,original sound - novesklo.cz,www.novesklo.cz,7.048616639105828e+18,www.novesklo.cz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081704107551050502.mp3,,False,False,,,,,[],0,0,Czech Republic,#novesklo,0,0,0,0,0,0,0,0,0,0
5,CZ,7096833415659506950,1652360294,#fy #fy #fyp #money,6910217779502007301,Liči,Fortnite is my livehack,0,False,https://www.tiktok.com/@lici_f/video/7096833415659506950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096833415659506950&source=h5_m,270856,807,223,648,31750,7087995821165153029,7087995821165153029,72,7087995821165153029,louis theroux still dre by Leonz,Leonz,6.822690156940936e+18,Leonz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087995830241626885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d293909338935325a2dacdb196e4c6c8.json,False,False,,,,,[],0,0,Czech Republic,#fy #fy #fyp #money,0,0,0,2,1,0,0,0,0,0
6,CZ,7074894954778119429,1647252349, ,7007132727100457990,ester,"🏳️‍🌈
♊️
just a spam acc
ig: @3st3rkq
pls if u know me, leave",0,False,https://www.tiktok.com/@3st3rka/video/7074894954778119429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074894954778119429&source=h5_m,61698,77,3,22,10178,7028737153232554798,7028737153232554798,72,7028737153232554798,Tysm for using our sonde (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",6.856679840805684e+18,jaz <33,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7028737246991895342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4869806cdeffbcd0237e4b9aa35fcaf4.json,False,False,Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace,Carnaval Del Barrio,Tysm for using our sonde (Contains music from: Carnaval Del Barrio - Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Lin-Manuel Miranda & Corey Hawkins & Gregory Diaz IV & Leslie Grace),"Contains music from: ""Carnaval Del Barrio""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
