,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_ad,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_tiktok,hash_viral
6,KH,7084129023269276955,1649402321,I love you me love me☺️😅 ត្រៀម ហើយនៅ?? ជិតចូលឆ្នំាហើយ ❤️😅,6845666610700665858,🦋Grace 👩🏾‍🦱,"Jesus lovers 💙🕊️
love you all 💗
Here my SC:Bygrace_2023😉",0,False,https://t.tiktok.com/i18n/share/video/7084129023269276955/?region=US&mid=7058788611155675931&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084129023269276955&source=h5_t,142331,77,119,106,26986,7058788611155675931,7058788611155675931,24,7058788611155675931,original sound - ៚❤️𝑩𝒐𝒏𝒈🇰🇭𝑴𝒆𝒂𝒏❤️៚,៚❤️𝑩𝒐𝒏𝒈🇰🇭𝑴𝒆𝒂𝒏❤️៚,6.908158352535668e+18,៚❤️𝑩𝒐𝒏𝒈🇰🇭𝑴𝒆𝒂𝒏❤️៚,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7058788581816421146.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ac1cf35d0fe8035085c3a00e3864089b.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
0,KH,7100763016588840219,1653275224,Ejuii ? 😂 #fypシ,6755028695998563329,Tii ❤️,💔,0,False,https://www.tiktok.com/@khenji_0/video/7100763016588840219?_r=1&u_code=0&region=US&mid=7094549827035417370&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100763016588840219&source=h5_t,116219,10,9,24,9423,7094549827035417370,7094549827035417370,24,7094549827035417370,original sound - vong𖨆,vong𖨆,6.572386249120727e+18,vong𖨆,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7094549848577280794.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee036620559cf73e00eaa47b61eaa214.json,False,False,,,,,[],0,0,Cambodia,#fypシ,0,0,0,0,0,0,1,0,0,0
1,KH,7095546845459483930,1652060740,"Hát đại đi, chứ có hiểu đâu 🤣❤️#ngocly2k ❤️❤️",66795559665,Ngọc lỳ_🇻🇳🇨🇳🇰🇭,"小玲 ❤️ 阿凯
(1306)",0,False,https://www.tiktok.com/@ngoc09062000/video/7095546845459483930?_r=1&u_code=0&region=US&mid=7087707629149047579&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095546845459483930&source=h5_t,60820,53,39,67,9972,7087707629149047579,7087707629149047579,24,7087707629149047579,original sound - 小淑女,小淑女,6.973191315149129e+18,小淑女,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087707684505422618.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fd086bbbde968ff1804a03f6ecb7cb07.json,False,False,,,,,[],0,0,Cambodia,#ngocly2k,0,0,0,0,0,0,0,0,0,0
2,GB,7076036305548840197,1647518089,#teenwolf #fyp #scottmccall #bretttalbot,7053717944891704325,Teen.wolf.3,,0,False,https://www.tiktok.com/@daniel.graham3/video/7076036305548840197?_r=1&u_code=0&region=US&mid=6960583945280850690&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076036305548840197&source=h5_t,11601803,2891,4007,38391,750904,6960583945280850690,6960583945280850690,72,6960583945280850690,original sound - СЕРИАЛ ВОЛЧОНОК 🤤,СЕРИАЛ ВОЛЧОНОК 🤤,6.906850397656729e+18,СЕРИАЛ ВОЛЧОНОК 🤤,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6960583887743486722.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b2c0af94410677310d7e67086ef66c8a.json,False,False,,,,,[],0,0,Cambodia,#teenwolf #fyp #scottmccall #bretttalbot,0,0,0,0,0,1,0,0,0,0
3,DE,7082098868669746437,1648929639,@bl.ck.panther antworten Ponyo Ramen 🍜 #ponyo #ramen #studioghibli #foodkagechris #fy,6768288663451763717,Chris,"I love Food and Anime🍥🍜
👨‍🍳Foodkage🔪
👇Recipes/SocialMedia/Email👆",0,False,https://www.tiktok.com/@foodkagechris/video/7082098868669746437?_r=1&u_code=0&region=US&mid=7082098857085127429&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082098868669746437&source=h5_t,17303082,6607,4548,424,1705358,7082098857085127429,7082098857085127429,72,7082098857085127429,Ponyo on the Cliff by the Sea,Chris,6.768288663451764e+18,Chris,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082098870464957190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/53a9ef44ebbb3c95a6f7ec5347c8c527.json,False,False,,,,,[],0,0,Cambodia,#ponyo #ramen #studioghibli #foodkagechris #fy,0,0,0,0,0,0,0,0,0,0
4,GB,7101218381361057029,1653381251,#foryoupage #satisfying #cool #funny #hair #hairstyle #haircolor #hairtok,7085172663349888006,lifeconvenient4,"Welcome to follow me, I will bring you all kinds of fun,useful things.",0,False,https://www.tiktok.com/@lifewellchosen/video/7101218381361057029?_r=1&u_code=0&region=US&mid=7080591135152229125&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101218381361057029&source=h5_t,1835732,75,79,183,42591,7080591135152229125,7080591135152229125,10036,7080591135152229125,go (Higher & Faster),Cat Burns,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e4f928b2a3e74831a669c7c8b11a0022,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ac0956c616bb4cd8a982ff1e92208de7,False,True,,,,,[],0,0,Cambodia,#foryoupage #satisfying #cool #funny #hair #hairstyle #haircolor #hairtok,0,0,0,1,1,0,0,1,0,0
5,US,7083857762341408043,1649339165,Seems different feeling when squeezing different regions 😶#creativetoy #tiktokmademebuyit #toys,7077769132201231403,safetoys,"🛒video toys  🛒 
👇🏻click buy link below 👇🏻 
⬇️⬇️⬇️⬇️⬇️",0,False,https://www.tiktok.com/@safetoys01/video/7083857762341408043?_r=1&u_code=0&region=US&mid=7075534292511689498&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083857762341408043&source=h5_t,20242058,2117,2829,3356,460809,7075534292511689498,7075534292511689498,72,7075534292511689498,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075534269686369050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d652b7d2c3a023db6f701ec06bf98baa.json,False,False,Ginuwine,Pony,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0,0,Cambodia,#creativetoy #tiktokmademebuyit #toys,0,0,0,0,0,0,0,0,0,0
6,DE,7093903815224708357,1651678193,yes it can hurt 🫥 #foryou #fy #viral #Love @newcanoo,6687909250595357702,Hakim,"follow me on Instagram << hakimslo>>
For Collaboration: sadat4343p@hotmail.com",0,False,https://www.tiktok.com/@hakimslo/video/7093903815224708357?_r=1&u_code=0&region=US&mid=6980285991768673051&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093903815224708357&source=h5_t,4426797,928,1156,2576,619401,6980285991768673051,6980285991768673051,24,6980285991768673051,love you like a love song (Contains music from: Love You Like A Love Song - Selena Gomez & The Scene),"Contains music from: ""Love You Like A Love Song""",6.81661423556672e+18,chillytunees,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6980285919685397274.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/87bae36973875530ed26e6913bb2950d.json,False,False,Selena Gomez & The Scene,Love You Like A Love Song,love you like a love song (Contains music from: Love You Like A Love Song - Selena Gomez & The Scene),"Contains music from: ""Love You Like A Love Song""",[],0,0,Cambodia,#foryou #fy #viral #Love,0,0,1,0,0,0,0,0,0,1
0,KH,7092337899105963290,1651313599,ឆ្អឹងគេសម្រាប់ហាសស្គី ហ្គោលដិនអី អែងហ្នឹងអីដែរ អោយឳវាអារនាំតាដាច់ ឡើងហៀរអាចម៌ក្លៀក🌚,6991360286424138779,happydoggy569,FB: ម៉ែ អាតេង  Happy Family (not for sell),0,False,https://t.tiktok.com/i18n/share/video/7092337899105963290/?region=US&mid=7092337920069094170&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092337899105963290&source=h5_t,156102,5,4,7,6724,7092337920069094170,7092337920069094170,24,7092337920069094170,original sound - happydoggy569,happydoggy569,6.991360286424139e+18,happydoggy569,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7092337925983111963.mp3,,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7092657198190349594,1651387941,Reply to @jinshun600  អរគុណដែលបានប្រាប់ពូព្រោះក្មួយទៅលើកទី១អត់ច្បាស់ដែរ😻😻,6759465836538381313,មុិក ស្រីនិច,,0,False,https://t.tiktok.com/i18n/share/video/7092657198190349594/?region=US&mid=6876753040938994434&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092657198190349594&source=h5_t,182162,99,36,55,23806,6876753040938994434,6876753040938994434,24,6876753040938994434,original sound - ពូត្នោត🤫😋😛,ពូត្នោត🤫😋😛,6.811015956422051e+18,ពូត្នោត🤫😋😛,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6876753008487648002.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8ac8b14a6fcc31da5d06aff5ba5d03d.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,US,7096465341890514219,1652274595,Daddy daughter things. They love to prank each other. She thought this was the funniest thing she's ever done 😂#costarica🇨🇷 #costarica #family #familytravel #parenting #toddler #pranks #prank #funny #funnyvideos #daddysgirl #adoption #vacation #parentsoftiktok #dadsoftiktok,6683937422160184325,The Schoeller Family,,0,False,https://t.tiktok.com/i18n/share/video/7096465341890514219/?region=US&mid=6810180973628491777&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096465341890514219&source=h5_t,1295332,780,357,1124,37055,6810180973628491777,6810180973628491777,10033,6810180973628491777,Paradise,Ikson,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f1b763a6eedb4b35ab6b03900e07d931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/763b1325160e47f2ad3c0ddd3c9b09b7,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1413235362', 'external_song_key': 'apple_song_id'}]",0,0,Cambodia,#costarica🇨🇷 #costarica #family #familytravel #parenting #toddler #pranks #prank #funny #funnyvideos #daddysgirl #adoption #vacation #parentsoftiktok #dadsoftiktok,0,0,0,0,1,0,0,0,0,0
3,US,7078137298205822254,1648007264,Very satisfying cleaning trick🔥#satisfying #cleaning #satisfyingcleans #hacks #cleaninghacks #tipsandtricks #AEMembersAlways #asmr #oddlysatisfying #foryoupage #foryou #viral,6983289086387782661,IdeaTime⭐Everywhere😎,"☀Everyday is a new Beginning☀
🌟Get new things Everyday🌟
✌Thanks for Following✌",0,False,https://t.tiktok.com/i18n/share/video/7078137298205822254/?region=US&mid=6728562975734515713&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078137298205822254&source=h5_t,22037551,1560,2006,5437,413582,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Cambodia,#satisfying #cleaning #satisfyingcleans #hacks #cleaninghacks #tipsandtricks #AEMembersAlways #asmr #oddlysatisfying #foryoupage #foryou #viral,0,1,1,1,0,0,0,1,0,1
4,US,7091809356722867458,1651190539,Pet Funny 😅😁 #pig #dogs #pets #funny #petfunny,6997566016276628507,Pet Funny,Thank you for watching videos.Follow me,0,False,https://t.tiktok.com/i18n/share/video/7091809356722867458/?region=US&mid=7091809358782843649&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091809356722867458&source=h5_t,4528206,416,8672,20630,119286,7091809358782843649,7091809358782843649,72,7091809358782843649,original sound - Pet Funny (Contains music from: Everything I Do It For You - GUN SHOT),"Contains music from: ""Everything I Do It For You""",6.997566016276628e+18,Pet Funny,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7091809342344678145.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/734993281e3a34cb5ead3353513a16f6.json,False,False,GUN SHOT,Everything I Do It For You,original sound - Pet Funny (Contains music from: Everything I Do It For You - GUN SHOT),"Contains music from: ""Everything I Do It For You""",[],0,0,Cambodia,#pig #dogs #pets #funny #petfunny,0,0,0,0,1,0,0,0,0,0
5,SG,7088880200167083266,1650508546,things u need to conquer ib in sota #jctok #applechallenge,6733217533635658754,gen,🤓❕❤️‍🔥🕴🏻,0,False,https://t.tiktok.com/i18n/share/video/7088880200167083266/?region=US&mid=7088880182160935682&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088880200167083266&source=h5_t,19747187,24693,10814,418,2036579,7088880182160935682,7088880182160935682,24,7088880182160935682,original sound - gen,gen,6.733217533635659e+18,gen,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088880176964143874.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3e0d6f2a98d9711f8eaeea2f15f191c.json,False,False,,,,,[],0,0,Cambodia,#jctok #applechallenge,0,0,0,0,0,0,0,0,0,0
0,KH,7099383932117994779,1652954131, ,6945770243633857538,De_vid🕷,"IG : Devid bros
FB: Devid bros",0,False,https://www.tiktok.com/@devidbros/video/7099383932117994779?_r=1&u_code=0&region=US&mid=7098827733085752069&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099383932117994779&source=h5_t,58189,34,23,22,5357,7098827733085752069,7098827733085752069,72,7098827733085752069,original sound - </3,</3,7.043108937957672e+18,</3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098827767713745669.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea427fd025d08ab1329cb796c9728168.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
1,KH,7082554634719464730,1649035755,the memories that I can’t forget,7065307197265560603,urssé,19’March..,0,False,https://www.tiktok.com/@lesvrs/video/7082554634719464730?_r=1&u_code=0&region=US&mid=6861270613172947718&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082554634719464730&source=h5_t,54047,69,207,755,8558,6861270613172947718,6861270613172947718,72,6861270613172947718,original sound - xxtristanxo,xxtristanxo,6.733368876640683e+18,xxtristanxo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6861270562153581317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5885826df10477bba61d2e603d595397.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
2,US,7102228067749317931,1653616333,Insant Freeze Strawberry 😳,6716962133261534214,Topper Guild,SHE STOLE MY LAMBORGHINI 😅⬇️,0,False,https://www.tiktok.com/@topperguild/video/7102228067749317931?_r=1&u_code=0&region=US&mid=7102228045091588906&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102228067749317931&source=h5_t,6244536,358,122,615,181943,7102228045091588906,7102228045091588906,72,7102228045091588906,original sound - Topper Guild,Topper Guild,6.716962133261534e+18,Topper Guild,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102228063685020462.mp3,,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
3,GB,7098368505577245958,1652717710,✋🏻🦵🏻💪🏻🦶🏻👩🏻‍🦰👩🏼‍🦱👩🏻👩🏻‍🦳👱🏼‍♀️👗👠👛👒#foryou #fyp #gaming #tiktokgames #gamingvideos,7014433940949992453,Playfun01,🎮🎲📱,0,False,https://www.tiktok.com/@playfun01/video/7098368505577245958?_r=1&u_code=0&region=US&mid=7089828122854197249&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098368505577245958&source=h5_t,3373212,219,148,487,132564,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Cambodia,#foryou #fyp #gaming #tiktokgames #gamingvideos,0,0,1,0,0,1,0,0,0,0
4,KH,7083028285701115162,1649146035,ជះគេខ្លួនឯង ចោទម៉ែ🙃 @william_sathya,6560482351846621186,Etozaa,"❄️Page: Etozaa ❄️
❄️Instagram: etozaa_❄️
Don’t follow ur dream follow my tiktok",0,False,https://www.tiktok.com/@etozaa/video/7083028285701115162?_r=1&u_code=0&region=US&mid=7083028279418243867&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083028285701115162&source=h5_t,1916347,178,266,275,191690,7083028279418243867,7083028279418243867,24,7083028279418243867,original sound - Etozaa,Etozaa,6.560482351846621e+18,Etozaa,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7083028295809764123.mp3,,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
5,KH,7096320710674550021,1652240924,#🤣🤣🤣🤣🤣🤣,6880361390206321666,user8919161799928,,0,False,https://www.tiktok.com/@sreymom13511/video/7096320710674550021?_r=1&u_code=0&region=US&mid=7096320640353192709&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096320710674550021&source=h5_t,49206,75,20,7,9956,7096320640353192709,7096320640353192709,24,7096320640353192709,original sound - user8919161799928,user8919161799928,6.880361390206322e+18,user8919161799928,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096320674561592069.mp3,,False,False,,,,,[],0,0,Cambodia,#🤣🤣🤣🤣🤣🤣,0,0,0,0,0,0,0,0,0,0
6,KH,7093100223563566363,1651491091,Yol nv pm🥺❤️‍🔥,6694657855998870529,Ly_Ly🇰🇭🇹🇭,No bio yet,0,False,https://www.tiktok.com/@ravyly5/video/7093100223563566363?_r=1&u_code=0&region=US&mid=7085612578990312218&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093100223563566363&source=h5_t,266563,136,114,172,41958,7085612578990312218,7085612578990312218,24,7085612578990312218,original sound - ចែ ជឿន,ចែ ជឿន,6.574899127825711e+18,ចែ ជឿន,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7085612607742200603.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3d3aa5a95d572c69476b613647f468a0.json,False,False,,,,,[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
7,KH,7084169548080925979,1649411756,ជូនគាត់ទៅញាុំHot potដែលគាត់ចូលចិត្ត@jasminehang07,7038969084780921882,Pu Nith E Ka - ពូនិត អុីកា,"IG: la_phanith_skin7
FB: La Phanith
ពូនិត អុីកា ជាម្ចាស់ប្រេនSkin7 Cambodia",0,False,https://www.tiktok.com/@punith_eka_skin7/video/7084169548080925979?_r=1&u_code=0&region=US&mid=7075534292511689498&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084169548080925979&source=h5_t,159860,31,16,34,16924,7075534292511689498,7075534292511689498,72,7075534292511689498,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075534269686369050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d652b7d2c3a023db6f701ec06bf98baa.json,False,False,Ginuwine,Pony,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0,0,Cambodia,,0,0,0,0,0,0,0,0,0,0
