,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_satisfying,hash_tiktok,hash_viral
0,ZA,7102167045596384517,1653602128,😭😭😭😭😭😭😭😭ok I’m done I promise #jessicamashaba20,6696736251507033093,Jessica Mashaba,🤎 Email: businessabove20@gmail.com,0,False,https://www.tiktok.com/@jessicamashaba20/video/7102167045596384517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102167045596384517&source=h5_m,2141726,553,700,3262,232429,7073573619531516678,7073573619531516678,72,7073573619531516678,original sound - iconikfa (Contains music from: Hold - Echover),"Contains music from: ""Hold""",7.046776083106366e+18,flopera💨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073573640876411654.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/928dd395974028dab54b3e34334dc0e2.json,False,False,Echover,Hold,original sound - iconikfa (Contains music from: Hold - Echover),"Contains music from: ""Hold""",[],0,0,French Guiana,#jessicamashaba20,0,0,0,0,0,0,0,0,0,0
1,FR,7101279838543105285,1653395559,Désolé j'avais besoin d'un choco vanille😂🤍 @chocolatandvanillah #foryou #pourtoi,6930530865575920646,NEJ' 🕊🤍,"« S.O.S Chapitre II » disponible ! 🕊
Rendez vous à La Cigale le 30 & 31/05 ☺️🎫",0,False,https://www.tiktok.com/@nejofficial_/video/7101279838543105285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101279838543105285&source=h5_m,3168497,1040,613,195,347967,7101279814262672134,7101279814262672134,72,7101279814262672134,original sound - nejofficial_,NEJ' 🕊🤍,6.930530865575921e+18,NEJ' 🕊🤍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101279818121759494.mp3,,False,False,,,,,[],0,0,French Guiana,#foryou #pourtoi,1,0,0,0,0,0,1,0,0,0
2,FR,7090490245468163334,1650883411,#booshramamad #asmr #asmrfood #food,51877567183486976,Booshra ✨,"YouTube : Booshra&Mamad
Booshra.pro@gmail.com
Snap👇🏼",0,False,https://www.tiktok.com/@booshraoff/video/7090490245468163334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090490245468163334&source=h5_m,3154592,1915,357,43,269319,7090490214661065477,7090490214661065477,72,7090490214661065477,original sound - booshraoff,Booshra ✨,5.187756718348698e+16,Booshra ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090490213889362694.mp3,,False,False,,,,,[],0,0,French Guiana,#booshramamad #asmr #asmrfood #food,0,0,0,0,0,0,0,0,0,0
3,CA,7102431680203361542,1653663741, ,6865071522944533509,Achy Brey,"Youtube ••• Achy Brey
Instagram ••• Achy_Brey
Email ••• achybreywork@gmail.com",0,False,https://www.tiktok.com/@achybrey1/video/7102431680203361542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102431680203361542&source=h5_m,815044,341,495,1691,78173,6717101257481259009,6717101257481259009,10033,6717101257481259009,Wash & Set,Leikeli47,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/26c2b166d0dd402dbdf4e89f53c67c01,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/da941afbcf364d9c9b2f11df37cd6d7b,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1270472760', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
4,FR,7103184558874447110,1653839034,@kanekicarti tu sais déjà 😂✨,6834236535735436293,Dan,"👑The Goat 999👑
CONTENT CREATOR🧝🏾‍♂️
iamdawss@thetinyhousefrench.fr📩
✝️",0,False,https://www.tiktok.com/@999_dawss/video/7103184558874447110?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103184558874447110&source=h5_m,395908,523,157,4,63068,6853920705369606146,6853920705369606146,10033,6853920705369606146,Bape Vlone Suprem,Freeze corleone & Kaneki Carti,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4c201ff78cbc444690e3062b08eb5cc1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cd3943efac3f4f31ad33a13c339990ae,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1554639210', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
5,US,7076543804723186990,1647636249,How’d we do?👀 #couples #fyp #tiktok #tiktokfilter #viral,6818273025939751942,Kareem and Vanessa,"Houston TX📍
📧: nessandreem@gmail.com
WE LOVE YOU GUYS!!!🫶🤍",0,False,https://www.tiktok.com/@nessandreem/video/7076543804723186990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076543804723186990&source=h5_m,954461,69,42,94,68031,225512643141308416,225512643141308416,71,225512643141308416,Adams Family,Circus Band,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/393b35c111e64ab18397a99d99e38e93,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9ba6c5c6262a469287e747e5f19d9509,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '591613680', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#couples #fyp #tiktok #tiktokfilter #viral,0,0,0,1,0,0,0,0,1,1
6,CA,7073274357354745093,1646875023,One of the largest I’ve ever seen 🐟 #giant #fish #monster #sturgeon #unbelievable #lovetofish #fyp #fishwithyves #bucketlist #fraserriver #guidelife,6768450183489586182,yves,"🇨🇦 Professional Sturgeon Guide 🇨🇦
💯% Catch & Release",0,False,https://www.tiktok.com/@yvesbissonsturgeonco/video/7073274357354745093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073274357354745093&source=h5_m,52776267,64157,260912,55087,4429344,6740248251825391617,6740248251825391617,10033,6740248251825391617,Forever,Labrinth,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76620b22fa6148fc8a0f236baff8f4b8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/304fcf7798304e4b80402c83784c0348,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1481092680', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#giant #fish #monster #sturgeon #unbelievable #lovetofish #fyp #fishwithyves #bucketlist #fraserriver #guidelife,0,0,0,1,0,0,0,0,0,0
0,FR,7101739385841831174,1653502554,#duo avec @blackmuscle91  😂😂😂😂😂😂😂😂#pourtoi #fun #fyp #duet #musculation #Fitness #dance #amapiano @aminutta @blackmuscle91,6978417927071810566,Man_focus,"🇨🇲 I  am dancing  🕺🏿🕺🏿🎵🎶 
🇨🇲 I  am joking 🤪🤪🤪
Objectif 50k 🙏🏿🙏🏿",0,False,https://www.tiktok.com/@man_focus/video/7101739385841831174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101739385841831174&source=h5_m,1939160,1457,1078,1060,124220,7098310005870709510,7098310005870709510,72,7098310005870709510,original sound - chisom__e (Contains music from: Ithonga - Dj Obza),"Contains music from: ""Ithonga""",6.795178387133548e+18,chisom👸🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098309987541338886.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8845e36f09a1f5fa6259e10ee5aeeb56.json,False,False,Dj Obza,Ithonga,original sound - chisom__e (Contains music from: Ithonga - Dj Obza),"Contains music from: ""Ithonga""",[],0,0,French Guiana,#duo #pourtoi #fun #fyp #duet #musculation #Fitness #dance #amapiano,0,0,0,1,0,0,1,0,0,0
1,US,7101369907111054597,1653416528,#duet with @kevinio2.0,6661709744640851973,Rak-Su,"Our Song Just A Friend With AJ Moreno Is Out Now!!! 
Link in bio",0,False,https://www.tiktok.com/@raksumusic/video/7101369907111054597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101369907111054597&source=h5_m,1732594,618,1140,1119,78744,6768686368739559426,6768686368739559426,10033,6768686368739559426,In My Bed,Rotimi,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ffc2c8df819248679aa241d8ecd2565b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0df0b9de2cab4fa3a67fea034635de21,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1490960088', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#duet,0,0,0,0,0,0,0,0,0,0
2,US,7081774641655598379,1648854148,Best Day Ever 😁 #cash #clawmachine #iphone #money,6962569955687957510,TYE Arcade Extra,"My Main @tye_arcade
📧 tyearcade@tyemedia.co
Click The Link ⬇️",0,False,https://www.tiktok.com/@tye_arcade_extra/video/7081774641655598379?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081774641655598379&source=h5_m,17903170,1400,2064,5938,467316,276282793096208384,276282793096208384,71,276282793096208384,Best Ever (feat. Ayo & Teo),Polo Frost,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bd578d46e3974cc2ab28abe62b29bf2a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/05aade1339e14532aa4f045fae558824,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1176709781', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#cash #clawmachine #iphone #money,0,0,0,0,0,0,0,0,0,0
3,FR,7099494933454851333,1652979977,Ce genre de vacances 😭 #microtrottoir #tromperie,307894256960942080,Yann Tufanes,"📸Insta ↗️
👻Snap: @yanntufanes
💌Mail: yanntufanes.pro@gmail.com
🎥YouTube ⬇️",0,False,https://www.tiktok.com/@yanntufanes/video/7099494933454851333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099494933454851333&source=h5_m,2965562,302,238,4,281278,7099494929038101253,7099494929038101253,72,7099494929038101253,original sound - yanntufanes,Yann Tufanes,3.078942569609421e+17,Yann Tufanes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099494931810634501.mp3,,False,False,,,,,[],0,0,French Guiana,#microtrottoir #tromperie,0,0,0,0,0,0,0,0,0,0
4,GB,7089219422946168069,1650587524, ,6646050010156105733,Itsyourboymrkebs,"Say nothin 
Vid/creator 
Youtb:istyourboymrkebs
IG: Keliank24 
🤴🏽",0,False,https://www.tiktok.com/@officialmrkebs24/video/7089219422946168069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089219422946168069&source=h5_m,190182,234,378,1883,29963,7089219416704977670,7089219416704977670,72,7089219416704977670,original sound - officialmrkebs24,Itsyourboymrkebs,6.646050010156106e+18,Itsyourboymrkebs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089219399659408134.mp3,,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
5,AE,7102437441914653954,1653665083,Easy way to draw side face #fyp #foryou,6719883467868718085,Uzma,Contact: 💌 TeamUzma@fanfluencer.com,0,False,https://www.tiktok.com/@uzmarahil724/video/7102437441914653954?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102437441914653954&source=h5_m,4737552,491,1971,27899,251372,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,French Guiana,#fyp #foryou,1,0,0,1,0,0,0,0,0,0
6,ES,7092760686048054534,1651412037,🦍COPY Link for More RESPECT🦍 - #respect #mrrespect #goat #omg #wtf #suprise #best #respectwomen #respectwoman #viral,7025654370852340742,🦍Mr Respect🦍,"😎Respect Moments😎
❤️1 FOLLOW = vote to close schools❤️
😋Please Follow-me🙄",0,False,https://www.tiktok.com/@mesquefans10/video/7092760686048054534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092760686048054534&source=h5_m,358896,17,76,1950,9384,7092760646237457157,7092760646237457157,72,7092760646237457157,original sound - mesquefans10 (Contains music from: Kill Em All - Tino Backwerdz),"Contains music from: ""Kill Em All""",7.025654370852341e+18,🦍Mr Respect🦍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092760649318681349.mp3,,False,False,Tino Backwerdz,Kill Em All,original sound - mesquefans10 (Contains music from: Kill Em All - Tino Backwerdz),"Contains music from: ""Kill Em All""",[],0,0,French Guiana,#respect #mrrespect #goat #omg #wtf #suprise #best #respectwomen #respectwoman #viral,0,0,0,0,0,0,0,0,0,1
7,US,7101719318991277355,1653497881,Anyone else do this right the first try?,127576326529576960,Étienne Najman,"INSTAGRAM - etiennenajman 
all jokes ~ good vibes
📥 etiennetiktok@gmail.com",0,False,https://www.tiktok.com/@etiennenajman/video/7101719318991277355?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101719318991277355&source=h5_m,23639971,71066,63408,57054,2749074,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
0,FR,7071618266443091206,1646489434,bruh. Follow my instagram : akamztweenty,79639104283377664,Akamz,GUYS !!!!! FOLLOW MY INSTAGRAM: AKAMZTWEENTY,0,False,https://m.tiktok.com/v/7071618266443091206.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071618266443091206&source=h5_m,41837704,34280,64939,31206,4939435,7071618264568187654,7071618264568187654,72,7071618264568187654,original sound - akamztwenty20,Akamz,7.963910428337766e+16,Akamz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071618260201999109.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e28a3bb5f8319b0cbdd1418767545d24.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
1,GB,7078000223871618309,1647975349,I never expected it lol #fyp #whomadethischicken,6731729917824582662,ABDUL ALI,"INSTA - Abdulandco_
LONDON 🇬🇧
📧-Chxnmantv@gmail.com",0,False,https://m.tiktok.com/v/7078000223871618309.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078000223871618309&source=h5_m,31765186,16370,36523,97832,4477374,7078000214011562758,7078000214011562758,72,7078000214011562758,original sound - abdulandco (Contains music from: Worship - JP Meldrum),"Contains music from: ""Worship""",6.731729917824583e+18,ABDUL ALI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078000221493431045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38728ac2f1f94f5bbdac59a4eab4cd28.json,False,False,JP Meldrum,Worship,original sound - abdulandco (Contains music from: Worship - JP Meldrum),"Contains music from: ""Worship""",[],0,0,French Guiana,#fyp #whomadethischicken,0,0,0,1,0,0,0,0,0,0
2,US,7073295645800484142,1646879979,Lol I Hope he has Fun 💕 #fypシ #trending #viral #couple #couplegoals #sweet #Love #boyfriend #themacfamily,6758198242913780742,TheMacaulleys,"4 months pregnant 
Welcome to the family
TheMacfamilybiz@gmail.com",0,False,https://m.tiktok.com/v/7073295645800484142.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073295645800484142&source=h5_m,11959910,10583,26049,57190,1795105,6968346828379015942,6968346828379015942,10036,6968346828379015942,All Eyes On Me,Bo Burnham,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea0f4ab66acc48c8aa215b996625ac1e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c1db8650786f4e6e92d323220f0ee916,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1571419375', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#fypシ #trending #viral #couple #couplegoals #sweet #Love #boyfriend #themacfamily,0,0,0,0,1,0,0,0,0,1
3,AE,7077978256787475713,1647970234,Messi ❤️😍 #messi #ronaldo #vandijk #ibrahimovic #football #respect #fy #fyp #foryoupage,6808485399188325382,Lithits,"Thank you for 675K! ❤️ 
Road to 700K! 🔥 
Football content ⚽️",0,False,https://m.tiktok.com/v/7077978256787475713.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077978256787475713&source=h5_m,22654172,11533,9400,1696,2036109,7077978251540499202,7077978251540499202,72,7077978251540499202,original sound - ccddff0,Lithits,6.808485399188325e+18,Lithits,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077978236591868674.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/16b325701acdec33a403f673bd86b05d.json,False,False,,,,,[],0,0,French Guiana,#messi #ronaldo #vandijk #ibrahimovic #football #respect #fy #fyp #foryoupage,0,1,0,1,0,0,0,0,0,0
4,US,7089286011242581294,1650603026,#drivinglessons #driverslicense #drivingschool #driving #electriccar #car #drivingtips #drivingtraining #drivingtest #Xsilence,7052789713623974918,Driving school,"driving school
Xsilence super bright led bulbs for cars",0,False,https://m.tiktok.com/v/7089286011242581294.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089286011242581294&source=h5_m,21544508,512,372,1317,229517,7089285965998492458,7089285965998492458,72,7089285965998492458,original sound - _drivingschool (Contains music from: 赤伶（纯音乐） - 明洋),"Contains music from: ""赤伶（纯音乐）""",7.052789713623975e+18,Driving school,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089286000316369706.mp3,,False,False,明洋,赤伶（纯音乐）,original sound - _drivingschool (Contains music from: 赤伶（纯音乐） - 明洋),"Contains music from: ""赤伶（纯音乐）""",[],0,0,French Guiana,#drivinglessons #driverslicense #drivingschool #driving #electriccar #car #drivingtips #drivingtraining #drivingtest #Xsilence,0,0,0,0,0,0,0,0,0,0
5,FR,7083504946473127173,1649257017,Heureusement il a pas capté 😅 #fyp #pourtoi #humour #foryou #microtrottoir,6807330869055325190,Kyoshi Sad,"En mode Disney Channel les mecs ?
Pro: kyoshi.sad@gmail.com
Ma nouvelle video ⬇️",0,False,https://m.tiktok.com/v/7083504946473127173.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083504946473127173&source=h5_m,3703170,2988,662,88,467755,7083504910989413126,7083504910989413126,72,7083504910989413126,original sound - kyoshisad (Contains music from: Temptation Sensation (Main Title) - Heinz Kiessling & Various Artists),"Contains music from: ""Temptation Sensation (Main Title)""",6.807330869055325e+18,Kyoshi Sad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083504914680285957.mp3,,False,False,Heinz Kiessling & Various Artists,Temptation Sensation (Main Title),original sound - kyoshisad (Contains music from: Temptation Sensation (Main Title) - Heinz Kiessling & Various Artists),"Contains music from: ""Temptation Sensation (Main Title)""",[],0,0,French Guiana,#fyp #pourtoi #humour #foryou #microtrottoir,1,0,0,1,0,1,1,0,0,0
6,PH,7103480946279648538,1653908042,#stitch with @Minatozaki,6665896511543836677,ur bff,mendyyyf_ on IG 🫶🏻,0,False,https://m.tiktok.com/v/7103480946279648538.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103480946279648538&source=h5_m,143528,82,145,40,10909,6736108787762989058,6736108787762989058,10033,6736108787762989058,Kobe,Wham Tha God,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3bb82bbf892e4f11b558252a2ea6a6a5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/decdd6c4a8ab42c083b051d17b9f1a22,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1479961558', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#stitch,0,0,0,0,0,0,0,0,0,0
