,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_balkan,hash_croatia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_hrvatska,hash_srbija,hash_viral
0,HR,7101768833882475781,1653509411,"@kaimakbrt ""jbt cak je i dobro ispalo"" #fyp #jebosamtistaru",6902203948980667393,LE🅰️,"tik tok prestani mi skidati videe
snap - lejiica",0,False,https://www.tiktok.com/@.lejica/video/7101768833882475781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101768833882475781&source=h5_m,550936,158,611,648,20416,7083750395067091739,7083750395067091739,24,7083750395067091739,lalalala,Aria<3,6.968312886577907e+18,Aria<3,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7083750434866809626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/120346a57203eae3cd327b2b0b1b5bb0.json,False,False,,,,,[],0,0,Croatia,#fyp #jebosamtistaru,0,0,0,0,0,1,0,0,0,0
1,HR,7094602315985980677,1651840827,Reply to @saskadasic samsung gurl💅,6802644702581163014,A.Antea,"pričam lovačke priče pričam
ig📸@anteamatic 
yt🎞 A.Antea",0,False,https://www.tiktok.com/@a.antea/video/7094602315985980677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094602315985980677&source=h5_m,140032,230,34,43,6121,7094602281911405317,7094602281911405317,72,7094602281911405317,original sound - a.antea,A.Antea,6.802644702581163e+18,A.Antea,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094602297824578310.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
2,PH,7074111292155514139,1647069886,#duet with @thegadgetmusic | So awesome !!!!! 🤟 Ya’ll should check this out ☺️🤍,6518665026446213121,MONA,"📣 For Updates 📣
Twitter: mngnzlsx
💌 teammona2022@gmail.com

👇YT Channel👇",0,False,https://www.tiktok.com/@mngnzls/video/7074111292155514139?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074111292155514139&source=h5_m,96693897,31219,25520,208880,15970637,7073909524607912710,7073909524607912710,72,7073909524607912710,The Gadget ft. Mona Gonzales Suave,The Gadget,6.776011127408887e+18,The Gadget,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073909549320702725.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/15acba210aabc853110dcade61b9d91d.json,False,False,,,,,[],0,0,Croatia,#duet,0,0,0,0,0,0,0,0,0,0
3,SI,7089125479214484741,1650565649,#balkan #bakaprase #teodoradzehverovic #viral #fyp #amigshow #fyp #idjtv #teatairovic #zvezdegranda,6801973162235855877,izsvijeta,,0,False,https://www.tiktok.com/@izsvijeta/video/7089125479214484741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089125479214484741&source=h5_m,1374060,161,124,741,75387,7089125470004218629,7089125470004218629,72,7089125470004218629,original sound - izsvijeta,izsvijeta,6.801973162235856e+18,izsvijeta,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089125457102850822.mp3,,False,False,,,,,[],0,0,Croatia,#balkan #bakaprase #teodoradzehverovic #viral #fyp #amigshow #fyp #idjtv #teatairovic #zvezdegranda,1,0,0,0,0,2,0,0,0,1
4,RS,7077928145051012357,1647958567,#miligram #miligram3 #vratimisenesrećo #2013 #zaboravljenepesme #pesmezastory #pesme_balkan_ #pesmeedit #balkanskepesme #reccomendation #fypage,6952014421100594182,Zaboravljene_pesme,Zaboravljene pesme 🎵🎶,0,False,https://www.tiktok.com/@zaboravljene_pesme/video/7077928145051012357?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077928145051012357&source=h5_m,429154,534,221,1442,43929,7077928124423392005,7077928124423392005,72,7077928124423392005,original sound - zaboravljene_pesme (Contains music from: Vrati me se nesrećo - Milgram),"Contains music from: ""Vrati me se nesrećo""",6.952014421100594e+18,Zaboravljene_pesme,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077928124263959302.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/692643cdd2841bbb5d10c09d410d0239.json,False,False,Milgram,Vrati me se nesrećo,original sound - zaboravljene_pesme (Contains music from: Vrati me se nesrećo - Milgram),"Contains music from: ""Vrati me se nesrećo""",[],0,0,Croatia,#miligram #miligram3 #vratimisenesrećo #2013 #zaboravljenepesme #pesmezastory #pesme_balkan_ #pesmeedit #balkanskepesme #reccomendation #fypage,0,0,0,0,0,0,0,0,0,0
5,RS,7103110088663092486,1653821696,#fyppppppppppppppppppppppp,7009360533829026822,Iliban,"snimam sve 
cilj mi je 3k
🇷🇸🇷🇸🇷🇸",0,False,https://www.tiktok.com/@ilibanf89/video/7103110088663092486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103110088663092486&source=h5_m,250856,523,2101,4348,36046,7103110069549533957,7103110069549533957,72,7103110069549533957,original sound - ilibanf89 (Contains music from: Chrono Trigger - Aurora Creation),"Contains music from: ""Chrono Trigger""",7.009360533829027e+18,Iliban,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103110062117686022.mp3,,False,False,Aurora Creation,Chrono Trigger,original sound - ilibanf89 (Contains music from: Chrono Trigger - Aurora Creation),"Contains music from: ""Chrono Trigger""",[],0,0,Croatia,#fyppppppppppppppppppppppp,0,0,0,0,0,0,0,0,0,0
6,US,7100683431289392426,1653256694,Dax scratches his eyes if I don’t help him 🧡🦎 #beardeddragon #beardeddragonshed #beardeddragonshedding #daxter #jakanddaxter #reptile #reptiles #reptileshed #reptileshedding #lizzo #aboutdamntime #beardeddragonsoftiktok #dragontok #dragon #pet #petlover #pets #PetsOfTikTok #dragon,6570414818213494790,GanDax&MewToo,"Gandalf 💚 Daxter 🧡 Mew 🤍

Help w Daxter’s Surgery
Cashapp: $GanDaxandMewToo",0,False,https://www.tiktok.com/@beepboopbeardies/video/7100683431289392426?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100683431289392426&source=h5_m,6808334,879,588,625,268153,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#beardeddragon #beardeddragonshed #beardeddragonshedding #daxter #jakanddaxter #reptile #reptiles #reptileshed #reptileshedding #lizzo #aboutdamntime #beardeddragonsoftiktok #dragontok #dragon #pet #petlover #pets #PetsOfTikTok #dragon,0,0,0,0,0,0,0,0,0,0
7,IL,7094240592665906433,1651756605,Lmao I just know that's what he said#johnnydepp #justiceforjohnnydepp #jacksparrow #foryou #viral #90s #likes,6605171100077260806,Justice for Johnny depp !,"#justiceforjohnnydepp
Thank you for all your support
I love you’ll 😘",0,False,https://www.tiktok.com/@.johnnydepp1/video/7094240592665906433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094240592665906433&source=h5_m,24175960,25971,122586,156433,3865016,7094240590023445249,7094240590023445249,72,7094240590023445249,original sound - .johnnydepp1,Justice for Johnny depp !,6.605171100077261e+18,Justice for Johnny depp !,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094240585275411201.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f567cd99621f809e7c10b66c585932b.json,False,False,,,,,[],0,0,Croatia,#johnnydepp #justiceforjohnnydepp #jacksparrow #foryou #viral #90s #likes,0,0,1,0,0,0,0,0,0,1
0,US,7093292880416197934,1651535948,Are you the 🔥 one or the 🥶 one? #gaycouple #relationshipgoals #marriagehumor,243282094741811200,Matthew & Paul,"Matthew and Paul 👬 Husbands
👇New Episode of “His and His”👇",0,False,https://www.tiktok.com/@matthewandpaul/video/7093292880416197934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093292880416197934&source=h5_m,1011183,272,2075,582,48432,6994930495524031234,6994930495524031234,10036,6994930495524031234,Hot N Cold,Katy Perry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d2a4f6f019b64f4ca39a326bb8fafcc2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a0373879ce6a4ab6a2dc26b4dea44da6,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '715891108', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#gaycouple #relationshipgoals #marriagehumor,0,0,0,0,0,0,0,0,0,0
1,HR,7098777489996074245,1652812934,#pritisaknatlak,6917963772393178118,PRITISAK NA TLAK,"🇭🇷Zagreb, Croatia
📧anoroz@outlook.com
🎓univ.spec.rel.publ./FPZG",0,False,https://www.tiktok.com/@pritisaknatlak/video/7098777489996074245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098777489996074245&source=h5_m,94458,35,246,0,8351,7098777470987471621,7098777470987471621,72,7098777470987471621,original sound - pritisaknatlak,PRITISAK NA TLAK,6.917963772393178e+18,PRITISAK NA TLAK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103041018057558790.mp3,,False,False,,,,,[],0,0,Croatia,#pritisaknatlak,0,0,0,0,0,0,0,0,0,0
2,US,7095566769460645166,1652065379,This was her request for Mother’s Day lol #jello #fruitjello #MomsofTikTok #mom #crazymom #fyp #mothersday #family,6774943179169252357,Teresa,"Follow to see more of my crazy fam! 
Mostly mom 😆

💌 terresamarria1@gmail.com",0,False,https://www.tiktok.com/@terresamarria/video/7095566769460645166?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095566769460645166&source=h5_m,9523136,5351,4091,22,1671276,7095566741249493803,7095566741249493803,72,7095566741249493803,original sound - terresamarria,Teresa,6.774943179169252e+18,Teresa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095566765488474922.mp3,,False,False,,,,,[],0,0,Croatia,#jello #fruitjello #MomsofTikTok #mom #crazymom #fyp #mothersday #family,0,0,0,0,0,1,0,0,0,0
3,DE,7100189628468038917,1653141723,Reply to @leni_malin #cancer #♋️ #♋️cancer♋️ #viral #trend #goviral #foryoupage #zodiacsings,7085689203623199750,Julia Wirchanowska,"🇵🇱
15 yo",0,False,https://www.tiktok.com/@juliawirchanowska/video/7100189628468038917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100189628468038917&source=h5_m,9116329,12160,12381,143,1275287,7054237320853195526,7054237320853195526,72,7054237320853195526,black out days (Contains music from: Black Out Days - Phantogram),"Contains music from: ""Black Out Days""",7.043094043756807e+18,<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7054237336065919749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/011e6a47b4063cca4997979306918ce2.json,False,False,Phantogram,Black Out Days,black out days (Contains music from: Black Out Days - Phantogram),"Contains music from: ""Black Out Days""",[],0,0,Croatia,#cancer #♋️ #♋️cancer♋️ #viral #trend #goviral #foryoupage #zodiacsings,0,0,0,1,0,0,0,0,0,1
4,HR,7093460312115907846,1651574934,Start of another new chapter #balkan #foryou,137617795881508864,ADRIAN,"19 🇦🇺/🇭🇷/🇺🇸
Business - adrian.krajcar21@gmail.com
ALL OF MY SOCIALS 👇",0,False,https://www.tiktok.com/@adriankr/video/7093460312115907846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093460312115907846&source=h5_m,918372,852,526,2195,170449,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#balkan #foryou,1,0,1,0,0,0,0,0,0,0
5,US,7101630033814375686,1653477094,😂😂😂😂 #foryou #foryoupage #fyp,6738488169694512133,Ismael,"Collaboration 👇🏻
ismael.hadzic17@gmail.com
ZAPRATI NA INSTAGRAMU",0,False,https://www.tiktok.com/@ismael_iso/video/7101630033814375686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101630033814375686&source=h5_m,778941,139,1863,1804,55436,6777878873091705606,6777878873091705606,72,6777878873091705606,original sound - j.choiceeeee,Jayyy,6.754379747382625e+18,Jayyy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1654757377582134.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b69e97333735a986c1271335eddd7404.json,False,False,,,,,[],0,0,Croatia,#foryou #foryoupage #fyp,0,0,1,1,0,1,0,0,0,0
6,RS,7098784836042738950,1652814644,#wajwai #foryou,6724883847392281605,wajwai,"Ja sam sarkasticni mf
Imam instagram?",0,False,https://www.tiktok.com/@wajwai/video/7098784836042738950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098784836042738950&source=h5_m,1032768,182,110,396,70597,7088644822583478273,7088644822583478273,10033,7088644822583478273,Omadjijala,Devito & Relja,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8390252ec404675b9164ba6aa6ce91b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/060560bf726a44859d0261a86ba66b24,False,True,,,,,[],0,0,Croatia,#wajwai #foryou,0,0,1,0,0,0,0,0,0,0
7,BA,7101005602570161414,1653331707,Ne bih ti se jaaviioo ni kada bi me nazvalaaa tntntntntn 😝😝😝,6550193725706867712,Belma Bučaj,"IG➡️ bucaj.belma
belmabucaj23@gmail.com",0,False,https://www.tiktok.com/@belma.bucaj/video/7101005602570161414?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101005602570161414&source=h5_m,499348,187,82,384,35850,7066540559405878021,7066540559405878021,72,7066540559405878021,original sound - balkancore_,🫶🏼,7.05745458370701e+18,🫶🏼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066540557031590662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b6af08fd0ac00feacc9af8fea9af220.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
0,US,7099328808238714158,1652941300,SHE HIT MY SNAKE…😳,6668025465947799557,Tayo Ricci,"Best artist in the world 💋❄️
I basically live shirtless 
All SOCIALS on IG😳",0,False,https://www.tiktok.com/@tayoricci/video/7099328808238714158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099328808238714158&source=h5_m,1515108,351,207,389,105170,7099328721206676267,7099328721206676267,72,7099328721206676267,original sound - tayoricci (Contains music from: Phone a Friend Lifeline - Keith Strachan & Matthew Strachan),"Contains music from: ""Phone a Friend Lifeline""",6.6680254659478e+18,Tayo Ricci,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099328798872570666.mp3,,False,False,Keith Strachan & Matthew Strachan,Phone a Friend Lifeline,original sound - tayoricci (Contains music from: Phone a Friend Lifeline - Keith Strachan & Matthew Strachan),"Contains music from: ""Phone a Friend Lifeline""",[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
1,RS,7078588524114480389,1648112324,😈🤪#fyp #serbia #tiktok,6797829806533641222,TEODORA,"Insta: todorovic___teodora
19",0,False,https://www.tiktok.com/@teodoratodorovic0/video/7078588524114480389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078588524114480389&source=h5_m,437948,58,532,4,39882,7027910988372429573,7027910988372429573,72,7027910988372429573,original sound - jedan_kratki_osmeh,jedan_kratki_osmeh,6.947351919908636e+18,jedan_kratki_osmeh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7027911039568087813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f6bf8547a2fbcfd66f3ef5f891330739.json,False,False,,,,,[],0,0,Croatia,#fyp #serbia #tiktok,0,0,0,0,0,1,0,0,0,0
2,HR,7099057705704328454,1652878177,Ne serite mi po obrvama pre rano sam se digla. Hvala. Jesam li falila koji?? 😁,2194809,Ela Jerković,"Instagram- @elaajerkovic 
📍Split,Croatia
NAJBOLJI MERCH IKAD👇🏼",0,False,https://www.tiktok.com/@elajerkovic/video/7099057705704328454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099057705704328454&source=h5_m,461304,580,194,301,42250,6862729774121355272,6862729774121355272,10036,6862729774121355272,Tokyo Drift(Original Mix),南辞+安筱冷,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/db079eaa14ed4a43b6847cd31d7eb8da,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c9ffc36ee6540dfb5ddb11a9b816eaa,False,True,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
3,CL,7102033989791124741,1653571147, ,7093377434078807045,dushadiao40,👇👇👇👇👇👇,0,False,https://www.tiktok.com/@dushadiao40/video/7102033989791124741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102033989791124741&source=h5_m,2349029,63,170,295,16753,7097113465415863045,7097113465415863045,72,7097113465415863045,Original sound (Contains music from: You Like My Bro - Bob tik),"Contains music from: ""You Like My Bro""",7.092402277512594e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097113491865144070.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2db32a2426b8563e8bf73f96beed6ad.json,False,False,Bob tik,You Like My Bro,Original sound (Contains music from: You Like My Bro - Bob tik),"Contains music from: ""You Like My Bro""",[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
4,ME,7103119670412086534,1653823927,#fyp,6930665236014318598,Doza Fazlinovića,"Profil napravljen:21.04.2021
Instagram:@doza_fazlinica_
Za saradnju inbox↩️",0,False,https://www.tiktok.com/@doza_fazlinovicaa_/video/7103119670412086534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103119670412086534&source=h5_m,999150,144,2151,3211,91219,7103119654591892229,7103119654591892229,72,7103119654591892229,original sound - doza_fazlinovicaa_,Doza Fazlinovića,6.930665236014319e+18,Doza Fazlinovića,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103119672295901958.mp3,,False,False,,,,,[],0,0,Croatia,#fyp,0,0,0,0,0,1,0,0,0,0
5,HR,7103251894398668037,1653854713,Idemo zovite!!! 061 55 10 !!! ♥️💪🏼🥳🥳 #fyp #foryou #balkan #psz #plessazvijezdama #dance @SANDI PEGO @Heleejna🦁 !!!,16276049,Luciano Plazibat,"Instagram: @lucianoplazibat
Come say Hi!😇
Dancer",0,False,https://www.tiktok.com/@lucianoplazibat/video/7103251894398668037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103251894398668037&source=h5_m,87348,66,13,10,7864,7098509409982122795,7098509409982122795,72,7098509409982122795,original sound - chaser,chase keith,674713.0,chase keith,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098509431020718890.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/31ac1eff01f189570b5f29d801c6f46d.json,False,False,,,,,[],0,0,Croatia,#fyp #foryou #balkan #psz #plessazvijezdama #dance,1,0,1,0,0,1,0,0,0,0
6,US,7078049907227282734,1647986916,Reply to @travy_patty.69 #OscarsAtHome #DeserveADrPepperDuet #WomenOwnedBusiness #chiroboard #backpain #girlfriend #AEMembersAlways,7044880072570848262,Chirobackboard.com,"❗️LEVEL 4 PHOTOS NOT UPDATED❗️
This Is Where To Find One
👇",0,False,https://www.tiktok.com/@chirodream/video/7078049907227282734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078049907227282734&source=h5_m,23834272,45691,43520,41975,3154331,6795407744489752577,6795407744489752577,10033,6795407744489752577,Just a Cloud Away,Pharrell Williams,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a9dc60e62f334229af15a0b1650029ff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/988a63de74c749a8907746e2d8e4b798,False,True,,,,,[],0,0,Croatia,#OscarsAtHome #DeserveADrPepperDuet #WomenOwnedBusiness #chiroboard #backpain #girlfriend #AEMembersAlways,0,0,0,0,0,0,0,0,0,0
7,US,7100119488565185794,1653125392,What is he doing?😩,6606238867320291333,LIZA💜,"Inst - @luckashyowa🥰
📝Collaboration: team@wow-media.ru",0,False,https://www.tiktok.com/@luckashyowa/video/7100119488565185794?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100119488565185794&source=h5_m,3391940,310,641,1751,214730,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
