,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedy,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_pov,hash_trending,hash_viral,hash_xyzbca
1,GB,7080989432513400069,1648671328,Part 2. #detective #parody #satc #misscongeniality,6811079205896979462,HRH Nicholas Flannery,🏳️‍🌈SHOP PRIDE MERCH NOW🏳️‍🌈 nicholas.flannery@torchbit.com,0,False,https://www.tiktok.com/@nicholas_flannery/video/7080989432513400069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080989432513400069&source=h5_m,8312875,4257,2604,1552,1398008,7080989426427497221,7080989426427497221,72,7080989426427497221,original sound - nicholas_flannery,HRH Nicholas Flannery,6.811079205896979e+18,HRH Nicholas Flannery,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080989443528248069.mp3,,False,False,,,,,[],0,0,Jersey,#detective #parody #satc #misscongeniality,0,0,0,0,0,0,0,0,0,0
2,US,7071860436982861098,1646545818,Lets see #asmr #clean #playstation #satisfying,7000416859691598853,icantryy,"I need a favor, please check⬆️out my YT
ASMR",0,False,https://www.tiktok.com/@icantryy/video/7071860436982861098?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071860436982861098&source=h5_m,12523323,1361,647,12,796485,7071860395933436718,7071860395933436718,72,7071860395933436718,original sound - icantryy,icantryy,7.000416859691599e+18,icantryy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071860431651883819.mp3,,False,False,,,,,[],0,0,Jersey,#asmr #clean #playstation #satisfying,0,0,0,0,0,0,0,0,0,0
3,US,7072909971502959918,1646790181,#pov You have to guess the password to unlock your soulmate…PT.6 (Pt.5 on @baileyspinn page),6715738999438296069,Devin Caherly,"Go follow my insta: Devincaherly
Devincaherly@gmail.com
Snap: devinc9
Click👇🏼",0,False,https://www.tiktok.com/@devincaherly/video/7072909971502959918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072909971502959918&source=h5_m,9475311,5386,725,2721,1257373,6841299250358340357,6841299250358340357,72,6841299250358340357,original sound - elongatedmusk (Contains music from: One Way or Another (Teenage Kicks) - One Direction),"Contains music from: ""One Way or Another (Teenage Kicks)""",6.565800442189038e+18,Valerie Le Pelch,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6841299235271412486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7a094fa2a1f1477648a7e413384f20e6.json,False,False,One Direction,One Way or Another (Teenage Kicks),original sound - elongatedmusk (Contains music from: One Way or Another (Teenage Kicks) - One Direction),"Contains music from: ""One Way or Another (Teenage Kicks)""",[],0,0,Jersey,#pov,0,0,0,0,0,0,1,0,0,0
4,US,7076863866218794286,1647710769,yummy shrimp snack :) ❄️🦐 #fishtok,6943831510608839685,Fish4Ever,"i love fish:)
fish portals! ↓",0,False,https://www.tiktok.com/@fish4everchannel/video/7076863866218794286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076863866218794286&source=h5_m,2701047,2154,161,439,313248,7076863841375898414,7076863841375898414,72,7076863841375898414,original sound - fish4everchannel,Fish4Ever,6.94383151060884e+18,Fish4Ever,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076863861835500330.mp3,,False,False,,,,,[],0,0,Jersey,#fishtok,0,0,0,0,0,0,0,0,0,0
5,GB,7102887154782588165,1653769789,How to Leave SCHOOL EARLY🤫👨🏻‍🏫😱#fyp #foryou #viral #foryoupage #fypシ #tiktok #foryourpage,6624729641478275078,LUKEMOTO,"🔥ROAD TO 1M🔥
📧lukemototalent@gmail.com📧",0,False,https://www.tiktok.com/@thelukemoto/video/7102887154782588165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102887154782588165&source=h5_m,506613,215,156,377,29285,7102887150329203462,7102887150329203462,72,7102887150329203462,original sound - thelukemoto,LUKEMOTO,6.624729641478275e+18,LUKEMOTO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102887146671475462.mp3,,False,False,,,,,[],0,0,Jersey,#fyp #foryou #viral #foryoupage #fypシ #tiktok #foryourpage,0,1,1,0,1,1,0,0,1,0
6,GB,7102094605520243974,1653585260,What a HECTIC video 😂😂 #comedy,6566950854028656646,Jack Bean,"📩jack.bean@outreachagency.co.uk📩
INSTAGRAM: JACKBEANUK 🎯",0,False,https://www.tiktok.com/@jackbeantok/video/7102094605520243974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102094605520243974&source=h5_m,267060,70,180,265,29915,6868800953953422086,6868800953953422086,72,6868800953953422086,I can delete this and make so many people mad,M1sphit 🎵,6.714648406042101e+18,M1sphit 🎵,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6974408689323805445.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8ecfa865b8b4485dc83e489eda649386.json,False,False,,,,,[],0,0,Jersey,#comedy,1,0,0,0,0,0,0,0,0,0
7,FR,7087619869201485062,1650215097,ceo of aftereffect #french #paris #paris2024 #olympics,6779574266188121093,paris2024,We are the next Olympic and Paralympic Games in #Paris2024 🇫🇷,0,False,https://www.tiktok.com/@paris2024officiel/video/7087619869201485062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087619869201485062&source=h5_m,11582096,12317,15589,80,2179747,7081437333601487659,7081437333601487659,72,7081437333601487659,original sound - carlos_562 (Contains music from: Green Planet - Guy J),"Contains music from: ""Green Planet""",6.763931455359976e+18,carlos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081437357471435566.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2a80a2dee69eb40b054a2bdc5e925deb.json,False,False,Guy J,Green Planet,original sound - carlos_562 (Contains music from: Green Planet - Guy J),"Contains music from: ""Green Planet""",[],0,0,Jersey,#french #paris #paris2024 #olympics,0,0,0,0,0,0,0,0,0,0
0,AU,7097100693009452290,1652422524,#stitch with @clashyreaper,7026608313026577410,Stefano,Curry on the curry pot 🍛,0,False,https://www.tiktok.com/@jumback05/video/7097100693009452290?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097100693009452290&source=h5_m,2095485,5462,2880,6669,233227,7097100678031510273,7097100678031510273,72,7097100678031510273,Go touch some grass,Stefano,7.026608313026577e+18,Stefano,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097100670628547329.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/30016fb11e5b308924bf8b90255c98a0.json,False,False,,,,,[],0,0,Jersey,#stitch,0,0,0,0,0,0,0,0,0,0
1,GB,7102484133254843654,1653675954,me after literally one day away with my parents  #fyp #british #ukcomedy #holiday #hotel #relatable,53172832590925824,Abbie Budden,"british•she/her
📩abbie@elryagency.co.uk
I am not a teacher.",0,False,https://www.tiktok.com/@abbiebudden/video/7102484133254843654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102484133254843654&source=h5_m,474627,827,392,558,80481,6721365355068934146,6721365355068934146,10033,6721365355068934146,Peggy’s Theme (Variation of Julia’s Theme from EastEnders),Simon May,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/971c8eec49d3423b81f3de2dc435c01f?x-expires=1653982826&x-signature=4za1vc%2F%2Fx9QMpwo7D3rLZf6gRGo%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1030968524', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#fyp #british #ukcomedy #holiday #hotel #relatable,0,0,0,0,1,0,0,0,0,0
2,GB,7081337711008713990,1648752418,Mums when your on FaceTime #mums #britishmums #ukmums #facetime,6738862612009714693,Iconicmoments,"-18-
Business enquiries email 
emilywilson@olivemgmt.co.uk 
He!!",0,False,https://www.tiktok.com/@iconicmoments/video/7081337711008713990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081337711008713990&source=h5_m,164724,743,301,504,29224,7081337703710673669,7081337703710673669,72,7081337703710673669,original sound - iconicmoments,Iconicmoments,6.738862612009715e+18,Iconicmoments,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081337704209844997.mp3,,False,False,,,,,[],0,0,Jersey,#mums #britishmums #ukmums #facetime,0,0,0,0,0,0,0,0,0,0
3,GB,7092830845190376710,1651428373,I still don’t understand why Americans think these things??? #fyp #foryou #americans #british #britishpeople #usa #americanpeople #uk #thequeen #calthedragon #popworld #pryzm,6624975712279904261,joeleggettx,"You’ve clicked on the profile you might aswell follow…
Insta - joeleggettx📸",0,False,https://www.tiktok.com/@joeleggett/video/7092830845190376710?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092830845190376710&source=h5_m,472224,1729,434,1261,103380,7092830846729734917,7092830846729734917,72,7092830846729734917,original sound - joeleggett,joeleggettx,6.624975712279904e+18,joeleggettx,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092830871471835909.mp3,,False,False,,,,,[],0,0,Jersey,#fyp #foryou #americans #british #britishpeople #usa #americanpeople #uk #thequeen #calthedragon #popworld #pryzm,0,1,0,0,1,0,0,0,0,0
4,GB,7103645515899751686,1653946360,As much as u like tall guys we like 🍑😍,6758752925398582277,Kingjunior,"E-MAIL sara@grail-talent.com
👻 Snapchat👇🏾👇🏾👇🏾",0,False,https://www.tiktok.com/@iamkingjunior/video/7103645515899751686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103645515899751686&source=h5_m,190224,100,97,114,15799,7099602966893595434,7099602966893595434,72,7099602966893595434,Heaven cant wait,Fryfer,7.019050863387198e+18,Fryfer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099602996635634478.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c6d91d553a5ec5f2981d08aa1f125e60.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
5,US,7093597521800432938,1651606878,"Mom is always right, right? #fyp #foryoupage #dogsoftiktok",6954843890915165190,BeauNoseBones,"IG and YouTube ⬆️

There’s a new Beau in town.🐾

LOVE GOLDENS!? ⬇️",0,False,https://www.tiktok.com/@beaunosebones/video/7093597521800432938?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093597521800432938&source=h5_m,199635,119,816,369,28300,7092807087687879466,7092807087687879466,72,7092807087687879466,I was born a dog (Contains music from: Line Out - Legacy Hits),"Contains music from: ""Line Out""",6.611893589194064e+18,Rott_n_chugs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092807132298414891.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/14ecd18f02b2086782511beb317636b7.json,False,False,Legacy Hits,Line Out,I was born a dog (Contains music from: Line Out - Legacy Hits),"Contains music from: ""Line Out""",[],0,0,Jersey,#fyp #foryoupage #dogsoftiktok,0,0,1,0,1,0,0,0,0,0
6,CA,7103302249186626822,1653866437,"Girl you sure you okay? That’s no laugh girl that sounds like exorcism, you sure nobody cursed you? You want me to come with you to the emergency department girl you need to vacuum that. #nurse #nursesoftiktok #nurselife #nurses #nursehumor #nursing #nursingstudent #nursingschool #nursetiktok #nurseproblems #medicalhumor #medicaltiktok #hospitallife #hospitaltiktoks #healthcareworker #healthcarehumor #cna #cnalife #cnahumor #travelnurse #ernurse #fyp #fypシ #foryou #vape",1311438,Jc Dela Cruz,"No real patient/work scenario
Ads/Collab DM me
📩: nurse.johnnbiz@outlook.com",0,False,https://www.tiktok.com/@nurse.johnn/video/7103302249186626822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103302249186626822&source=h5_m,2896443,2744,7104,5563,535816,6977767439102724869,6977767439102724869,72,6977767439102724869,original sound - 338jay,338Jay,6.748153561773114e+18,338Jay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6977767548863482629.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/731d583cb3be7f27f1549fd13b6cc6b1.json,False,False,,,,,[],0,0,Jersey,#nurse #nursesoftiktok #nurselife #nurses #nursehumor #nursing #nursingstudent #nursingschool #nursetiktok #nurseproblems #medicalhumor #medicaltiktok #hospitallife #hospitaltiktoks #healthcareworker #healthcarehumor #cna #cnalife #cnahumor #travelnurse #ernurse #fyp #fypシ #foryou #vape,0,1,0,0,1,1,0,0,0,0
7,US,7093898713407606062,1651677006,SO EMBARRASSING 😭,93284399906959360,Vy Qwaint,I’m a Spicy Spy Ninja 🌶🕵🏻‍♀️,0,False,https://www.tiktok.com/@vyqwaint/video/7093898713407606062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093898713407606062&source=h5_m,737983,3167,415,449,59211,7059988234704521217,7059988234704521217,10033,7059988234704521217,emo girl,Machine Gun Kelly & WILLOW,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6c2bab70ba744ac29edb95bd5420e34c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/59e19c93076c47299d625a4ba644847a,True,True,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
0,GB,7103089306209733894,1653816859,WORK BESTIE! 👯‍♀️ #bestie #work #viral #backisaching #sweets,6890914560288883714,Candy works,"SWEET SHOP 🍭
CEO OF SWEET TIKTOK 👅
UK, USA & AUS SHIPPING!!
SWEET OF THE DAY🍬",2,False,https://www.tiktok.com/@candyworksuk/video/7103089306209733894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103089306209733894&source=h5_m,146208,93,11,0,16791,6737698700086233861,6737698700086233861,72,6737698700086233861,the real sorority check (Contains music from: Got Me Good - Ciara),"Contains music from: ""Got Me Good""",2104797.0,elizabeth the first,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1644946538966021.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/aa0dbdf3ec230e24f25640ac7add1d02.json,False,False,Ciara,Got Me Good,the real sorority check (Contains music from: Got Me Good - Ciara),"Contains music from: ""Got Me Good""",[],0,0,Jersey,#bestie #work #viral #backisaching #sweets,0,0,0,0,0,0,0,0,1,0
1,GB,7103220335402618117,1653847364,#pov you didn’t realise the kid you were making fun of was the teachers daughter …,6693123383091659782,Car🧚‍♀️🪐,"your sister of POV’s💗
and some other random stuff <3",0,False,https://www.tiktok.com/@carastewartx/video/7103220335402618117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103220335402618117&source=h5_m,118699,21,3,36,15837,6811320461402688261,6811320461402688261,72,6811320461402688261,Sry miss Jackson,lexi,6.787966350209811e+18,lexi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6842149203838601989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f1288d058b0eafffe4d2098c40f158c.json,False,False,,,,,[],0,0,Jersey,#pov,0,0,0,0,0,0,1,0,0,0
2,GB,7102440583091768582,1653665815,The ending ☠️,6653120673727168518,joshryanx,"📧 :  joshryan@connectmgt.com

👇INSTAGRAM CONTROLS MY LIFE FOR 24 HOURS👇",0,False,https://www.tiktok.com/@joshryanx/video/7102440583091768582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102440583091768582&source=h5_m,108667,81,25,45,17328,7102440580726147845,7102440580726147845,72,7102440580726147845,original sound - joshryanx,joshryanx,6.653120673727169e+18,joshryanx,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102440573554002694.mp3,,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
3,IT,7103500169286536453,1653912519,Don’t say you don’t do this😂✋🏻 #recommendations #4you #fyp #trend,280483223279755264,your anime girl👑,"IG: @fesch6 
Cooperation: feschenko090@gmail.com
YELLOW MUKBANG🤤🍜👇🏻",0,False,https://www.tiktok.com/@fesch6/video/7103500169286536453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103500169286536453&source=h5_m,289805,499,84,307,46772,7050909110963555078,7050909110963555078,72,7050909110963555078,original sound - speedmusicnightcore,🤍,7.040704802774631e+18,🤍,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050909142915058438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/01236627bb7ffd9f894dafbfd734593a.json,False,False,,,,,[],0,0,Jersey,#recommendations #4you #fyp #trend,0,0,0,0,1,0,0,0,0,0
4,CA,7103255544101686533,1653855562,#Inverted that didn't go as planned..,6798587618344059909,Flower & Bro's 🐕🐶,"Follow me on IG 👆
Flower, Coco and Barkley  ❤️
Saskatchewan 🇨🇦",0,False,https://www.tiktok.com/@flowerandbros/video/7103255544101686533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103255544101686533&source=h5_m,1632609,545,5348,1039,120919,7013963486304783110,7013963486304783110,72,7013963486304783110,original sound - someonesbronobody,0.0,7.007025796502504e+18,0.0,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7013963597172787973.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9e4d2b0762cb15a8edb38abb0b1a1796.json,False,False,,,,,[],0,0,Jersey,#Inverted,0,0,0,0,0,0,0,0,0,0
5,GB,7101048078236503301,1653341597,#darkhumour #sad #relationship #saomlitiktok,6757318886238274565,Ace🧦,"Follow me on Instagram ☝🏽
📧 enquiries: acekm3business@gmail.com
YouTube: KM3",0,False,https://www.tiktok.com/@ace_km3/video/7101048078236503301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101048078236503301&source=h5_m,801141,1605,1592,4011,160704,7101048060712651525,7101048060712651525,72,7101048060712651525,original sound - ace_km3,Ace🧦,6.757318886238275e+18,Ace🧦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101048065666157318.mp3,,False,False,,,,,[],0,0,Jersey,#darkhumour #sad #relationship #saomlitiktok,0,0,0,0,0,0,0,0,0,0
6,GB,7102835825561308422,1653757838,He loves his new flower 🥺 #gardening #goodboy #labrador #dogsoftiktok,6925923531344462853,Good Boy Ollie,"The goodest good boy
Insta - @good.boy.ollie",0,False,https://www.tiktok.com/@good.boy.ollie/video/7102835825561308422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102835825561308422&source=h5_m,1196050,1556,6058,2408,259599,5000000000898322779,5000000000898322779,71,5000000000898322779,Here Comes the Sun (The Sound of Birds in the Forest),Francisco Malaga & Green Planet Studio,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/368f51b29de2417cac2d26d2ededd2e7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a54646da61974508b036fb7ae6e5feb2,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '663684413', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#gardening #goodboy #labrador #dogsoftiktok,0,0,0,0,0,0,0,0,0,0
7,GB,7102915511796714757,1653776393,Missing this song,6532063263641829378,eva violet,"🏴󠁧󠁢󠁳󠁣󠁴󠁿•20
💌business: evaviolet@viralnationtalent.com",0,False,https://www.tiktok.com/@evaaviolett/video/7102915511796714757?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102915511796714757&source=h5_m,449744,824,119,468,92513,7041973450671524614,7041973450671524614,72,7041973450671524614,original sound - spxedupsongs,Esteve <3,7.037579377487594e+18,Esteve <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7041973472863701766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b38c3a1505fb608863a97dba2c176420.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
0,US,7103592921982569774,1653934113,Mixed berries🍭 #asmr #asmrsounds #oddlysatisfying #satisfying #sugarscrub #sugarskin #bodyscrub #bellamourbody,7022721965967279110,bellamourbody,NEXT RESTOCK 5/27 @ 12PM PST🍭🍭,0,False,https://www.tiktok.com/@bellamourbody/video/7103592921982569774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103592921982569774&source=h5_m,145046,127,81,36,16389,7103592896942623530,7103592896942623530,72,7103592896942623530,original sound - bellamourbody,bellamourbody,7.022721965967279e+18,bellamourbody,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103592919650749230.mp3,,False,False,,,,,[],0,0,Jersey,#asmr #asmrsounds #oddlysatisfying #satisfying #sugarscrub #sugarskin #bodyscrub #bellamourbody,0,0,0,0,0,0,0,0,0,0
