,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_explore,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
5,JP,7093570004121144578,1651600471, ,6506418099250987010,コグミkogumi,"Make the world smile 🌎 mundo sorri   El mundo sonríe 
元気出してにょん子豚コマ撮り🐷世界の子供達を笑顔",0,False,https://www.tiktok.com/@kogumipip/video/7093570004121144578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093570004121144578&source=h5_m,2166684,153,655,659,18808,6602826352284404486,6602826352284404486,73,6602826352284404486,Original Sound (Contains music from: Annoying sound - Bytes),"Contains music from: ""Annoying sound""",,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1612018348226565,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/891ac79889c4afcb3393985548d5db2e.json,False,False,Bytes,Annoying sound,Original Sound (Contains music from: Annoying sound - Bytes),"Contains music from: ""Annoying sound""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
6,EG,7103503850279079173,1653913376,معلش يا محمد 💔😭 #تصميم_فيديوهات🎶🎤🎬 #foryou #تصميمي #viral,7083671543322280966,CR7🐐,Fotbool 4k ✨,0,False,https://www.tiktok.com/@.nimo7/video/7103503850279079173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103503850279079173&source=h5_m,100585,81,187,1558,7914,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Egypt,#تصميم_فيديوهات🎶🎤🎬 #foryou #تصميمي #viral,0,0,1,0,0,0,0,0,1,0
7,EG,7100605138754129158,1653238466,مش مظبوط بس اشطا😂@lailaahmedzaher,7063374469641077766,Lolo🖤,Laila Zaher 💖💖,0,False,https://www.tiktok.com/@retajmohamed2/video/7100605138754129158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100605138754129158&source=h5_m,2214499,302,1074,1003,54879,7080613068741249797,7080613068741249797,72,7080613068741249797,original sound - fanzgiga,Fan gehadd hassan❤️🐆,6.878983089784702e+18,Fan gehadd hassan❤️🐆,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080613080538860293.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0dc54a9b9d864ed3c22863709d203005.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
0,EG,7097324838070586629,1652474711,هامشيك مسطرة😂😂#voiceeffects #foryoupage #CapCut #مصمم_فيديوهات,7075419477420475397,$الجنيرال$,"❤من تواضع لله رفعه ❤
❤صلي على النبي ❤
    ❤بكره نملا شاشات العرض❤",0,False,https://m.tiktok.com/v/7097324838070586629.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097324838070586629&source=h5_m,2887644,2133,7773,48390,98075,7097324829926492934,7097324829926492934,72,7097324829926492934,original sound - algenerall1,$الجنيرال$,7.075419477420475e+18,$الجنيرال$,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097324829351955206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/da476033d0f4be3d86ed9a1990eddd54.json,False,False,,,,,[],0,0,Egypt,#voiceeffects #foryoupage #CapCut #مصمم_فيديوهات,0,0,0,1,0,0,0,0,0,0
1,EG,7102833138002365702,1653757213,انا كل خير 🌝🫢😂!! المنشن الرابع بيحبك 💗!! #حمدي_عاشور #حمدي_ميرنا,6720554930661753861,Hamdy.ashourr,"Official account of the Actor 
Hamdy Ashour ❤️",0,False,https://m.tiktok.com/v/7102833138002365702.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102833138002365702&source=h5_m,1678921,793,787,10114,144074,7102833122131086086,7102833122131086086,72,7102833122131086086,original sound - hamdy.ashourr,Hamdy.ashourr,6.720554930661754e+18,Hamdy.ashourr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102833133867076358.mp3,,False,False,,,,,[],0,0,Egypt,#حمدي_عاشور #حمدي_ميرنا,0,0,0,0,0,0,0,0,0,0
2,AN,7093312784435350826,1651540583,#بهجت_صابر #بهجت_صابر_ميمز #لك #ميمز #مصر #عيد #ضحك #الاردن #السعودية #bahgat_saber,6976375226973160450,Bahgat Memes بهجت صابر ميمز,محاربة الملل بقيادة اللواء #بهجت_صابر عميد البنغاليين وقائد سلاح الخناجر,0,False,https://m.tiktok.com/v/7093312784435350826.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093312784435350826&source=h5_m,8793999,5910,15024,92666,387305,7093312761488493358,7093312761488493358,72,7093312761488493358,original sound - bahgatmemes,Bahgat Memes بهجت صابر ميمز,6.97637522697316e+18,Bahgat Memes بهجت صابر ميمز,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093312792342203182.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/33558d100380f9e64e43db9b8a05d071.json,False,False,,,,,[],0,0,Egypt,#بهجت_صابر #بهجت_صابر_ميمز #لك #ميمز #مصر #عيد #ضحك #الاردن #السعودية #bahgat_saber,0,0,0,0,0,0,0,0,0,0
3,SG,7075134648984046850,1647308158, ,7053230684261172225,k.b💪,New I'd bio I will update later,0,False,https://m.tiktok.com/v/7075134648984046850.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075134648984046850&source=h5_m,2872292,0,1019,6242,24553,6481095060535380749,6481095060535380749,22,6481095060535380749,Main Titles,Charlie Clouser,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7ac011c6c4c84052a2a8e6bc5c3eee3e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aeaac8ce696f4970b69284c74f44675f,False,True,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
4,EG,7097607333139795206,1652540485,#duet with @omarelshayb2 خلصانه😂,263939527780556801,Jasmine Ebrahim,"👼🏾
Make videos for fun.
Singer - songwriter.
YouTuber - comedian.
My song⬇️",0,False,https://m.tiktok.com/v/7097607333139795206.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097607333139795206&source=h5_m,7700075,7221,3278,13190,231545,6907504199035259650,6907504199035259650,72,6907504199035259650,original sound - el_massri_aya (Contains music from: مهرجان بطلنا اللى يعطلنا - حسن البرنس),"Contains music from: ""مهرجان بطلنا اللى يعطلنا""",1.673301202091868e+17,Aya Fadwat,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6907504157855435522.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5909511e10cd05ffe08b9ad2f1f04fcc.json,False,False,حسن البرنس,مهرجان بطلنا اللى يعطلنا,original sound - el_massri_aya (Contains music from: مهرجان بطلنا اللى يعطلنا - حسن البرنس),"Contains music from: ""مهرجان بطلنا اللى يعطلنا""",[],0,0,Egypt,#duet,1,0,0,0,0,0,0,0,0,0
5,EG,7087683162796559622,1650229834,#foryoupage,120605580804640768,Dida Tamer,,0,False,https://m.tiktok.com/v/7087683162796559622.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087683162796559622&source=h5_m,1171061,153,191,1502,17164,7069799951865350918,7069799951865350918,72,7069799951865350918,original sound - mu.forart (Contains music from: البخت - Wegz),"Contains music from: ""البخت""",6.876921382274926e+18,mohamed ayman,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069799945208957702.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/847a267d6ad8641ba1064494eeea9b44.json,False,False,Wegz,البخت,original sound - mu.forart (Contains music from: البخت - Wegz),"Contains music from: ""البخت""",[],0,0,Egypt,#foryoupage,0,0,0,1,0,0,0,0,0,0
6,EG,7079398960204664070,1648301018,Reply to @adnanalzahrani1989 #ويجز #ويجز_wegz #wegz #teenawagdy 💜💚,6905490837363606533,teena,اللبس مستوحى من الشخصيه فقط وليس تقليد اعمى ✌🏻,0,False,https://m.tiktok.com/v/7079398960204664070.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079398960204664070&source=h5_m,6000155,671,245,849,108224,7079398936632462085,7079398936632462085,72,7079398936632462085,original sound - teena.wagdy,teena,6.905490837363607e+18,teena,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079398943121033990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5a30a3561cd609e7773a0f483ac9dc6a.json,False,False,,,,,[],0,0,Egypt,#ويجز #ويجز_wegz #wegz #teenawagdy,0,0,0,0,0,0,0,0,0,0
7,EG,7094125871333788933,1651729898,ممكن اكون معملتش اللي عليا زي ما مطلوب مني..ممكن اكون اهملت كتير و استهترت كتير..ممكن اكون ضيعت وقت كتير..لكن عندي يقين ان كل حاجه خير و ربنا مش بيعمل حاجه الا و ليها سبب♥️ ان شاء الله ربنا يجازينا علي قد التعب اللي تعبناه مش علي قد مذاكرتنا ♥️و علي قد رحمته الكبيره و كرمه الكبير♥️ادعولي السنه دي تكمل علي خير♥️نفس الساوند اول ما اخلص امتحانات ان شاء الله😂♥️.#fyp #senior #senioryear #seniors #classof2022 #ثانوية_عامة #ثانويه_ازهريه,6639826901727150086,Tasnem Nasef,"Senior 2022👩🏻‍🎓🤍✨
Never give up 💪🏻🤍✨",0,False,https://m.tiktok.com/v/7094125871333788933.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094125871333788933&source=h5_m,998983,902,338,361,46352,7057139438824311558,7057139438824311558,72,7057139438824311558,original sound - riuvna,RIUVNA,6.763300341792114e+18,RIUVNA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057139465952709381.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a419189fb9ce222faf9eec20ffaabd1e.json,False,False,,,,,[],0,0,Egypt,#fyp #senior #senioryear #seniors #classof2022 #ثانوية_عامة #ثانويه_ازهريه,0,0,0,0,1,0,0,0,0,0
0,EG,7096711854600310022,1652331994, ,7069681750491055109,1000-7 ?,فاضي,0,False,https://www.tiktok.com/@userokx9f7uwfo/video/7096711854600310022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096711854600310022&source=h5_m,12441232,4788,13230,22216,191886,7096711796757318406,7096711796757318406,72,7096711796757318406,original sound - userokx9f7uwfo,1000-7 ?,7.069681750491055e+18,1000-7 ?,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096711767694330629.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/92e5cba0f0f82b7c77e53bca46431036.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
1,EG,7102796169209859333,1653748606,اخر ناس نعمل علي الترند 😂💔#youssef_joe #يوسف_و_دنيا,7045653174250374149,🥀يوسف_و_دنيا🥀,"تعالوا انستا🔥👆
من تواضع لله رفعوا🤲🥺
Soon.500k🔥✌️",0,False,https://www.tiktok.com/@donia2240/video/7102796169209859333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102796169209859333&source=h5_m,1442429,698,347,2150,59645,7101299213598460677,7101299213598460677,72,7101299213598460677,original sound - omarozooo (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",6.682601295964128e+18,ابو  ضحكه جنان 😄,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101299209449523973.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c34677ef2b156209f2a53d203e904349.json,False,False,Rasheeda,Marry Me (feat. Toya Wright),original sound - omarozooo (Contains music from: Marry Me (feat. Toya Wright) - Rasheeda),"Contains music from: ""Marry Me (feat. Toya Wright)""",[],0,0,Egypt,#youssef_joe #يوسف_و_دنيا,0,0,0,0,0,0,0,0,0,0
2,SA,7076533727265852674,1647633903,ايش طلبكم دائمًا من ماك؟                                        #ماكدونالدز#اكسبلور,6884374946992309249,شيلا🌻,,0,False,https://www.tiktok.com/@i.w.m7/video/7076533727265852674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076533727265852674&source=h5_m,4999927,1004,1674,1560,128278,7076533718517041922,7076533718517041922,72,7076533718517041922,original sound - i.w.m7,شيلا🌻,6.884374946992309e+18,شيلا🌻,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7076533701949459201.mp3,,False,False,,,,,[],0,0,Egypt,#ماكدونالدز#اكسبلور,0,0,0,0,0,0,0,0,0,1
3,EG,7098271058104421638,1652695023,الترند علي طرقتي 🔥روحو شوفو اخر صوره علي الانستا 🤍,6739997715767821318,🎩الساحر🎩,"💨🤍محبوب مش مشهور 🤍💨  
    
  🕯تابعوني انستا🕯
   
        💚بحبكم💙",0,False,https://www.tiktok.com/@alaa_elsaher/video/7098271058104421638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098271058104421638&source=h5_m,18346625,9829,10731,90264,1494655,7092716579841985285,7092716579841985285,72,7092716579841985285,original sound - onent,ON Ent,6.574306891315397e+18,ON Ent,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092716585495857925.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3e52a06f7a75b0672579171c06f08ed2.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
4,AE,7100977770678799621,1653325226,#الراب #راب #egyptian_rap 🥰,6660598849122598918,ehab elfayed,,0,False,https://www.tiktok.com/@ehab__fayed/video/7100977770678799621?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100977770678799621&source=h5_m,3102513,733,638,1537,109153,7100977774898858757,7100977774898858757,72,7100977774898858757,original sound - ehab__fayed (Contains music from: Akwa Mix - Ahmed Mekky & Wegz),"Contains music from: ""Akwa Mix""",6.660598849122599e+18,ehab elfayed,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100977761606454021.mp3,,False,False,Ahmed Mekky & Wegz,Akwa Mix,original sound - ehab__fayed (Contains music from: Akwa Mix - Ahmed Mekky & Wegz),"Contains music from: ""Akwa Mix""",[],0,0,Egypt,#الراب #راب #egyptian_rap,0,0,0,0,0,0,0,0,0,0
5,EG,7102493754061229318,1653678194,لما مارلي وذاك يترجموا اغنيه 💙😅#fypシ,6815645066095674373,🔱 مارشميلووو 🔱,"🖤يا ولااااااااااااا 🖤 
انستا :marleyzakkk  فولو بسرعه ❤️
🙏Muslim🙏",0,False,https://www.tiktok.com/@marleyzakkk/video/7102493754061229318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102493754061229318&source=h5_m,2171839,1414,1281,10848,141512,6702013389662586881,6702013389662586881,10033,6702013389662586881,Carmina Burana: O fortuna,Seiji Ozawa,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c84501de27b74f989ff56056f5fbfea9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3c92b34f754c4715aafe593f64f6c7f5,False,True,,,,,[],0,0,Egypt,#fypシ,0,0,0,0,0,1,0,0,0,0
6,EG,7092724116721028358,1651403524,لما اي حد يشوفني في الشارع 😂❤️#selimsoly #soly #foryou #fyp #forfun,68075244837629952,Soly.y.y,𝓢𝓸𝓵𝔂,0,False,https://www.tiktok.com/@selimeltourk/video/7092724116721028358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092724116721028358&source=h5_m,4104916,496,294,4105,138197,7092724075570744070,7092724075570744070,72,7092724075570744070,original sound - selimeltourk,Soly.y.y,6.807524483762995e+16,Soly.y.y,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092724101734763270.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b2c7f86f661ae137f720d3203b0d13b9.json,False,False,,,,,[],0,0,Egypt,#selimsoly #soly #foryou #fyp #forfun,0,0,1,0,1,0,0,0,0,0
7,EG,7103515589217668358,1653916110,قال مش مبسوط قال😂,6862762639714436101,Heba.mabrok,,0,False,https://www.tiktok.com/@heba.mabrok3/video/7103515589217668358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103515589217668358&source=h5_m,273242,50,28,130,17404,7099499068627405570,7099499068627405570,72,7099499068627405570,original sound - theyassines,Salim&Nour,6.5652631415702e+18,Salim&Nour,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099499046804523778.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/278480e5000b47ce8d337db3dcc456cf.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
0,EG,7098298863710260486,1652701497,الناس بتتفرج علينا 😂,124196301184925696,Lilly Samy💋,"You seem lost follow me 💋 
Instagram: Lillysamyx, Dm me💓
Fashion Model🤍",0,False,https://www.tiktok.com/@yourfavlillyxox/video/7098298863710260486?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098298863710260486&source=h5_m,730104,244,181,448,67798,7073109627914734342,7073109627914734342,72,7073109627914734342,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",7.067948637422913e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073109636060121861.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1031314a1847df10f8c90d8b30fe633d.json,False,False,Blazy,Play,original sound - aboelsidproduction (Contains music from: Play - Blazy),"Contains music from: ""Play""",[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
1,AE,7101692138869525761,1653491553,مين عرفهم كلهم ؟ 😂😂 @rouneida_h @mohamad.ibraheem @__manal_3 @alhamwi94 @a7maddra #حامي_بارد #fyp #اكسبلور #السعودية #الجزائر #مصر #الاردن #الامارات,6965905027056927745,حامي بارد,"فريق حامي بارد
بنحبكم ❤️ 
Hamibared2021@gmail.com
يوتيوب ⬇️",0,False,https://www.tiktok.com/@hami_bared/video/7101692138869525761?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101692138869525761&source=h5_m,2423168,119,180,1869,83655,7101692115360533249,7101692115360533249,72,7101692115360533249,original sound - hami_bared,حامي بارد,6.965905027056928e+18,حامي بارد,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101692116199410434.mp3,,False,False,,,,,[],0,0,Egypt,#حامي_بارد #fyp #اكسبلور #السعودية #الجزائر #مصر #الاردن #الامارات,0,0,0,0,1,0,0,0,0,1
2,EG,7074919853517311237,1647258146,شيماء دي اكتر حد ادلع الفتره ال فاتت اعملولها منشن😂#ام_الخدود #كائن_النوتيلا✨ #دويتو #foryou #fyp #,6589381663129485317,كائن النوتيلا✨SOHILA✨,"artist 
✨كائن النوتيلا✨",0,False,https://www.tiktok.com/@sohilafarhat/video/7074919853517311237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074919853517311237&source=h5_m,38054296,12344,63126,270842,1388894,7042316254421502721,7042316254421502721,72,7042316254421502721,original sound - rami.jardali,®️🅰️Ⓜ️ℹ️,6.831623016696808e+18,®️🅰️Ⓜ️ℹ️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7042316243356945154.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7d02013897f4d5f0697efa7a189597ac.json,False,False,,,,,[],0,0,Egypt,#ام_الخدود #كائن_النوتيلا✨ #دويتو #foryou #fyp #,0,0,1,0,1,0,0,0,0,0
