,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_trending,hash_viral,hash_xyzbca
0,GB,7103204670314761477,1653843718,Ogres are like onions! End of story 🧅 #shrekmakeup #ogre #makeuptutorial #foryou #fyp,6620471936114966534,Ella Does Fx,"I like to paint my face 🤡 
Business: ella@wearekilpatrick.com",0,False,https://www.tiktok.com/@elladoesfx/video/7103204670314761477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103204670314761477&source=h5_m,163142,184,181,58,33582,6799622113029393157,6799622113029393157,72,6799622113029393157,original sound - argyllcrice (Contains music from: Detroit Pistons - Yanagi),"Contains music from: ""Detroit Pistons""",6.738466412006049e+18,Argyll C-Rice,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1660067419237398.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/616201f6aa61388d728b453733d0f53f.json,False,False,Yanagi,Detroit Pistons,original sound - argyllcrice (Contains music from: Detroit Pistons - Yanagi),"Contains music from: ""Detroit Pistons""",[],0,0,"Bonaire, Sint Eustatius and Saba",#shrekmakeup #ogre #makeuptutorial #foryou #fyp,0,1,0,0,1,0,0,0,0,0
1,DE,7098694486468889857,1652793607,🚙#fouyou #carwash,6748086027107795973,dk940,"hhhhh
wish everyone has a great life
and be happy everyday",0,False,https://www.tiktok.com/@dl940/video/7098694486468889857?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098694486468889857&source=h5_m,1372184,0,506,27,155637,7098694491153910529,7098694491153910529,72,7098694491153910529,original sound - dl940,dk940,6.748086027107796e+18,dk940,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098694477379947266.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fouyou #carwash,0,0,0,0,0,0,0,0,0,0
2,US,7073165110608710958,1646849587,For all cheese lovers around the World 🤤🧀 #fy #fyp #food #asmr,6977704388291445766,TheMysteriousChef,Get my knives👇🏻,0,False,https://www.tiktok.com/@themysteriouschef/video/7073165110608710958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073165110608710958&source=h5_m,32284183,10022,19236,22769,2515633,7073165076806634286,7073165076806634286,72,7073165076806634286,original sound - themysteriouschef,TheMysteriousChef,6.977704388291446e+18,TheMysteriousChef,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073165107643190062.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/1f247dc27c50f8280c258f17197585df.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fy #fyp #food #asmr,1,0,0,0,1,0,0,0,0,0
3,AU,7077801897742142722,1647929173,Unboxing a 49cc Dirt Bike #pitbike,6700734535816037382,Insert Richie,FOLLOW ME ON IG 👆,0,False,https://www.tiktok.com/@insertrichie/video/7077801897742142722?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077801897742142722&source=h5_m,31451135,7643,11133,19042,2778529,7077801898308356866,7077801898308356866,72,7077801898308356866,original sound - insertrichie,Insert Richie,6.700734535816037e+18,Insert Richie,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077801916062976769.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0ef29cd0daba9d265983f3ca4aba82de.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#pitbike,0,0,0,0,0,0,0,0,0,0
4,US,7077230160130379009,1647796054,#foryou #foryoupage #foodtiktok #fypシ,6774654016204440582,🟧Food⬛,FOOD hub 🤷🏿‍♂️,0,False,https://www.tiktok.com/@khaby.challenge/video/7077230160130379009?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077230160130379009&source=h5_m,27834209,18763,29860,51910,1943592,6927278997412546561,6927278997412546561,10033,6927278997412546561,The Search - Edit,NF,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fe015355343a47d69cb2daa938a384a7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9be5e9f2e162482a8317271ad7ed284d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1467432270', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#foryou #foryoupage #foodtiktok #fypシ,0,1,1,0,0,1,0,0,0,0
5,US,7094655207849757998,1651853140,Maple Habanero Pork Twists #porkbelly,6845703754008773637,Max The Meat Guy,"I live for cooking over fire
🔥
max@maxthemeatguy.com
👇 Recipes / Discounts👇",0,False,https://www.tiktok.com/@maxthemeatguy/video/7094655207849757998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094655207849757998&source=h5_m,7328305,949,6553,8141,474324,6822024723623315458,6822024723623315458,10033,6822024723623315458,Favorite,TroyBoi & Healthy Chill,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e6c7da9cd9a7439f96e885394890f151,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9fcf260704ff46c197cbd139a7a83f0e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1506098923', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#porkbelly,0,0,0,0,0,0,0,0,0,0
6,CA,7101745751461596422,1653504036,"@hovakj back with more soya sauce content, how do I get sponsored by China Lilly? #inui #inuk #indigenous #native #traditional #rawmeat #raw #meat #fyp #fypシ #foryou #forupage #foryoupage #foru #xy #xyzbca #xyzbca #xyzcba #xybca #mom #son #mukbang #mukbangeatingshow",6615613623233003525,Braden,"🇨🇦🍁🇨🇦
Indigenous. Inuit.
Ex addict. Current Advocate.",0,False,https://www.tiktok.com/@kadlun/video/7101745751461596422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101745751461596422&source=h5_m,1332928,757,232,204,92789,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#inui #inuk #indigenous #native #traditional #rawmeat #raw #meat #fyp #fypシ #foryou #forupage #foryoupage #foru #xy #xyzbca #xyzbca #xyzcba #xybca #mom #son #mukbang #mukbangeatingshow,0,1,1,0,1,1,0,0,0,2
7,NG,7102798655823875334,1653749185, ,7070796250450543621,movie series,https://o2tvseries.com/,0,False,https://www.tiktok.com/@believ582/video/7102798655823875334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102798655823875334&source=h5_m,848620,237,4589,1218,46978,6709401202964039682,6709401202964039682,10033,6709401202964039682,Bella ciao - HUGEL Remix Extended,El Profesor,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2be91b474a9c45128f73bc0977d31d34,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4bba38984ffa459abd5d203ed846fe0f,True,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
0,US,7099659348460277034,1653018257,this is so weird help,7053517482560947247,Angelo Bahu,"Yonutz😊
pls don’t click my insta😧😧
YoangeloloMGMT@gmail.com",0,False,https://www.tiktok.com/@yoangelolo/video/7099659348460277034?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099659348460277034&source=h5_m,736192,467,44,76,64279,7080960633952373510,7080960633952373510,72,7080960633952373510,AARYAN SHAH RENEGADE SLOWED BY LUCZYFER (Contains music from: Beat Efeito Clareza Viral TikTok - DJ Efeito Clareza & Pointhits),"Contains music from: ""Beat Efeito Clareza Viral TikTok""",6.856971798837724e+18,ᴢ ᴇ ʟ ᴀ ʟ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080960638717610757.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/888b4db7b082ce85d33da0c32783d45c.json,False,False,DJ Efeito Clareza & Pointhits,Beat Efeito Clareza Viral TikTok,AARYAN SHAH RENEGADE SLOWED BY LUCZYFER (Contains music from: Beat Efeito Clareza Viral TikTok - DJ Efeito Clareza & Pointhits),"Contains music from: ""Beat Efeito Clareza Viral TikTok""",[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
1,US,7081068202373172526,1648689669,Maybe next time #fyp,126884889555091456,Steven🇵🇷,"PO BOX 1787 Dunnellon FL 34430
Business inquiries - Kodasteven@repulseagency.com",0,False,https://www.tiktok.com/@kodasteven/video/7081068202373172526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081068202373172526&source=h5_m,29833315,56289,93985,28773,6354288,7081068203065068330,7081068203065068330,72,7081068203065068330,original sound - kodasteven,Steven🇵🇷,1.2688488955509146e+17,Steven🇵🇷,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081068228176366379.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/79b289e1059696c2a7b2b358de063f46.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp,0,0,0,0,1,0,0,0,0,0
2,US,7082831706457148714,1649100266,Hello Taffy Spring! 👋 #taffypull #taffypuller #candymaking,6864643195684488197,Hammond’s Candies,"Use code TIKTOK for 15% off your purchase!
Making candy in Denver, CO Since 1920",0,False,https://www.tiktok.com/@hammondscandies/video/7082831706457148714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082831706457148714&source=h5_m,45530771,5928,6743,10291,1537945,6795407744489752577,6795407744489752577,10033,6795407744489752577,Just a Cloud Away,Pharrell Williams,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a9dc60e62f334229af15a0b1650029ff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/988a63de74c749a8907746e2d8e4b798,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#taffypull #taffypuller #candymaking,0,0,0,0,0,0,0,0,0,0
3,US,7092437545232960811,1651336799,I like milk,7020473118821975046,Nick Smithyman 😁,"Better content on my YT ⤴️
Biz: NickSmithyMgmt@outlook.com
⬇️ New video ⬇️",0,False,https://www.tiktok.com/@nickbuthappy/video/7092437545232960811?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092437545232960811&source=h5_m,10413822,6880,2269,7450,1329811,7087642027185179397,7087642027185179397,72,7087642027185179397,original sound - jayfujiwara,English with Jay,6.603403338271228e+18,English with Jay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087642034252598021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/24a8fb7093e475d4b9861821adb488c2.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
4,CA,7102837230984547590,1653758166,When you see it! 🤯😍,6946566218519643141,The Shaba Kitchen,"Join us in our kitchen for daily recipes, food hacks, and more 🔥",0,False,https://www.tiktok.com/@theshabakitchen/video/7102837230984547590?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102837230984547590&source=h5_m,2048390,2121,2293,8,137506,7102837271166012166,7102837271166012166,72,7102837271166012166,original sound - theshabakitchen,The Shaba Kitchen,6.946566218519643e+18,The Shaba Kitchen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102837295627832069.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
5,US,7091903095004892462,1651212365,#fyp #cat #catlitter,7090812514855257131,Cat smile,"Share the daily life of cat smile every day
Thanks for tiktok platform",0,False,https://www.tiktok.com/@catsmile001/video/7091903095004892462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091903095004892462&source=h5_m,40105010,12977,20350,12629,1419580,7091902995348130606,7091902995348130606,72,7091902995348130606,original sound - catsmile001,Cat smile,7.090812514855257e+18,Cat smile,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091903065120410410.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e16b00e3563250789743436694762ef6.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #cat #catlitter,0,0,0,0,1,0,0,0,0,0
6,ES,7103286563672526086,1653862785, ,54086091175112704,Benji Krol,"hi :D
insta: @benjikrol
business email - biz@krolbenji.com",0,False,https://www.tiktok.com/@benjikrol/video/7103286563672526086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103286563672526086&source=h5_m,521213,742,78,254,70429,7094638505443248902,7094638505443248902,72,7094638505443248902,original sound - qrantfilms,katie,7.047207209532556e+18,katie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094638518651063045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/97d803bffcd45160603c1edf30499740.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
7,US,7103364532327927086,1653880937, ,6675154194996986886,Robert Martinez,"YouTube: robert martinez↖️
👻: r_martinez2423
✉️: robertmartinezLLC@gmail.com",0,False,https://www.tiktok.com/@robertmart1nez/video/7103364532327927086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103364532327927086&source=h5_m,94981,31,4,6,11204,7103364497913662254,7103364497913662254,72,7103364497913662254,original sound - robertmart1nez,Robert Martinez,6.675154194996987e+18,Robert Martinez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103364532764085038.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
0,US,7091082741441219883,1651021359,IT MAKES IT X2 FUNNIER I SWEAR 😭 #fypsounds #edwardcenteno #Totinos425 #viralvid,6986456655152710661,🤍,"secret account
basically a venting account🤍",0,False,https://m.tiktok.com/v/7091082741441219883.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091082741441219883&source=h5_m,10237905,159503,62097,558,2327177,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#fypsounds #edwardcenteno #Totinos425 #viralvid,0,0,0,0,0,0,0,0,0,0
1,DE,7086054839158983941,1649850710,I’m not the type to call you back Tomorrow,6955334556439282693,MOMO👦🏽,"HEY :) 
THANK YOU 
SO MUCH 
FOR FOLLOWING ME 
I’M CLOSE 2M 🤝",0,False,https://m.tiktok.com/v/7086054839158983941.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086054839158983941&source=h5_m,13479570,39040,28980,540,1502506,6805262388804242178,6805262388804242178,24,6805262388804242178,"original sound - saidatinguinoo_ (Contains music from: Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix] - Ty Dolla $ign)","Contains music from: ""Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]""",6.57083997508354e+18,Sai Datinguinoo,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1661445847077921.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3208145d55671a121c732319ec286b8e.json,False,False,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]","original sound - saidatinguinoo_ (Contains music from: Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix] - Ty Dolla $ign)","Contains music from: ""Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]""",[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
2,US,7072844869231725866,1646775024,it took my whole life to figure this out #fyp,6850281239817438213,kayla,"y’all literally-
i love my k bears 🐻
business:kaylamalecc@gmail.com
new vid⬇️",0,False,https://m.tiktok.com/v/7072844869231725866.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072844869231725866&source=h5_m,17402854,17868,4320,10815,3253939,7072844854518090539,7072844854518090539,72,7072844854518090539,original sound - kaylamalecc,kayla,6.850281239817438e+18,kayla,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072844878048168747.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/59ee1c1009681b3f41cda9e8155088c0.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp,0,0,0,0,1,0,0,0,0,0
3,CA,7078080488677641473,1647994039,How to make candy grapes #LearnOnTikTok #JollyRanchers #CookingWithKids #NerdsCandy #KidRecipes #MomsOfTikTok,6612309441142734853,Ong Squad,"Welcome to #MomTok
🇨🇦 Mom x 5
Ongsquad@ttpmtalent.com",0,False,https://m.tiktok.com/v/7078080488677641473.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078080488677641473&source=h5_m,7933214,3096,2922,8580,910349,7078080523432037122,7078080523432037122,72,7078080523432037122,original sound - ongsquad,Ong Squad,6.612309441142735e+18,Ong Squad,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078080471267035905.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/246075a5763cd89cadb0a07e0f02c069.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#LearnOnTikTok #JollyRanchers #CookingWithKids #NerdsCandy #KidRecipes #MomsOfTikTok,0,0,0,0,0,0,0,0,0,0
4,US,7097298038003223850,1652468472,@sudslab Soap on X Games Mode #autodetailing #thecleaner #stayclean #fyp #foamcannon #foamtownusa #sudslab,6691222849808974853,Jamie The Cleaner,I review car soap,0,False,https://m.tiktok.com/v/7097298038003223850.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097298038003223850&source=h5_m,823753,189,229,175,12756,7097298012707506990,7097298012707506990,72,7097298012707506990,original sound - jamiethecleaner,Jamie The Cleaner,6.691222849808975e+18,Jamie The Cleaner,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097298031187430187.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#autodetailing #thecleaner #stayclean #fyp #foamcannon #foamtownusa #sudslab,0,0,0,0,1,0,0,0,0,0
5,US,7103237731010071850,1653851414,We go where Dad goes!!! ⚔️ Lincoln sliding at the end 🤣😂🤣,6585128765273686022,Noah & Lincoln,"😌 Noah the senior dog 
🤪 Lincoln the young dog 
noahandlincoln@gmail.com",0,False,https://m.tiktok.com/v/7103237731010071850.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103237731010071850&source=h5_m,804488,901,934,365,90679,6985974551570024450,6985974551570024450,10033,6985974551570024450,Johnny B. Goode - Remastered,Chuck Berry,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9cf7144434f447d9e4f1b7e283a9df7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/96dc3da9c805417a9ff56e1b5ac86c53,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
6,US,7079902146803682602,1648418176,#duet with @evannagao GUYS..,6753297549158040582,Angelo Aguirre,"killuaxkenshin 🥷🏾
angel2bizz@gmail.com
$Yoyos ↓",0,False,https://m.tiktok.com/v/7079902146803682602.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079902146803682602&source=h5_m,18153513,21899,42332,8107,3008860,6978420298215327746,6978420298215327746,10033,6978420298215327746,Super Smash Bros Brawl Drill Beat (Life Ain't Fair),Shae O.T,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6fe3f06a9d1c408dba92ee4073ff583d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/52182f55d40d40ada505b70fc89e19fa,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1574075616', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#duet,0,0,0,0,0,0,0,0,0,0
