,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_goviral,hash_tiktok,hash_trending,hash_viral
0,ES,7086024584486571270,1649843666,"Responder a @renteriaelisa Gracias por opinar, a seguir luchando.",7058003470980629510,LatifaQueen,Dis bube guial na demasiado 💃💃👌🥰 🇬🇶🇬🇶.,0,False,https://www.tiktok.com/@latifaquee21/video/7086024584486571270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086024584486571270&source=h5_m,66216,146,30,87,2704,7086024570267798277,7086024570267798277,72,7086024570267798277,original sound - latifaquee21,LatifaQueen,7.05800347098063e+18,LatifaQueen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086024548982377221.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
1,US,7101757791081254190,1653506838,When I try to get his attention… @nickychampa,6676444377277023237,Pierre,🧸coucou🥺❤️,0,False,https://www.tiktok.com/@itspierreboo/video/7101757791081254190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101757791081254190&source=h5_m,4846537,1312,1151,1147,639246,7072167424199723777,7072167424199723777,24,7072167424199723777,original sound - buqicrew_official (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",6.575710664488354e+18,buqicrew_official,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072167398815714050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a5ef2e16f5acdfe37db3fda872370ffa.json,False,False,Home Free,Sea Shanty Medley,original sound - buqicrew_official (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
2,US,7101375693371559173,1653417875,The #incredible #technical feats of #JamesCameron’s #Avatar 🦋,6816655365108204549,Argo,"🎥 The Home of Short Film 🎥 
New Short Film Streaming Platform",0,False,https://www.tiktok.com/@watch.argo/video/7101375693371559173?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101375693371559173&source=h5_m,6091704,2377,5492,79,840065,7101375692205591301,7101375692205591301,72,7101375692205591301,original sound - watch.argo,Argo,6.816655365108205e+18,Argo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101375697217719046.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#incredible #technical #JamesCameron’s #Avatar,0,0,0,0,0,0,0,0,0,0
3,US,7087216037644569898,1650121073,Porn changes your personality in scary ways. #cornaddiction #drtrishleigh #personalitycheck #nofap #nofapmotivation #fab #addictionrecovery #addiction,6847184241832756230,drtrishleigh,Cognitive Neuroscientist & Porn Addiction Specialist,0,False,https://www.tiktok.com/@drtrishleigh/video/7087216037644569898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087216037644569898&source=h5_m,3759252,4239,6157,26407,151314,7086428581412342571,7086428581412342571,72,7086428581412342571,original sound - drtrishleigh,drtrishleigh,6.847184241832756e+18,drtrishleigh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086445078499085102.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#cornaddiction #drtrishleigh #personalitycheck #nofap #nofapmotivation #fab #addictionrecovery #addiction,0,0,0,0,0,0,0,0,0,0
4,US,7076145439862459691,1647543498,Fact I#lol,14605765,Neverfitin,"Life is temporary, love the shit out 
Of those who ❤️ you.
SELF SUFFICIENT.✅🇭🇹",0,False,https://www.tiktok.com/@haitianflower/video/7076145439862459691?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076145439862459691&source=h5_m,3060040,106,154,679,47749,7038961045570259713,7038961045570259713,24,7038961045570259713,original sound - minh_9388 (Contains music from: 这是什么 - 创作灵感),"Contains music from: ""这是什么""",6.942467852557354e+18,Minh_9388,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7038961043497814786.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3aa9f7066500cae70352f68460d49c75.json,False,False,创作灵感,这是什么,original sound - minh_9388 (Contains music from: 这是什么 - 创作灵感),"Contains music from: ""这是什么""",[],0,0,Equatorial Guinea,#lol,0,0,0,0,0,0,0,0,0,0
5,CF,7102503991086468358,1653680578,Flavour Nabiana est arrivé à Bangui #diaspora #diasporamagazine #herveserefiodiaspora #tiktokbangui #tiktok #Centrafrique @flavourofafrica @ijele_the_traveler @2nite..flavour,6989998780569601029,Diasporamagazine236,"Divertir, s'amuser, un autre regard sur le monde à travers les images",0,False,https://www.tiktok.com/@diasporadediaspora/video/7102503991086468358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102503991086468358&source=h5_m,85571,20,77,453,2077,7021718346869508098,7021718346869508098,10036,7021718346869508098,"Egedege (feat. Theresa Onuorah, Flavour & Phyno)",Larry Gaga,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/77b96e0685b14f4dbb172102dd64c3ce,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ff898bd242e14f7ba0728dfc08ecf46c,False,True,,,,,[],0,0,Equatorial Guinea,#diaspora #diasporamagazine #herveserefiodiaspora #tiktokbangui #tiktok #Centrafrique,0,0,0,0,0,0,0,1,0,0
6,RO,7097889041697344773,1652606077,Can I stay here forever #Maldives #Summer #luxurytravel #luxuryhotels #travel #villa #beautifuldestinations #hotel,6762907529895871494,Florina Toma,Luxury Travel & Lifestyle,0,False,https://www.tiktok.com/@florina_toma/video/7097889041697344773?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097889041697344773&source=h5_m,3291302,2314,6992,5870,233119,7074914129001155329,7074914129001155329,72,7074914129001155329,original sound - danielbarrrington,Daniel Barrington,6.763770874023577e+18,Daniel Barrington,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074914130565860098.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5ec77e577938fc9c87bd307b6a63be30.json,False,False,,,,,[],0,0,Equatorial Guinea,#Maldives #Summer #luxurytravel #luxuryhotels #travel #villa #beautifuldestinations #hotel,0,0,0,0,0,0,0,0,0,0
7,ES,7075987637126827269,1647506758,@assanedieye22 #🇪🇸❤️🇸🇳 #humor #risa #jajaja #cosasdematrimonio #amor #blackandwitelovers #parejainterracial #emocion,6727366750231577606,Aicha Dieye,Me encanta pasar tiempo con mi familia haciendo vídeos y disfrutando ❤️❤️❤️❤️,0,False,https://www.tiktok.com/@aichadieye/video/7075987637126827269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075987637126827269&source=h5_m,36900786,26091,89239,149126,1829192,7049279557328849670,7049279557328849670,72,7049279557328849670,original sound - costantinozarrillo (Contains music from: Unstoppable - Sia),"Contains music from: ""Unstoppable""",7.00448332096073e+18,costantinozarrillo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049279572940163845.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c8e71fcfcf017a6a2d56c5bf979ba7f8.json,False,False,Sia,Unstoppable,original sound - costantinozarrillo (Contains music from: Unstoppable - Sia),"Contains music from: ""Unstoppable""",[],0,0,Equatorial Guinea,#🇪🇸❤️🇸🇳 #humor #risa #jajaja #cosasdematrimonio #amor #blackandwitelovers #parejainterracial #emocion,0,0,0,0,0,0,0,0,0,0
0,GB,7096589042023795974,1652303397,"“Since the day you treated me like a younger sister and not a fan nor junior colleague, I knew I’ll love you for ever” - #TontoDikeh pens a heartwarming message to #GenevieveNneji. The #Nollywood star actress posted a video of her painting on her #instastory, a day after deleting all her photos and video that got her fans worried and captioned it “#mindfulness”.",6884226065166844934,Africanglitz,We’ve got you covered with trending African Entertainment stories!,0,False,https://www.tiktok.com/@africanglitz/video/7096589042023795974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096589042023795974&source=h5_m,881539,119,115,697,23291,6774251399065634817,6774251399065634817,10036,6774251399065634817,UNDERWATER WONDERSCAPES (MASTER),Frederic Bernard,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6e54ed3b4b9b4411b17db0e265bef0fc,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/017a8dddff71448d8b1442787c810602,False,True,,,,,[],0,0,Equatorial Guinea,"#TontoDikeh #GenevieveNneji. #Nollywood #instastory, #mindfulness”.",0,0,0,0,0,0,0,0,0,0
1,US,7091112964350086446,1651028396,My name is Pingping. I'm 29 years old. I can't grow up because of illness! My family is willing to call me baby 👶,7031098740694647813,babyfly1987,,0,False,https://www.tiktok.com/@babyfly1987/video/7091112964350086446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091112964350086446&source=h5_m,10237959,6523,8679,21608,361266,7091112938597124910,7091112938597124910,72,7091112938597124910,original sound - babyfly1987 (Contains music from: 穿越时空的思念 - 斌杨Remix),"Contains music from: ""穿越时空的思念""",7.031098740694648e+18,babyfly1987,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091112959375706923.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e066f5f733099a882a9e0f11359a6a0c.json,False,False,斌杨Remix,穿越时空的思念,original sound - babyfly1987 (Contains music from: 穿越时空的思念 - 斌杨Remix),"Contains music from: ""穿越时空的思念""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
2,GH,7099793037282299142,1653049385,#fyp #goviral #learntiktok #bulletgym #Sqautmotivation #sendgift,6845594314283910150,Coach Appara,"Gym instructor. Body building,Powerlifting.☮️❤️",0,False,https://www.tiktok.com/@chiqy09/video/7099793037282299142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099793037282299142&source=h5_m,4107699,1114,2161,9791,135173,7099793011253218054,7099793011253218054,72,7099793011253218054,original sound - chiqy09,Coach Appara,6.84559431428391e+18,Coach Appara,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099793023399840518.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b6995224fc68ca3724acf41e1e229dfe.json,False,False,,,,,[],0,0,Equatorial Guinea,#fyp #goviral #learntiktok #bulletgym #Sqautmotivation #sendgift,0,0,0,0,1,0,1,0,0,0
3,NG,7101626543838891269,1653476282,@‘Modola #fyp #viral  #brainjotter #funny carry me dey go,6810285179828945926,Chukwuebuka,All my craze are on youtube. Kindly subscribe if u laughed🙏 see link below,0,False,https://www.tiktok.com/@brainjotter/video/7101626543838891269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101626543838891269&source=h5_m,2863955,6383,10003,67806,291697,7101626512021392134,7101626512021392134,72,7101626512021392134,original sound - brainjotter,Chukwuebuka,6.810285179828946e+18,Chukwuebuka,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101625613772917509.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1358acd9090070dfbe2f572a5dd5da39.json,False,False,,,,,[],0,0,Equatorial Guinea,#fyp #viral #brainjotter #funny,0,0,1,0,1,0,0,0,0,1
4,DE,7099407855597489413,1652959704,Same outfit 3 ways. What’s your favorite ? #outfitideas #styletips #howtowear,6984752404084327429,chriena,"Collab: management@chriena.com
👚👠Daily Outfit Inspo 👛❤️
 🛍Shop my Outfits💳",0,False,https://www.tiktok.com/@chriena/video/7099407855597489413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099407855597489413&source=h5_m,2925295,138,201,219,61264,7092419173975853867,7092419173975853867,72,7092419173975853867,PUFFIN ON ZOOTIEZ (Contains music from: PUFFIN ON ZOOTIEZ - Future),"Contains music from: ""PUFFIN ON ZOOTIEZ""",6.844524242576033e+18,nick,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092419194788301614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d44b707437fceab12608c74fea06ad49.json,False,False,Future,PUFFIN ON ZOOTIEZ,PUFFIN ON ZOOTIEZ (Contains music from: PUFFIN ON ZOOTIEZ - Future),"Contains music from: ""PUFFIN ON ZOOTIEZ""",[],0,0,Equatorial Guinea,#outfitideas #styletips #howtowear,0,0,0,0,0,0,0,0,0,0
5,US,7091925594933349674,1651217606,"Drills, drills, drills 🙌🫠 #fyp #foryou #foryoupage #oritahiti #faarapu #drills #practice #quads @tahititamure",6799268912808264709,Atalina Marie Leapai,"Ori Tahiti 🌺 Personal Trainer 
Insta: @squataaa_ 🤗
📧 atalinaleapai@gmail.com",0,False,https://www.tiktok.com/@atalinamarie/video/7091925594933349674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091925594933349674&source=h5_m,10470734,13554,52866,41812,462393,6886039883240982529,6886039883240982529,10033,6886039883240982529,Otea ravaai,Tahiti Ora,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/447f74e06c904e848e554b2bd554b6a1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/72f0106067f346d7aeb9454460cbebb5,False,True,,,,,[],0,0,Equatorial Guinea,#fyp #foryou #foryoupage #oritahiti #faarapu #drills #practice #quads,1,1,0,0,1,0,0,0,0,0
6,US,7101522548591955205,1653452071, ,7052325250487600133,shirleybaby320,,0,False,https://www.tiktok.com/@shirleybaby320/video/7101522548591955205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101522548591955205&source=h5_m,4533772,3609,6113,7169,116571,6919898048743475970,6919898048743475970,72,6919898048743475970,original sound - pson51,user1289896260406,6.919768395653055e+18,user1289896260406,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6919898012953119489.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1d5fd775edbf5f9fa4ddd1e86022ed66.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
7,NG,7103181209395629318,1653838255,#naijacomedy #nigerianchallenge #nigeriantiktokcomedy #naijamusic #tiktok_naija #nigeriachallenge,6952846803734725638,Ogbonna Buchi kingsley,#ThisLifeNoBalance Dm on IG for promotions,0,False,https://www.tiktok.com/@doctall_kingsley/video/7103181209395629318?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103181209395629318&source=h5_m,293294,387,3108,14657,30581,7103181204756646661,7103181204756646661,72,7103181204756646661,original sound - doctall_kingsley (Contains music from: Folake finesse(The reply) - Harri Best),"Contains music from: ""Folake finesse(The reply)""",6.952846803734726e+18,Ogbonna Buchi kingsley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103181207751379718.mp3,,False,False,Harri Best,Folake finesse(The reply),original sound - doctall_kingsley (Contains music from: Folake finesse(The reply) - Harri Best),"Contains music from: ""Folake finesse(The reply)""",[],0,0,Equatorial Guinea,#naijacomedy #nigerianchallenge #nigeriantiktokcomedy #naijamusic #tiktok_naija #nigeriachallenge,0,0,0,0,0,0,0,0,0,0
0,JM,7101301293511118085,1653400553,Omggg😭 she’s so sweet😩 #nickiminaj #barbz #foryou #fy #fyp,6872536489235973121,Nicki Minaj 💕,reminder: you are stunning ♡,0,False,https://www.tiktok.com/@itsminajj/video/7101301293511118085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101301293511118085&source=h5_m,1437832,111,81,1855,54831,7101301262926334725,7101301262926334725,72,7101301262926334725,original sound - itsminajj,Nicki Minaj 💕,6.872536489235973e+18,Nicki Minaj 💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101301271307143941.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#nickiminaj #barbz #foryou #fy #fyp,1,0,0,1,1,0,0,0,0,0
1,TZ,7093135180990336261,1651499232,😂😂,6814354674399151110,Caren Mihayo,,0,False,https://www.tiktok.com/@carenmihayo/video/7093135180990336261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093135180990336261&source=h5_m,7493515,10460,8790,70715,628692,7093135168373836550,7093135168373836550,72,7093135168373836550,original sound - carenmihayo (Contains music from: Bue - Syp),"Contains music from: ""Bue""",6.814354674399151e+18,Caren Mihayo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093135170219281157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f8c2a35c19760aade6ccd8a46d237741.json,False,False,Syp,Bue,original sound - carenmihayo (Contains music from: Bue - Syp),"Contains music from: ""Bue""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
2,NG,7103429597097643269,1653896090,The Truth About Oscar Browns Passing. Everything To Know. Part 1 #thetruthaboutoscarbrown #oscarbrownthetruth  #oscarbrownsfinalmoment,7101595040166446086,True Crime Daniel,"This Is Our New Account 
Old Account Suspended
Follow Us Here 🙏 To Stay Updated",0,False,https://www.tiktok.com/@true_crime_daniel/video/7103429597097643269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103429597097643269&source=h5_m,1383275,917,978,4461,89839,6841255111478478849,6841255111478478849,10033,6841255111478478849,Sad Emotional Piano,DS Productions,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bb742665754a4cdcb2f92d774a7e4fac,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a79029b4930049888944c5bc5fecc263,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1519846562', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#thetruthaboutoscarbrown #oscarbrownthetruth #oscarbrownsfinalmoment,0,0,0,0,0,0,0,0,0,0
3,GH,7085372311611706629,1649691797,Can you watch without laughing duet and let's see #fypシ #foryoupage #duet #share #🤪🤪🤪🤪 #🏃🏃🏃,6961479294358930438,Mr Emmanuel Afful,"#Flybebe1981 #USA 🇬🇭, #YouTube flybebe1981, #Instagram Michaelafful8 👌🥰💘",0,False,https://www.tiktok.com/@flybebe1981/video/7085372311611706629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085372311611706629&source=h5_m,30104876,13526,80809,379987,2052395,7085372302354942725,7085372302354942725,72,7085372302354942725,original sound - flybebe1981,Mr Emmanuel Afful,6.96147929435893e+18,Mr Emmanuel Afful,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085372326224661253.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c4439528fff8d9f4b88e7a0b463efbcb.json,False,False,,,,,[],0,0,Equatorial Guinea,#fypシ #foryoupage #duet #share #🤪🤪🤪🤪 #🏃🏃🏃,0,1,0,0,0,1,0,0,0,0
4,TZ,7097473625363680517,1652509358,#fyp #viral #dj #dualipa #an_twann #southafrica @Dua Lipa @PRO-TEE RELOADED,312339420681011200,Anthony,"Please,🧎🏾 have a seat🪑
Ig: an_twann
For fun🤡",0,False,https://www.tiktok.com/@an_twann/video/7097473625363680517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097473625363680517&source=h5_m,10600062,5332,7172,45031,1409927,7059683669731969794,7059683669731969794,72,7059683669731969794,original sound - proteereloaded,PRO-TEE RELOADED,6.823489182276863e+18,PRO-TEE RELOADED,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7059683671049014017.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ee3c80eb8d912850c4d1f1d701c5183.json,False,False,,,,,[],0,0,Equatorial Guinea,#fyp #viral #dj #dualipa #an_twann #southafrica,0,0,0,0,1,0,0,0,0,1
5,NG,7099887735015509253,1653071433,Reply to @ifeoluwayetunde2 You asked for it 🤣🤣 @greatvado come and see o 🤣🤣 #keykiller #idol #nigeriaidol2022 #viral #trending #fyp #foryou #foryoupage #goviral #nigeriancomedy,6811172483435283462,Akin Adewole Keykiller,"Full time Entertainer
Actor
Keykiller😂
Click link to watch my movie IB(Evil)",0,False,https://www.tiktok.com/@peterlee_akinadewole/video/7099887735015509253?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099887735015509253&source=h5_m,1221886,2234,7056,28530,94423,7099887751138396933,7099887751138396933,72,7099887751138396933,original sound - peterlee_akinadewole,Akin Adewole Keykiller,6.811172483435283e+18,Akin Adewole Keykiller,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099887730905189125.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ba73f6b6d8ccc12336a4bf4a3ca10efb.json,False,False,,,,,[],0,0,Equatorial Guinea,#keykiller #idol #nigeriaidol2022 #viral #trending #fyp #foryou #foryoupage #goviral #nigeriancomedy,1,1,0,0,1,0,1,0,1,1
