,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_explore,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
6,LB,7101823931006455042,1653522242,#abo_wz7 #explore #explore #explore #explore,6975502746230440961,💙𝐻𝑂𝑈𝑆𝑆𝐴𝑀 🥺,"80k 🧿🧿
 𝐌𝐀𝐘 𝐁𝐄 𝐈𝐍 𝐈𝐒𝐎𝐋𝐀𝐓𝐈𝐎𝐍 
 𝐀 𝐁𝐄𝐀𝐔𝐓𝐈𝐅𝐔𝐋 𝐋𝐈𝐅𝐄🖤",0,False,https://www.tiktok.com/@abo_wz7/video/7101823931006455042?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101823931006455042&source=h5_m,1169003,585,918,9147,71450,7101823900509588226,7101823900509588226,72,7101823900509588226,original sound - abo_wz7,💙𝐻𝑂𝑈𝑆𝑆𝐴𝑀 🥺,6.975502746230441e+18,💙𝐻𝑂𝑈𝑆𝑆𝐴𝑀 🥺,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101823800806755074.mp3,,False,False,,,,,[],0,0,Iraq,#abo_wz7 #explore #explore #explore #explore,4,0,0,0,0,0,0,0,0,0
7,PK,7072996368633138459,1646810298, ,6769963763124126725,shahrukh86786,"Youtube Pay Ao
       👇🏻
https://youtube.com/channel/UCNC6AwM4RHb6yRVWMEA4xVw",0,False,https://www.tiktok.com/@chhotking/video/7072996368633138459?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072996368633138459&source=h5_m,3089009,2123,332,1423,114406,6734865467313294081,6734865467313294081,24,6734865467313294081,original sound - surajkumar7759srk,chhota shahrukh,6.639106473359491e+18,chhota shahrukh,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1644258057950241.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2df5840643d4945ae9b33a74d14f64b3.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
0,IQ,7103213848877993218,1653845854,Mrdmmmmmmmmm,6901958574043415558,Shwana.story,"Kurdstan 
پێکەنین رۆژانە snap 👉😬shwana_viner
Age:24 

UN📚/👨‍⚕️👨‍⚕️👨‍⚕️",0,False,https://www.tiktok.com/@shwana.story/video/7103213848877993218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103213848877993218&source=h5_m,262911,406,1220,2435,11724,7103213827105704706,7103213827105704706,72,7103213827105704706,original sound - shwana.story,Shwana.story,6.901958574043416e+18,Shwana.story,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103213827084585730.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,JO,7084621116681030913,1649516896,حلويات رمضان الخفيفة ❤️🤝,6746779588552655878,Hatem Ghannam,"For AD hatemghannam777@gmail.com
Follow My SnapChat for Restaurants Discount👇🏻",0,False,https://www.tiktok.com/@jfe_hatem/video/7084621116681030913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084621116681030913&source=h5_m,7270180,5934,3705,7630,216749,6974408027235420162,6974408027235420162,10033,6974408027235420162,بطوني جوعان,مرح كي جي,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7396eaa71dae43da826878059952d374,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d7199875404d4cb2b896fc2575e0fed6,False,True,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
2,GB,7091330915590229254,1651079143,🥶iconic el Clasico match,7019403811237102598,Cr7goatnaldo,"ronaldo🐐
🎯300k🎯
Member of cristiano.team🤩💪
Thnx for 200k🤩🐐",0,False,https://www.tiktok.com/@fullyronny/video/7091330915590229254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091330915590229254&source=h5_m,8587742,4364,4171,432,548300,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,IT,7097887833414749446,1652605796,#life #fyp #foryou #foryoupage,7074550108650439686,dreaminghouse,"👇👇Purchase channel, Free shipping 👇👇",0,False,https://www.tiktok.com/@dreaminghouse168/video/7097887833414749446?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097887833414749446&source=h5_m,10972567,3246,1233,6610,441675,7097887857364224773,7097887857364224773,72,7097887857364224773,original sound - dreaminghouse168,dreaminghouse,7.07455010865044e+18,dreaminghouse,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097887836203993861.mp3,,False,False,,,,,[],0,0,Iraq,#life #fyp #foryou #foryoupage,0,1,1,0,1,0,0,0,0,0
4,IQ,7099348948208422146,1652945987,#عباره_للفيديو🙂💔,6934013672902198278,⁽♔₎┋أڪــتأبَ ┋:,"عن اي حياة تتحدثون ونحن عشقنا الموت في سن المراهقه
.
الفيديوهات بدقه عاليه 👇",0,False,https://www.tiktok.com/@1a.r.3/video/7099348948208422146?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099348948208422146&source=h5_m,2431731,3311,5926,21734,239845,7099348918999337729,7099348918999337729,72,7099348918999337729,original sound - 1a.r.3,⁽♔₎┋أڪــتأبَ ┋:,6.934013672902198e+18,⁽♔₎┋أڪــتأبَ ┋:,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099348924703460098.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c31fc087120434cb64d91d46ba2a1ffb.json,False,False,,,,,[],0,0,Iraq,#عباره_للفيديو🙂💔,0,0,0,0,0,0,0,0,0,0
5,IT,7096472465441950981,1652276254,😁😁,6798039340952323077,Marco Mottola,"Seguiteci anche su @marcoantofamily2
Instagram: marcoantofamily",0,False,https://www.tiktok.com/@marcoantofamily/video/7096472465441950981?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096472465441950981&source=h5_m,4124385,136,984,3032,27923,6827183486001089285,6827183486001089285,72,6827183486001089285,original sound - idmedina1,Medina,6.566930256157901e+18,Medina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/065168a476c8405d1b9d5704decb7e6e.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724c40d5a31a2d31425068815dde7c8d.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
6,IQ,7073187065114021122,1646854698,لەوە خۆشتر نییە دۆستی ئاژەڵ بیت 🐶🐶,6639079359992840198,🤍 Nian Aziz 💙,"https://www.snapchat.com/add/nian24aziz
Presenter🎤 ( Cinema actor 🎬)",0,False,https://www.tiktok.com/@nianazizofficial/video/7073187065114021122?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073187065114021122&source=h5_m,2500466,416,430,250,48482,7073187034055117570,7073187034055117570,72,7073187034055117570,original sound - nianazizofficial (Contains music from: Masalan (Remix) - Zanco),"Contains music from: ""Masalan (Remix)""",6.63907935999284e+18,🤍 Nian Aziz 💙,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073186998840085250.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9b4a0e556aeb9c59f10e41e64c273dc5.json,False,False,Zanco,Masalan (Remix),original sound - nianazizofficial (Contains music from: Masalan (Remix) - Zanco),"Contains music from: ""Masalan (Remix)""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
7,AZ,7094242460091665666,1651757040,It’s my birthday!♥️ #todaymybirthday #fyp #fypシ #keşfet #viral #keşfettttttttttttttt #foryou #bestiiyikivar #videonucekenbesti @User,6899858987879531526,Sara,Arrkaaadaşlar Hell llooo,0,False,https://www.tiktok.com/@nesirly/video/7094242460091665666?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094242460091665666&source=h5_m,7222579,349,1951,246,184245,7079306245513612033,7079306245513612033,72,7079306245513612033,original sound - janellemakajan,Janelle,6.730857370672924e+18,Janelle,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079306226579852033.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0d5d30e806ee58b09d3652d28b57dffd.json,False,False,,,,,[],0,0,Iraq,#todaymybirthday #fyp #fypシ #keşfet #viral #keşfettttttttttttttt #foryou #bestiiyikivar #videonucekenbesti,0,1,0,0,1,1,0,0,1,0
0,TR,7100109026012253441,1653122956,#direksiyoneğitmeni #manavgat #direksiyoneğitimi #keşfetteyizzz #keşfett #keşfetbeniöneçıkar #keşfetbeni,7092283368616412161,Ekrem yılmaz,"İyi bir sürücü karar verir ve uygular.
Manavgat
@driving_instructor_ekremyilmaz",0,False,https://www.tiktok.com/@dir.egt.ekrm/video/7100109026012253441?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100109026012253441&source=h5_m,16969016,1,1279,1309,119757,7070105828002401030,7070105828002401030,72,7070105828002401030,original sound - weemadshazy13 (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",6.787058272253232e+18,Wee Mad Shazy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070105826198817541.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f8152c07c14fd6a8dd8eed8941a436e.json,False,False,Sunashi Rom,Unstoppable Next,original sound - weemadshazy13 (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",[],0,0,Iraq,#direksiyoneğitmeni #manavgat #direksiyoneğitimi #keşfetteyizzz #keşfett #keşfetbeniöneçıkar #keşfetbeni,0,0,0,0,0,0,0,0,0,0
1,GB,7079091599724072197,1648229454,لەبیری ماوی؟,6889919290083869702,Nareman w Rahman,No bio yet,0,False,https://www.tiktok.com/@nemanuk1/video/7079091599724072197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079091599724072197&source=h5_m,2364797,308,482,617,56538,7079090850470382341,7079090850470382341,72,7079090850470382341,original sound - nemanuk1,Nareman w Rahman,6.88991929008387e+18,Nareman w Rahman,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079089753152424709.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a0158390e15038070573aff5c1e4365c.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
2,EC,7100901637618732294,1653307502, ,7100900752487629829,eclukoshko,"🤫🤫🤫🤫🤫🤫🤫🤫🤫
↘️⬇️↙️",0,False,https://www.tiktok.com/@eclukoshko/video/7100901637618732294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100901637618732294&source=h5_m,4052726,275,3130,4720,48821,7095445706958146310,7095445706958146310,72,7095445706958146310,Original sound,Tik Toker,7.090955006254188e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095445708693719813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d499bf884514914f4a42206f324ed0f2.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,LB,7089190252824284418,1650580731,#ناطرك_تعزمني🤤#فادي_رجل_العسل  #fadifruits #hassan #شو_عامل_فينا_يا_فادي #كرشك_بحافظ_على_قرشك #بس_من_عنا #انا_بدي #عزمني #منشن #fyp,6945916270731805701,Hassan,"العنوان: بيروت الرملة البيضاء،شارع فنزويلا.  
81777753",0,False,https://www.tiktok.com/@hassan.fadifruits/video/7089190252824284418?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089190252824284418&source=h5_m,9691153,4542,3462,7397,205531,7080114777821170433,7080114777821170433,72,7080114777821170433,original sound - hadi_mizo,hadi_mizo 😎😎,7.015500342092121e+18,hadi_mizo 😎😎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7080114737425468162.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4487842dd9254aed28a617913c6f2ecf.json,False,False,,,,,[],0,0,Iraq,#ناطرك_تعزمني🤤#فادي_رجل_العسل #fadifruits #hassan #شو_عامل_فينا_يا_فادي #كرشك_بحافظ_على_قرشك #بس_من_عنا #انا_بدي #عزمني #منشن #fyp,0,0,0,0,1,0,0,0,0,0
4,IQ,7097144312261053698,1652432680, ,7079900915508118530,halwar sedani,snap /  halkoo10,0,False,https://www.tiktok.com/@halwar10/video/7097144312261053698?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097144312261053698&source=h5_m,745383,1469,380,704,52568,7097144315285539586,7097144315285539586,72,7097144315285539586,original sound - halwar10,halwar sedani,7.079900915508119e+18,halwar sedani,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097144312152656642.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,IQ,7079559434451602689,1648338383, ,7005197623263790081,كۣۗہريۣۗہ,"اثر حية برمل شدريك رايح راد؟ 
ظيفني نستگرام 👆
للتواصل تلگرام K_kg_y",0,False,https://www.tiktok.com/@fr_kg/video/7079559434451602689?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079559434451602689&source=h5_m,1212909,1147,1483,3955,50101,7079559408074279682,7079559408074279682,72,7079559408074279682,original sound - fr_kg,كۣۗہريۣۗہ,7.00519762326379e+18,كۣۗہريۣۗہ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079559416445438722.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
6,IQ,7099495314272406786,1652980065,with her beauty everyone shocked 😍😎#rosethekurd ⚠️fake body⚠️,6956276815279670277,Help me to get 150k❤️,"she/her
You’re The Reason i believe in fate
 You’re My Paradise
snap/rosethekurd",0,False,https://www.tiktok.com/@rosethekurd/video/7099495314272406786?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099495314272406786&source=h5_m,2400249,684,1733,402,156862,5000000000297284611,5000000000297284611,71,5000000000297284611,Love You So,The King Khan & BBQ Show,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/e2465cc3e91e4371a965baf84ca7b391?x-expires=1653979715&x-signature=pY%2Fa1HlZfuT0Mz25eKRHtUBcBfY%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#rosethekurd,0,0,0,0,0,0,0,0,0,0
7,PK,7095417447066438939,1652030612,@habibnawab0312 #swatisarkaar✌💪 #naikzadaswati786 #team_pakhtoon786 #macnewshd @naikzada.swati,7045270910337057819,❤️Koko jani❤️,Visit Our YouTube Channel And Must Subscribe,0,False,https://www.tiktok.com/@pheersahabswati/video/7095417447066438939?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095417447066438939&source=h5_m,5295124,2348,4764,5171,132038,7088715041310346010,7088715041310346010,72,7088715041310346010,original sound - rozikhan1018 (Contains music from: Khkuli Di Der Pa Dunya - Shah Farooq),"Contains music from: ""Khkuli Di Der Pa Dunya""",7.026377119774262e+18,💔💛Rozi khan.ss♥️💛,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7088715063208479514.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa2e82c2d40480d7a80e968f22d13b10.json,False,False,Shah Farooq,Khkuli Di Der Pa Dunya,original sound - rozikhan1018 (Contains music from: Khkuli Di Der Pa Dunya - Shah Farooq),"Contains music from: ""Khkuli Di Der Pa Dunya""",[],0,0,Iraq,#swatisarkaar✌💪 #naikzadaswati786 #team_pakhtoon786 #macnewshd,0,0,0,0,0,0,0,0,0,0
0,MX,7102860473405541638,1653763577, ,7102831712635520006,juliasweet5298,⬇️⬇️⬇️,0,False,https://m.tiktok.com/v/7102860473405541638.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102860473405541638&source=h5_m,1782745,33,190,609,11241,7102495896877959942,7102495896877959942,72,7102495896877959942,Check first comment,Hi,7.102492002693236e+18,Hi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102495889867983621.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
1,IT,7100256370556996870,1653157262,Rispondi a @dy3mwoc7gagr  #couple #love,6821410470806569989,Michele & Ginevra,"IG: ginevra_furmiglieri   michele_costanzo_
✉️ mickyeginny@gmail.com",0,False,https://m.tiktok.com/v/7100256370556996870.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100256370556996870&source=h5_m,6120937,775,986,1599,153175,6832448649671248646,6832448649671248646,72,6832448649671248646,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7971e94538ed4d5cc2c4df802602d2b3.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/804f35986df21a62f3ca7fd567c8a3df.json,False,False,,,,,[],0,0,Iraq,#couple #love,0,0,0,0,0,0,0,0,0,0
2,PS,7089918571496705282,1650750307,😂😂😂😂😂😂😂😂💗💗#يارب_يجيب_دعم_لانو_الدعم_مو_منيح #اذا_ماجاب_دعم_بحذفه #foryou,6790674919594361862,?,احبك💀💋,0,False,https://m.tiktok.com/v/7089918571496705282.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089918571496705282&source=h5_m,9510535,6652,7008,1272,629822,7089918552827808513,7089918552827808513,72,7089918552827808513,original sound - 5lio_8,?,6.790674919594362e+18,?,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089918529255836418.mp3,,False,False,,,,,[],0,0,Iraq,#يارب_يجيب_دعم_لانو_الدعم_مو_منيح #اذا_ماجاب_دعم_بحذفه #foryou,0,1,0,0,0,0,0,0,0,0
3,US,7095957321049853227,1652156312,My thoughts when the wind wasn’t blowing the dress away and we were able to get the good shots 😅 #dreamdress,6797225308639970310,Sara’s Dream Boutique,"👑 Sara’s Dream Boutique 👑
Luxury Dresses ✨
SDB Chiffon Hijabs 🧕",0,False,https://m.tiktok.com/v/7095957321049853227.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095957321049853227&source=h5_m,11539133,10670,14382,15571,1807395,7079848233727527723,7079848233727527723,72,7079848233727527723,original sound - hope_schwing (Contains music from: Perfect - Jungleboy),"Contains music from: ""Perfect""",6.41086141261865e+16,Hope Schwing,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079848259551824686.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bdbf6f7891913266ce1589afae9f9f0c.json,False,False,Jungleboy,Perfect,original sound - hope_schwing (Contains music from: Perfect - Jungleboy),"Contains music from: ""Perfect""",[],0,0,Iraq,#dreamdress,0,0,0,0,0,0,0,0,0,0
4,IQ,7074292537166499074,1647112086,ههه ل باركا زاخو جه وه خرا بويه جهي له حيمي#zaxo_duhok_hewler_slemani_hawler، 👌👌👌👌👌👌👌👌👌,7053791872737657858,SHEXO,SHEXO,0,False,https://m.tiktok.com/v/7074292537166499074.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074292537166499074&source=h5_m,660674,144,60,34,11942,7074292529172171521,7074292529172171521,72,7074292529172171521,original sound - akrem.doski,SHEXO,7.053791872737658e+18,SHEXO,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7074292489376566017.mp3,,False,False,,,,,[],0,0,Iraq,#zaxo_duhok_hewler_slemani_hawler،,0,0,0,0,0,0,0,0,0,0
5,IQ,7102524733538815234,1653685407, ,6992900441247892481,مزيونه و شقره,,0,False,https://m.tiktok.com/v/7102524733538815234.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102524733538815234&source=h5_m,3662443,2532,8933,741,145917,7102524714132032257,7102524714132032257,72,7102524714132032257,original sound - reta.mohamd,مزيونه و شقره,6.992900441247892e+18,مزيونه و شقره,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102524685342100226.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
6,SA,7085965528409361666,1649829917,#حسين_السرحان,6624335807043862534,حسين السرحان🇸🇦,شناب سات,0,False,https://m.tiktok.com/v/7085965528409361666.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085965528409361666&source=h5_m,21532619,8701,21432,60363,485219,7085965520847096578,7085965520847096578,72,7085965520847096578,original sound - k8g5_,حسين السرحان🇸🇦,6.624335807043863e+18,حسين السرحان🇸🇦,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085965488760687362.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d63dfc0ffc9284e9a0a00483e6d724f9.json,False,False,,,,,[],0,0,Iraq,#حسين_السرحان,0,0,0,0,0,0,0,0,0,0
7,US,7096068779154738438,1652182265,#bff,7088622047505187846,1vikto2,"We ship worldwide🌍
Official shop 
👇👇👇👇👇",0,False,https://m.tiktok.com/v/7096068779154738438.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096068779154738438&source=h5_m,7541991,710,1207,5359,184521,7088688245617216261,7088688245617216261,72,7088688245617216261,original sound - brknsergio,Sergio García • 2D Animator,9130418.0,Sergio García • 2D Animator,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088688236318575365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fafa3951a29aab73e1dde57547a1b518.json,False,False,,,,,[],0,0,Iraq,#bff,0,0,0,0,0,0,0,0,0,0
