,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_duet,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_ghanatiktok,hash_tiktok,hash_tiktokghana,hash_trending,hash_viral
2,GH,7101699426116259077,1653493250,😭😂 I’m surely not the only one who can relate to this @emmaifeanyi #jusstprince #fypviral,7006867245465224197,PRINCE ❤️ 👑,"OLD ACCOUNT LIVE SHADOW BANNED
PLEASE FOLLOW ME 🥺♥️🤲
500k🥺❤️
Stay Entertained",0,False,https://www.tiktok.com/@jusstprince/video/7101699426116259077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101699426116259077&source=h5_m,1367501,1492,1293,12312,92244,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,#jusstprince #fypviral,0,0,0,0,0,0,0,0,0,0
3,GH,7093159566225067270,1651504909,Do it on Your period 🙃😉#educational #nurse #nursestudent #periodtips #fyp #foryoupage,6963570253985203206,Official Odeneho,Please don’t like more than 4of my videos at the same time 🙏,0,False,https://www.tiktok.com/@officialodeneho/video/7093159566225067270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093159566225067270&source=h5_m,546242,791,274,688,34017,7083114963711085318,7083114963711085318,72,7083114963711085318,Kpoclè Acte 2 IVK,Ivoriankid,6.825178404297885e+18,Ivoriankid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083114943792319237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/82858c8e4137d3537ca4d5a789300bb3.json,False,False,,,,,[],0,0,Ghana,#educational #nurse #nursestudent #periodtips #fyp #foryoupage,0,0,1,1,0,0,0,0,0,0
4,GH,7081931533208128774,1648890679,Who doctor you? 🤣🤣🤣,7041166342103729157,Kejetia Vs Makola,Live Before You die ♥🎁,0,False,https://www.tiktok.com/@kejetiavsmakola/video/7081931533208128774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081931533208128774&source=h5_m,287274,149,399,4192,24556,7081931496218692358,7081931496218692358,72,7081931496218692358,original sound - kejetiavsmakola,Kejetia Vs Makola,7.041166342103729e+18,Kejetia Vs Makola,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081931504699362054.mp3,,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
5,GH,7102867852482465029,1653765296,#viral,6913299843114206213,addoissabella,Supreme,0,False,https://www.tiktok.com/@addoissabella/video/7102867852482465029?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102867852482465029&source=h5_m,95193,217,17,19,8544,7087533205141736198,7087533205141736198,72,7087533205141736198,Drip or Down - Remix (Contains music from: Drip or Drown Remix (feat. Lil Yachty) - Gunna),"Contains music from: ""Drip or Drown Remix (feat. Lil Yachty)""",7.029089859713304e+18,callmekendrick01,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087533200389540614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/547b5aae04b8c559497e46cc2e0928ac.json,False,False,Gunna,Drip or Drown Remix (feat. Lil Yachty),Drip or Down - Remix (Contains music from: Drip or Drown Remix (feat. Lil Yachty) - Gunna),"Contains music from: ""Drip or Drown Remix (feat. Lil Yachty)""",[],0,0,Ghana,#viral,0,0,0,0,0,0,0,0,0,1
6,GH,7096154198705720582,1652202151,#lifestyledeam #fypシ #foryoupage #tiktok #fy #foryou,6985950513683170310,Life$tyle,i Respond to DMs on IG follow me There L’ts CHaT press the link⬇️DÆmDÆd🔥☠️®,0,False,https://www.tiktok.com/@lifestyledeam/video/7096154198705720582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096154198705720582&source=h5_m,283026,761,123,1693,32695,7096154203424361221,7096154203424361221,72,7096154203424361221,original sound - lifestyledeam,Life$tyle,6.98595051368317e+18,Life$tyle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096154192254978821.mp3,,False,False,,,,,[],0,0,Ghana,#lifestyledeam #fypシ #foryoupage #tiktok #fy #foryou,0,1,1,0,1,0,1,0,0,0
7,NG,7092303576751525125,1651305611,🥺❤️#fyp #foryoupage,6893144974512014342,Favour Felix🥰,"Add up on ig Favourfelix44

   🌸An amazing soul🌸",0,False,https://www.tiktok.com/@fayvyfelix/video/7092303576751525125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092303576751525125&source=h5_m,2294579,1663,1209,15084,250387,6940228643813722886,6940228643813722886,72,6940228643813722886,original sound - camella955 (Contains music from: Forever - Gyakie),"Contains music from: ""Forever""",6.911674956864046e+18,Camie/Melly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6940228863255530246.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7b65e111540e79c3826229217646aebf.json,False,False,Gyakie,Forever,original sound - camella955 (Contains music from: Forever - Gyakie),"Contains music from: ""Forever""",[],0,0,Ghana,#fyp #foryoupage,0,0,1,1,0,0,0,0,0,0
0,GH,7094201633210387717,1651747535,Reply to @ajogbormiracleo  ohk.  Last one on this sound 😂😂 #emmaifeanyi,6890732833414775814,Emma Ifeanyi,"Welcome to my page🥰
WE ALMOST THERE GUYS😩❤️
A follow 4rm U will make it work🙏",0,False,https://www.tiktok.com/@emmaifeanyi/video/7094201633210387717?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094201633210387717&source=h5_m,961581,678,65,512,87030,7069209543951305518,7069209543951305518,10036,7069209543951305518,Don't Stop,Olamide,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f807cf0993ad4fc18bf349dbbcd832f5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ce4e3b01067f4a12a49e813024b5ac5a,False,True,,,,,[],0,0,Ghana,#emmaifeanyi,0,0,0,0,0,0,0,0,0,0
1,US,7072398277643078958,1646671044,We’re In the last days ⚠️ #JesusChrist #God #christiantiktok #satanist #demonpossession #nyc,6907683378454971398,FBM Jay,"✝️ Jesus Is Lord God & savior
Sow a Seed 
In Bio 🙏🏾
Forever Blessed Ministry",0,False,https://www.tiktok.com/@lilyokou/video/7072398277643078958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072398277643078958&source=h5_m,2673136,3731,1534,1570,99453,7072398231858301742,7072398231858301742,72,7072398231858301742,original sound - lilyokou,FBM Jay,6.907683378454971e+18,FBM Jay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072398279346080558.mp3,,False,False,,,,,[],0,0,Ghana,#JesusChrist #God #christiantiktok #satanist #demonpossession #nyc,0,0,0,0,0,0,0,0,0,0
2,NG,7100450823167102214,1653202541,#stealin #fyp #popular,6811995196822881285,Mclastborn cfr,Guys go follow me on Instagram (@mclastborn cfr)❤️💋,0,False,https://www.tiktok.com/@mclastborn_cfr/video/7100450823167102214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100450823167102214&source=h5_m,15411660,1406,4797,71294,373640,7100450802388486917,7100450802388486917,72,7100450802388486917,original sound - mclastborn_cfr,Mclastborn cfr,6.811995196822881e+18,Mclastborn cfr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100450775033318150.mp3,,False,False,,,,,[],0,0,Ghana,#stealin #fyp #popular,0,0,0,1,0,0,0,0,0,0
3,MX,7101793729454918918,1653515211, ,7101785810706940934,naomipircee,👇🏻👇🏻4U🍑👇🏻👇🏻,0,False,https://www.tiktok.com/@naomipircee/video/7101793729454918918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101793729454918918&source=h5_m,5443728,210,3854,23682,37355,7099195650521221894,7099195650521221894,72,7099195650521221894,LÒÒK МŶ þÒŖŅÒ VldEO LlŃK МŶ βlÒ.,sonjadonnely,7.0991899789419e+18,sonjadonnely,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099195667284871941.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/55f1bcf22d6997e33f17b5394ec721e7.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
4,US,7080560399887797550,1648571437,He always in the way 😂😂😂😂 #4u #foryoupage #foryou #monkey #monkeymom,6798552627106972678,Tempestt Nikole,"Follow me on IG @THEREALTEMPESTTNIKOLE
PO BOX 8146 Houston, TX 77288",0,False,https://www.tiktok.com/@tempesttnikole/video/7080560399887797550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080560399887797550&source=h5_m,5141514,4259,12127,2935,409933,7080560347517569834,7080560347517569834,72,7080560347517569834,original sound - tempesttnikole,Tempestt Nikole,6.798552627106973e+18,Tempestt Nikole,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080560395563354922.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/32b3accdd0e37804f0273d6baf136d61.json,False,False,,,,,[],0,0,Ghana,#4u #foryoupage #foryou #monkey #monkeymom,0,1,1,0,0,0,0,0,0,0
5,GH,7086051872208882950,1649850020,Reply to @afya099beddid30 to the world 🌎,6973796929218102277,Realpen pencil,"🏆GOAL: 200M VIEWS JOURNEY🏆
Order your artwork on my FB or IG",0,False,https://www.tiktok.com/@iamrealpenpencil/video/7086051872208882950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086051872208882950&source=h5_m,4208449,443,625,15154,179770,7081205964560501510,7081205964560501510,10036,7081205964560501510,Kwaku the Traveller,Black Sherif,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a5dd74d2a6b484fa2bc480d6312f92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c59526bb39c941fab5656a50a2f49593,False,True,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
6,GH,7100847038891429126,1653294793, ,6967783465170453510,Akosua Dee,,0,False,https://www.tiktok.com/@akosuadee6/video/7100847038891429126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100847038891429126&source=h5_m,629248,275,179,1852,61173,7094606055795182342,7094606055795182342,72,7094606055795182342,original sound - meez_tori_ (Contains music from: Buga - Tekno),"Contains music from: ""Buga""",6.763621678813464e+18,Meez_tori,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094672736014584581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aab9110ee76c0085b385188cd7ea1412.json,False,False,Tekno,Buga,original sound - meez_tori_ (Contains music from: Buga - Tekno),"Contains music from: ""Buga""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
7,JM,7088126250341928198,1650332999,When I Realized My baby 👶 is#sick#sickbaby#congestion#fyp#learnfromeliyahmashiach#eliyahmashiach#sickbabyhack#onion,6946947975709672454,Eliyah Mashiach,"👉🏿 Business Inquiries: eliyahmashiach@gmail.com
Follow My YouTube Channel⬇️⬇️⬇",0,False,https://www.tiktok.com/@eliyahmashiach/video/7088126250341928198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088126250341928198&source=h5_m,9182116,873,31585,68810,126217,7019113180005681947,7019113180005681947,24,7019113180005681947,original sound - dollyyu495,dollyyu495,6.612951760384852e+18,dollyyu495,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7019113109298187034.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/169a748bed96aa932706e3f1fd9031f9.json,False,False,,,,,[],0,0,Ghana,#sick#sickbaby#congestion#fyp#learnfromeliyahmashiach#eliyahmashiach#sickbabyhack#onion,0,0,0,1,0,0,0,0,0,0
0,GH,7095743136676285701,1652106444, ,6913269987415213061,ERICKSON 🦅,"Instagram: Realnkb_
YouTube  :Official Realnkb 🎥
Comedian ❤️😂
Influencer🏔",0,False,https://www.tiktok.com/@realnkb/video/7095743136676285701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095743136676285701&source=h5_m,260568,721,933,8910,28541,7095743119651539718,7095743119651539718,72,7095743119651539718,original sound - realnkb,ERICKSON 🦅,6.913269987415213e+18,ERICKSON 🦅,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095743112437402373.mp3,,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
1,GH,7089952365075320070,1650758175, ,6811921981706601478,Ella Porch,"Let’s Hit 50k
Let’s Grow Together 
Love You All ✌️❤️
IG @_icy_ella44 🙌",0,False,https://www.tiktok.com/@_icy_ella8/video/7089952365075320070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089952365075320070&source=h5_m,1545533,588,1245,1390,74410,7073327379443206939,7073327379443206939,24,7073327379443206939,original sound - dy46z1kz8bjo (Contains music from: Stormy - Aurora Creation),"Contains music from: ""Stormy""",6.96020014304125e+18,Hiển,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073327372170267418.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/43159b3edc3d017015495ce55709ebe4.json,False,False,Aurora Creation,Stormy,original sound - dy46z1kz8bjo (Contains music from: Stormy - Aurora Creation),"Contains music from: ""Stormy""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,GH,7092085191648333062,1651254762,😂😂 one lege #erkuahofficial #onelege #viral #fyp,6679886495132910597,erkuahofficial 🤪,"This is my only account!!!
I’m here to make you smile ☺️
Thank you for 2.7M 🎉",0,False,https://www.tiktok.com/@erkuahofficial/video/7092085191648333062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092085191648333062&source=h5_m,965939,870,799,10331,97065,7082516899078097670,7082516899078097670,72,7082516899078097670,Break leg (Contains music from: One Leg - JAY HOVER),"Contains music from: ""One Leg""",7.012964944225682e+18,COKEMAN🤪🥤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082516897576880902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec76e503f87000830f9790e152ad54ca.json,False,False,JAY HOVER,One Leg,Break leg (Contains music from: One Leg - JAY HOVER),"Contains music from: ""One Leg""",[],0,0,Ghana,#erkuahofficial #onelege #viral #fyp,0,0,0,1,0,0,0,0,0,1
3,NG,7096913518900808961,1652378943,@_egungunn #bombastigal #nigeia🇳🇬 #israel🇮🇱 #oyinbo #fyp,6920673144747410433,Bombastigal,Click on the bio link for to find me on Instagram and other platforms 😍,0,False,https://www.tiktok.com/@bombastigal1/video/7096913518900808961?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096913518900808961&source=h5_m,1174677,362,725,6245,91572,7096913499121879810,7096913499121879810,72,7096913499121879810,original sound - bombastigal1 (Contains music from: Dior dioroo - Bytes),"Contains music from: ""Dior dioroo""",6.92067314474741e+18,Bombastigal,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096913481793833730.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ff396936c41e8cb4c2d013da7dece4fb.json,False,False,Bytes,Dior dioroo,original sound - bombastigal1 (Contains music from: Dior dioroo - Bytes),"Contains music from: ""Dior dioroo""",[],0,0,Ghana,#bombastigal #nigeia🇳🇬 #israel🇮🇱 #oyinbo #fyp,0,0,0,1,0,0,0,0,0,0
4,GH,7086759796019301638,1650014847,Mum reactions 😂😂,6822350436730618886,Twins Diaries 🇬🇭,"IG:Twinsdiaries
•Content Creators | •Teachers |•Advertisers",0,False,https://www.tiktok.com/@twinsdiaries/video/7086759796019301638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086759796019301638&source=h5_m,1526284,554,138,1630,81345,6785165003650616070,6785165003650616070,72,6785165003650616070,original sound - the__happyfamily,The Happy Family,6.612235759842034e+18,The Happy Family,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1656534622947349.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/477063380f2379f396ade64582328371.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
5,US,7092157380808428806,1651271569,#justforlaughs #viral #memetiktok #reactiontiktok #foryoupage,6755488950632236037,Fabiola B🌻,"Just for fun🤣
CEO of “Mtchewww” nation
YouTube channel 👇",0,False,https://www.tiktok.com/@itzfabiolab/video/7092157380808428806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092157380808428806&source=h5_m,8300406,1169,6935,21690,71521,7092157349913234182,7092157349913234182,72,7092157349913234182,original sound - itzfabiolab,Fabiola B🌻,6.755488950632236e+18,Fabiola B🌻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092157337373002501.mp3,,False,False,,,,,[],0,0,Ghana,#justforlaughs #viral #memetiktok #reactiontiktok #foryoupage,0,0,1,0,0,0,0,0,0,1
6,GH,7098985598987373830,1652861391,Can someone help me with the song ❤️,6923371471730213893,Kelvin Darlington138,,0,False,https://www.tiktok.com/@kelvindarlington1234/video/7098985598987373830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098985598987373830&source=h5_m,373595,566,498,2063,28703,7098985565944548102,7098985565944548102,72,7098985565944548102,original sound - kelvindarlington1234,Kelvin Darlington138,6.923371471730214e+18,Kelvin Darlington138,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098985525410827013.mp3,,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
7,ES,7099554098504043782,1652993753,Monday borns #fypage #ghanatiktok #fypppppppppppppppppppppppppppppp #@ruthohemaaobaapapabi 😂😂😂,6896523465164850181,Ohemaa Nat,❤❤❤,0,False,https://www.tiktok.com/@ohemaanat22/video/7099554098504043782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099554098504043782&source=h5_m,717025,710,3588,24010,34553,7099554112341084933,7099554112341084933,72,7099554112341084933,original sound - ohemaanat22,Ohemaa Nat,6.89652346516485e+18,Ohemaa Nat,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099554127398685446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c117909967543ae1859ba37dec8d0ace.json,False,False,,,,,[],0,0,Ghana,#fypage #ghanatiktok #fypppppppppppppppppppppppppppppp #@ruthohemaaobaapapabi,0,0,0,0,0,1,0,0,0,0
0,GH,7081290258221976837,1648741369,It can only be God 😇🙏🏽. Say no to domestic violence and when a man hits you once believe me he would do it again. I’m now enjoying the happy ending and living the best life I always wished for 🤍🥰.,6805135938902606854,Benedicta Gafah,🤍,0,False,https://m.tiktok.com/v/7081290258221976837.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081290258221976837&source=h5_m,954727,272,402,4570,38451,7066462140634303238,7066462140634303238,72,7066462140634303238,Kumama papa (Acapella) (Contains music from: Hope - Cj fresh),"Contains music from: ""Hope""",6.902175856540042e+18,Roy The Songster,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066462163841403653.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b2a49336e0bc5cb20ea69154881bf2e7.json,False,False,Cj fresh,Hope,Kumama papa (Acapella) (Contains music from: Hope - Cj fresh),"Contains music from: ""Hope""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
1,GH,7102908908045405446,1653774855,Questions some media personalities ask sometimes be boring keke . #ghlivetrends,7065673558642410502,Gh Live Trends,No bio yet,0,False,https://m.tiktok.com/v/7102908908045405446.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102908908045405446&source=h5_m,116935,60,25,188,7542,7102908905172339461,7102908905172339461,72,7102908905172339461,original sound - ghlivetrends,Gh Live Trends,7.06567355864241e+18,Gh Live Trends,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102908909257607941.mp3,,False,False,,,,,[],0,0,Ghana,#ghlivetrends,0,0,0,0,0,0,0,0,0,0
2,GH,7102108622880099590,1653588524,#emmaifeanyi #kcreietin cc: @Emma Ifeanyi,6810370883530671109,Kcreietin Cummin.gs ✨💦,"I want a bestie 😢Pls Dm me on Instagram 
TheHighSchoolMaker
Ads Dm on Instagram",0,False,https://m.tiktok.com/v/7102108622880099590.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102108622880099590&source=h5_m,548287,204,94,1289,27241,7097965184131631877,7097965184131631877,72,7097965184131631877,original sound - emmaifeanyi (Contains music from: الزمن زمني - محمد رزق),"Contains music from: ""الزمن زمني""",6.890732833414776e+18,Emma Ifeanyi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097965181346663174.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2c2865a4beabefbce8a29fe383091a17.json,False,False,محمد رزق,الزمن زمني,original sound - emmaifeanyi (Contains music from: الزمن زمني - محمد رزق),"Contains music from: ""الزمن زمني""",[],0,0,Ghana,#emmaifeanyi #kcreietin,0,0,0,0,0,0,0,0,0,0
