,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_gaming,hash_minecraft,hash_minecraftbuilding,hash_pourtoi,hash_trend,hash_viral
7,US,7102837221283073285,1653758163,#istanbul #turkey #wedding #fyp #pakistani,6809657581268763654,Mariyaa,"٣١٣
Fashion model•MUA•Christian Dior 
Insta: mariyaa.rizvi",0,False,https://www.tiktok.com/@mariyaa.rizvi/video/7102837221283073285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102837221283073285&source=h5_m,583209,721,423,679,106275,7082357513894513413,7082357513894513413,72,7082357513894513413,Trinidad Love me back,SamiMcfc,6.781456787550275e+18,SamiMcfc,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082357503299832582.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b47fa09507ca012c94dc9005821083f6.json,False,False,[],0,0,,,,,Madagascar,#istanbul #turkey #wedding #fyp #pakistani,0,0,1,0,0,0,0,0,0,0
0,US,7087586085043293442,1650207232,they see us rollin they hatin,6561695017990504449,Krutika 🐥,"Just a weeb that likes anime, kdrama and games 🤡",0,False,https://m.tiktok.com/v/7087586085043293442.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087586085043293442&source=h5_m,1633846,2532,3641,7477,272615,7087586057931934465,7087586057931934465,24,7087586057931934465,original sound - themermaidscale,Krutika 🐥,6.561695017990504e+18,Krutika 🐥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7087586057424014081.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6b5e4bd4b2b040df4c4487ac09e2be9a.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
1,GB,7092831765181500678,1651428586, ,6896958533520081921,Shumirun Nessa,"📧 shumirun@devvmedia.com 📧
⬇️ Click the link below to donate ⬇️",0,False,https://m.tiktok.com/v/7092831765181500678.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092831765181500678&source=h5_m,821177,398,826,787,63876,7092831755484302086,7092831755484302086,72,7092831755484302086,original sound - therealoverloadcomedy (Contains music from: Key - JUNE),"Contains music from: ""Key""",6.896958533520082e+18,Shumirun Nessa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092831769329732357.mp3,,False,False,[],0,0,JUNE,Key,original sound - therealoverloadcomedy (Contains music from: Key - JUNE),"Contains music from: ""Key""",Madagascar,,0,0,0,0,0,0,0,0,0,0
2,US,7087340656947105070,1650150087,Reply to @harperduckyyy two wizards,6771639446683010054,Daniel and Matthew,"Instagram
@daniel_cegielski
@matthew_cegielski
📧cegielski.twins@hensonmgmt.com",0,False,https://m.tiktok.com/v/7087340656947105070.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087340656947105070&source=h5_m,6426952,4065,3123,9623,878946,7030297984290114309,7030297984290114309,72,7030297984290114309,Enemy (Contains music from: Enemy - from the series Arcane League of Legends - Imagine Dragons & JID & Arcane & League Of Legends),"Contains music from: ""Enemy - from the series Arcane League of Legends""",6.601258006591128e+18,TAYLOR MALONE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7030577961921301254.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/18cf9aee2408319b72aa9ce4009e39df.json,False,False,[],0,0,Imagine Dragons & JID & Arcane & League Of Legends,Enemy - from the series Arcane League of Legends,Enemy (Contains music from: Enemy - from the series Arcane League of Legends - Imagine Dragons & JID & Arcane & League Of Legends),"Contains music from: ""Enemy - from the series Arcane League of Legends""",Madagascar,,0,0,0,0,0,0,0,0,0,0
3,GB,7101686083036908806,1653490144,#realtalk#fypシ,6781129265146971142,Esther,"Sharing relatable messages 
📍🇳🇬🇬🇧",0,False,https://m.tiktok.com/v/7101686083036908806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101686083036908806&source=h5_m,1514367,832,4753,16111,167806,7088703949317950251,7088703949317950251,72,7088703949317950251,Trying to hurt me by bringing up my past,Tonya De’laine,6.824957023898486e+18,Tonya De’laine,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7088703981106694958.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/22c6d1640b1145ee13df2e70d4e876b2.json,False,False,[],0,0,,,,,Madagascar,#realtalk#fypシ,0,0,0,1,0,0,0,0,0,0
4,KR,7099406952060554498,1652959492,오랜만에 몸 좀 풀어볼까 #키위랩 #kiwelab #최시원 #siwonchoi,7029632302582072321,최시원 • Siwon Choi,"MCN 키위랩
contact@kiwelab.com",0,False,https://m.tiktok.com/v/7099406952060554498.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099406952060554498&source=h5_m,18756837,33605,18606,22306,2389909,7099406947278949122,7099406947278949122,24,7099406947278949122,original sound - davidsiwonchoi (Contains music from: Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster) - Britney Spears),"Contains music from: ""Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster)""",7.029632302582072e+18,최시원 • Siwon Choi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099406918178884353.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ddac68e1492868eabfdc2f340315b6ea.json,False,False,[],0,0,Britney Spears,Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster),original sound - davidsiwonchoi (Contains music from: Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster) - Britney Spears),"Contains music from: ""Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster)""",Madagascar,#키위랩 #kiwelab #최시원 #siwonchoi,0,0,0,0,0,0,0,0,0,0
5,PH,7092307138009124123,1651306437,"Basketball player na, dancer pa!! 😳🔥 Hello mga idoloooo @gueco_kiel @gueco_gabby 🏀💃🏻🕺🏻 DC: @mikoyanson_ #foryou #foryoupage #trending #fyp",6720593500537160705,Nikki Rose Capulong,"24|SK Chairperson 🇵🇭
FaceBook Page: Papa Jun & Ate Nikki 👇🏻",0,False,https://m.tiktok.com/v/7092307138009124123.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092307138009124123&source=h5_m,742732,204,489,5362,68748,7072572070898567963,7072572070898567963,24,7072572070898567963,WAG KAKALIMUTANG I TAG AKO (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",6.567906561673675e+18,Miko Yanson,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7072572061893380891.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/933532f7c14cc663c03edf2dd4da83fb.json,False,False,[],0,0,Dayin,Shut Up and Bend Over,WAG KAKALIMUTANG I TAG AKO (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",Madagascar,#foryou #foryoupage #trending #fyp,1,1,1,0,0,0,0,0,0,0
6,US,7096965936615476526,1652391148,It is what it is 🤷🏻‍♂️ #girls #texting #guys #lag,6804223152480306181,Eduard,"ALL SOCIALS ON IG ⤴️
📧 : eduard@famepick.com",0,False,https://m.tiktok.com/v/7096965936615476526.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096965936615476526&source=h5_m,1145678,1348,2923,8651,118288,6931747481009097477,6931747481009097477,72,6931747481009097477,everyone using this sound (Contains music from: Lucifer's Waltz - Secession Studios),"Contains music from: ""Lucifer's Waltz""",6.777828629696218e+18,zup,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6990305252540943105.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5569b8c5fc350bb688ea439f465bf9b5.json,False,False,[],0,0,Secession Studios,Lucifer's Waltz,everyone using this sound (Contains music from: Lucifer's Waltz - Secession Studios),"Contains music from: ""Lucifer's Waltz""",Madagascar,#girls #texting #guys #lag,0,0,0,0,0,0,0,0,0,0
7,AU,7077389775883341057,1647833220,Hey,6763140006539838470,SKYE LADELL,"Australia
🎬
Film : RWA Rob Woodburn
Dance : Focus Talent MGT",0,False,https://m.tiktok.com/v/7077389775883341057.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077389775883341057&source=h5_m,3364690,3595,1931,3112,97380,7071743861114145579,7071743861114145579,72,7071743861114145579,original sound - petrovafilm,haley,6.996442775667557e+18,haley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071743896186833706.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b5e9a9bfad410d04c0802be712c4b3bf.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
0,US,7079477316782673198,1648319261,Favoritism at its finest😂😂 #tiktokcomedy #funny #laugh #dads #sons #daughters #foryou,6809884998796592134,Chandler Tuten,"Jokes | Skits😜
Facial Expressions Master👑
Biz: chandlertuten2019@gmail.com",0,False,https://www.tiktok.com/@chanslaw/video/7079477316782673198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079477316782673198&source=h5_m,4344193,5359,18217,23326,710895,6949138980050832133,6949138980050832133,72,6949138980050832133,original sound - n.mxo_ (Contains music from: Leave The Door Open - Bruno Mars & Anderson .Paak & Silk Sonic),"Contains music from: ""Leave The Door Open""",6.799841457299031e+18,n.mxo_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6949139134019537669.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/723071f68044dd3795b21c1e214e6e91.json,False,False,[],0,0,Bruno Mars & Anderson .Paak & Silk Sonic,Leave The Door Open,original sound - n.mxo_ (Contains music from: Leave The Door Open - Bruno Mars & Anderson .Paak & Silk Sonic),"Contains music from: ""Leave The Door Open""",Madagascar,#tiktokcomedy #funny #laugh #dads #sons #daughters #foryou,1,0,0,0,0,0,0,0,0,0
1,NL,7084361841702423814,1649456528,#f #fyp #foryoupage #brother #siblings,6872589533704864774,Ishana.ss,For legal reasons my account is a joke💀,0,False,https://www.tiktok.com/@ishanasd/video/7084361841702423814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084361841702423814&source=h5_m,1803299,1472,4051,277,176733,6925568485791697669,6925568485791697669,72,6925568485791697669,original sound - masked_majora64 (Contains music from: Scream then beat - Enderboybeats),"Contains music from: ""Scream then beat""",6.641343692946326e+18,Christopher Colarusso,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6925568486622186246.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c8c2cb1ede63c84975ffd68fab6197b4.json,False,False,[],0,0,Enderboybeats,Scream then beat,original sound - masked_majora64 (Contains music from: Scream then beat - Enderboybeats),"Contains music from: ""Scream then beat""",Madagascar,#f #fyp #foryoupage #brother #siblings,0,1,1,0,0,0,0,0,0,0
2,AE,7077532151436053762,1647866368,Accents Challenge - Mother’s Day Version,65613500101734400,Mad Shadz,"🇸🇾 | 🇨🇦 | 🇦🇪 
The Accents Guy",0,False,https://www.tiktok.com/@madshadz/video/7077532151436053762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077532151436053762&source=h5_m,5545375,10156,15971,35941,355239,7077532150509226753,7077532150509226753,72,7077532150509226753,original sound - madshadz,Mad Shadz,6.56135001017344e+16,Mad Shadz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077532155986856705.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f447387849870d24d1f9a9674adf14a8.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
3,US,7073531226354765099,1646934830,Samsung Galaxy S22 Ultra unboxing #GalaxyS22 #Samsung #s22ultra #unboxing #unbox #galaxys22ultra,6747132892206187526,PhoneBuff,It’s not official until it’s done #phonebuffstyle,0,False,https://www.tiktok.com/@phonebuff/video/7073531226354765099?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073531226354765099&source=h5_m,3082023,1210,1919,8352,332821,7073531179580050222,7073531179580050222,72,7073531179580050222,original sound - phonebuff,PhoneBuff,6.747132892206188e+18,PhoneBuff,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073531209766325038.mp3,,False,False,[],0,0,,,,,Madagascar,#GalaxyS22 #Samsung #s22ultra #unboxing #unbox #galaxys22ultra,0,0,0,0,0,0,0,0,0,0
4,US,7092051586880490795,1651246937,Your kids walking to school #TJvibes #birthorder #MomsofTikTok #dadsoftiktok,6764840188335637510,🍩 I’m TJ 🍿,"Your kids are kinda funny
🍿 FAMILY COMEDY 🍿
•
tj.therrien@gmail.com
YOUTUBE👇",0,False,https://www.tiktok.com/@tj_therrien/video/7092051586880490795?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092051586880490795&source=h5_m,2467167,1451,11075,10783,79690,7092051521449364270,7092051521449364270,72,7092051521449364270,original sound - tj_therrien,🍩 I’m TJ 🍿,6.764840188335638e+18,🍩 I’m TJ 🍿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092051577548327726.mp3,,False,False,[],0,0,,,,,Madagascar,#TJvibes #birthorder #MomsofTikTok #dadsoftiktok,0,0,0,0,0,0,0,0,0,0
5,PH,7079261258528148763,1648268958,Lusog ng veylveyl 😐 #ikonhouseph,6566903092876886018,KIKAY ᴵᴷᴼᴺ,"IKON MEDIA INC
Business Contact: 09171089443
info@ikon88.com",0,False,https://www.tiktok.com/@anglcasvlla/video/7079261258528148763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079261258528148763&source=h5_m,799198,231,151,1225,86431,6977976004883106562,6977976004883106562,72,6977976004883106562,original sound - series.05 (Contains music from: Djadja - Aya Nakamura),"Contains music from: ""Djadja""",6.936586851949037e+18,NETFLIX PRODUCTION,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6977975923140348673.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d0358f44a03bfc9932ce24e37c7f2e92.json,False,False,[],0,0,Aya Nakamura,Djadja,original sound - series.05 (Contains music from: Djadja - Aya Nakamura),"Contains music from: ""Djadja""",Madagascar,#ikonhouseph,0,0,0,0,0,0,0,0,0,0
6,US,7090367543482928427,1650854840,@thatoutsideginger #onlyinmycalvins #PringlesCanHands #TalkingTree #fyp #bf,6635034290508644357,Savannah Staggs,"✨19✨
If you found my page...no you didn’t❤️",0,False,https://www.tiktok.com/@savannahstaggs/video/7090367543482928427?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090367543482928427&source=h5_m,5070805,4266,31276,16905,523701,7085502800214051630,7085502800214051630,72,7085502800214051630,original sound - laurenagans,Lauren Agans,7.003098358437873e+18,Lauren Agans,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085502822363466538.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a149d3f1327429b6118c50042f907b98.json,False,False,[],0,0,,,,,Madagascar,#onlyinmycalvins #PringlesCanHands #TalkingTree #fyp #bf,0,0,1,0,0,0,0,0,0,0
7,DE,7079039106172390661,1648217232,Who else is like this? 😭😂 #animecommunity #otaku #animetiktok #jessieatillo #weebtiktok #nakadachi #weeb #anime,118004383199449088,Jessie Atillo,"🌐610.000 Anime Fans🌐
Use my code “JESSIE” for 15% discount on 🔽MINIKATANA🔽",0,False,https://www.tiktok.com/@jpjessie/video/7079039106172390661?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079039106172390661&source=h5_m,714465,5163,2087,87,194607,7074110280606812974,7074110280606812974,72,7074110280606812974,original sound - .brixx_ (Contains music from: See A Thotty - Lohenhiem),"Contains music from: ""See A Thotty""",7.023837733806523e+18,Brix.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074110257466755883.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/71ab79d6cf7afd055afbe2cc2944130f.json,False,False,[],0,0,Lohenhiem,See A Thotty,original sound - .brixx_ (Contains music from: See A Thotty - Lohenhiem),"Contains music from: ""See A Thotty""",Madagascar,#animecommunity #otaku #animetiktok #jessieatillo #weebtiktok #nakadachi #weeb #anime,0,0,0,0,0,0,0,0,0,0
0,ES,7088688252894399750,1650463850,"Itachi fan animation by Brknsergio, Tman and Danielcuervo! #brknsergio #itachi #itachiedit #itachicosplay #cosplay #narutocosplay #naruto #narutoshippuden",9130418,Sergio García • 2D Animator,"Freelance digital artist
📩 Business inquiries: brknsergio@gmail.com
📍 Spain",0,False,https://m.tiktok.com/v/7088688252894399750.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088688252894399750&source=h5_m,25023066,35559,142438,307313,3653573,7088688245617216261,7088688245617216261,72,7088688245617216261,original sound - brknsergio,Sergio García • 2D Animator,9130418.0,Sergio García • 2D Animator,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088688236318575365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fafa3951a29aab73e1dde57547a1b518.json,False,False,[],0,0,,,,,Madagascar,#brknsergio #itachi #itachiedit #itachicosplay #cosplay #narutocosplay #naruto #narutoshippuden,0,0,0,0,0,0,0,0,0,0
1,ES,7081248225541360902,1648731583,#lyrics #music #fyp,6913689339122320385,LMC,"✉️ lyricsmusiconcerts@gmail.com
CEO of Spotify Players
FOLLOW US ON INSTAGRAM",0,False,https://m.tiktok.com/v/7081248225541360902.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081248225541360902&source=h5_m,952456,107,1622,19854,82675,7081248199142738693,7081248199142738693,72,7081248199142738693,original sound - lyricsmusiconcerts,LMC,6.91368933912232e+18,LMC,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081248185921948422.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a6b1ea32bfdf2ab5f3e206a867c52252.json,False,False,[],0,0,,,,,Madagascar,#lyrics #music #fyp,0,0,1,0,0,0,0,0,0,0
2,US,7102162957697649963,1653601174,And still to this day 😏 #couplescomedy #marriagehumor #couplegoals #husbandsreaction #couplestiktok,6941498276986520581,Amariz Karina,"Millennial parents raising Gen Alpha’s.
NEW VIDEO IS UP NOW👇🏼",0,False,https://m.tiktok.com/v/7102162957697649963.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102162957697649963&source=h5_m,266521,43,714,526,11579,7066848062240606982,7066848062240606982,72,7066848062240606982,original sound - oceaane.alvesdj,Tiktokeuse,6.544313443346814e+18,Tiktokeuse,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066848066694941446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e57d0a38204e35df1e661c3ea7b33104.json,False,False,[],0,0,,,,,Madagascar,#couplescomedy #marriagehumor #couplegoals #husbandsreaction #couplestiktok,0,0,0,0,0,0,0,0,0,0
3,CA,7099780441216961794,1653046451, ,6874849297290101766,888,"💌 itstaimmm@gmail.com
yes I live in Vancouver, I just don’t leave my apartment",0,False,https://m.tiktok.com/v/7099780441216961794.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099780441216961794&source=h5_m,1060492,303,2122,13784,147777,7055094405816011567,7055094405816011567,72,7055094405816011567,original sound - thebennyway (Contains music from: Coronavirus - iMarkkeyz),"Contains music from: ""Coronavirus""",17825661.0,kingimprint,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7055094417253862191.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3d0c2c715befe45df9331a12a88d802.json,False,False,[],0,0,iMarkkeyz,Coronavirus,original sound - thebennyway (Contains music from: Coronavirus - iMarkkeyz),"Contains music from: ""Coronavirus""",Madagascar,,0,0,0,0,0,0,0,0,0,0
4,ZA,7090939202916928774,1650987941,come back 💰😭😭 #fyp #empty #just4fun #bankaccount #funnymemes,6871212891405075462,Reondh Singh,"Think B.I.G.
❤ KS ❤",0,False,https://m.tiktok.com/v/7090939202916928774.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090939202916928774&source=h5_m,1576183,1114,10663,18462,68180,7090939185011837701,7090939185011837701,72,7090939185011837701,original sound - reondhsingh7,Reondh Singh,6.871212891405075e+18,Reondh Singh,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090939197405629189.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38d4c0f9dea1e55e85e98ebce7d09c2c.json,False,False,[],0,0,,,,,Madagascar,#fyp #empty #just4fun #bankaccount #funnymemes,0,0,1,0,0,0,0,0,0,0
