,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bulgaria,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_viral,hash_българия,hash_ергенът
5,BG,7086136611745893638,1649869749,2-рият от “@“ ТРЯБВА ДА ТИ ИЗЧИСТИ СТАЯТА🤣🤣🤣,55769368436944896,Eva Teodorova Georgieva,"#EVA #кифла #ЕРГЕНЪТ

Social media: evatgofficial

🔻СПЕЧЕЛИ ПОЧИВКА С ВИКТОР🔻",0,False,https://m.tiktok.com/v/7086136611745893638.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086136611745893638&source=h5_m,341508,653,27,108,30929,7072513628145977346,7072513628145977346,10033,7072513628145977346,Aesthetic,Tollan Kim,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/574e7c5d315246148130dc45d6038a02,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6bb14cd1a0604578a4319e4c2e02b2a4,True,True,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,BG,7084233027668184325,1649426538,I look real cool today! 😎 #викторстоянов #ергенът #reallife #nofilter #gym,6898666227691570182,𝔙𝔦𝔨𝔱𝔬𝔯 𝔖𝔱𝔬𝔶𝔞𝔫𝔬𝔳,"🤵🏻 Gentleman.
✍🏻 Thoughts about life.
🥷🏼 Personal aesthetic training.",0,False,https://m.tiktok.com/v/7084233027668184325.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084233027668184325&source=h5_m,246264,689,129,110,13393,7084233003660348165,7084233003660348165,72,7084233003660348165,original sound - viktor.s.s (Contains music from: I Look Good - O.T. Genasis),"Contains music from: ""I Look Good""",6.89866622769157e+18,𝔙𝔦𝔨𝔱𝔬𝔯 𝔖𝔱𝔬𝔶𝔞𝔫𝔬𝔳,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084233034404285189.mp3,,False,False,O.T. Genasis,I Look Good,original sound - viktor.s.s (Contains music from: I Look Good - O.T. Genasis),"Contains music from: ""I Look Good""",[],0,0,Bulgaria,#викторстоянов #ергенът #reallife #nofilter #gym,0,0,0,0,0,0,0,0,0,1
7,VN,7101693100766137626,1653491776,xem đến cuối có bất ngờ #supercar4888,7068841101352748033,Dream Car,DUC AN CAR,0,False,https://m.tiktok.com/v/7101693100766137626.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101693100766137626&source=h5_m,8124492,5791,18651,3156,1315701,7101693107535678234,7101693107535678234,24,7101693107535678234,original sound - supercar4888,Dream Car,7.068841101352748e+18,Dream Car,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7101693111382592283.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d0b03b3d50ca03efce99497fc2902145.json,False,False,,,,,[],0,0,Bulgaria,#supercar4888,0,0,0,0,0,0,0,0,0,0
0,BG,7091327338973023494,1651078311, ,6948454228511802373,Вики Тихомирова,"Poreden profiil
Insta:Vikito_49",0,False,https://www.tiktok.com/@vikito_49/video/7091327338973023494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091327338973023494&source=h5_m,97121,0,97,0,2266,7072394517915585285,7072394517915585285,72,7072394517915585285,original sound - whoisthischannel,Who is this channel,6.938101913242174e+18,Who is this channel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072394507722967814.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c4bf58eb030d712355bee2132cd78fab.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
1,BG,7079751554462485765,1648383113,Haven’t posted in a while 😁❤️ #fyp #fypシ #foryou #foryoupage #singing,105523790159257601,GABRIELLA,"MEDI x GABRIELLA - ZHENEN 
OUT NOW",0,False,https://www.tiktok.com/@gabriella_mega1/video/7079751554462485765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079751554462485765&source=h5_m,456904,362,345,0,49278,7079751530630482693,7079751530630482693,72,7079751530630482693,original sound - gabriella_mega1,GABRIELLA,1.055237901592576e+17,GABRIELLA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079751536414345989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9199b77c01168d5ed08162e3aaf0d802.json,False,False,,,,,[],0,0,Bulgaria,#fyp #fypシ #foryou #foryoupage #singing,0,1,1,0,0,1,1,0,0,0
2,BG,7070110869518028037,1646138466,#foodwehate #foryou #fyp #trending #foryoupage 💣😜,6764398354757714949,desisllava_,🇧🇬🇧🇬🇧🇬,0,False,https://www.tiktok.com/@desisllava_/video/7070110869518028037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070110869518028037&source=h5_m,308105,2,598,0,8875,6960297576054704901,6960297576054704901,72,6960297576054704901,original sound - gh0stxf,luisa,6.916250564763551e+18,luisa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6960297675694623493.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/96862e94eafde6ae74a1cbf4e127a779.json,False,False,,,,,[],0,0,Bulgaria,#foodwehate #foryou #fyp #trending #foryoupage,0,1,1,0,0,1,0,0,0,0
3,VN,7071935967107566875,1646563403, ,6565773238659301378,Trường Ozen,Nơi LƯU GIỮ chia sẻ TÌNH YÊU THƯƠNG,0,False,https://www.tiktok.com/@truongozen/video/7071935967107566875?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071935967107566875&source=h5_m,57255300,3929,6601,14664,1119520,7039455504510274305,7039455504510274305,24,7039455504510274305,original sound - ngocanhsang2,Ngọc ánh sáng nhạc chế,6.900027167579588e+18,Ngọc ánh sáng nhạc chế,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7039455452014398209.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0fcb6d2b67c782320e4b35427a6e0d63.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
4,GB,7096731643788020998,1652336604, ,7077788851109413894,Commandation,,0,False,https://www.tiktok.com/@tplinkxuxu/video/7096731643788020998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096731643788020998&source=h5_m,44014781,176,1077,8902,336087,6795036051967576066,6795036051967576066,10033,6795036051967576066,Dance Monkey,KIDZ BOP Kids,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e70034d3a594d678161561523420af4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d1801f98902141568ca105fe45ee5c4d,False,True,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
5,BG,7084904553509965062,1649582889,Дами?!,6722806344074839046,DIONA,Новата ми песен:,0,False,https://www.tiktok.com/@dionaontiktok/video/7084904553509965062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084904553509965062&source=h5_m,544971,245,1375,2372,42279,7084904508614101765,7084904508614101765,72,7084904508614101765,original sound - dionaontiktok,DIONA,6.722806344074839e+18,DIONA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084904515626961669.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a9f762e7a0e78d4368144073f650427.json,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
6,US,7090911070314908970,1650981392,Winston on the go! #monkeysoftiktok #monkey #spidermonkey #fyp,6978586558106665989,SpiderMonkeyWinston🐒,"Saving monkeys 🙊, giving hope! $SmallPrimateRescue 
Click Below for more! ⬇️",0,False,https://www.tiktok.com/@spidermonkeywinston/video/7090911070314908970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090911070314908970&source=h5_m,1259573,943,4449,2113,84797,7090910990132316971,7090910990132316971,72,7090910990132316971,original sound - spidermonkeywinston,SpiderMonkeyWinston🐒,6.978586558106666e+18,SpiderMonkeyWinston🐒,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7090911053378407214.mp3,,False,False,,,,,[],0,0,Bulgaria,#monkeysoftiktok #monkey #spidermonkey #fyp,0,0,0,0,0,1,0,0,0,0
7,BG,7079486458305842438,1648321390,#fyp,142523460664221696,Светла Гергинова,19 years old ⬆️ добавяйте инста,0,False,https://www.tiktok.com/@svetla.petrowa/video/7079486458305842438?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079486458305842438&source=h5_m,218743,0,25,0,5761,7040119996575927046,7040119996575927046,10036,7040119996575927046,Only Love Can Hurt Like This (Slowed Down Version),Paloma Faith,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ddfb4c3721e46c68914ff0806c95890,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6d0490fc10bf4a86b8589541edaabddc,False,True,,,,,[],0,0,Bulgaria,#fyp,0,0,0,0,0,1,0,0,0,0
0,BG,7080242489797414149,1648497417,blagodarq 😭🥰😅,6904210638512358406,Milenka🐶,1730 ❕човека които имат сбъркано чувство за хумор 🥶🔪,0,False,https://www.tiktok.com/@mlnmarinova/video/7080242489797414149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080242489797414149&source=h5_m,347358,490,499,629,29032,7080242483728452357,7080242483728452357,72,7080242483728452357,original sound - mlnmarinova,Milenka🐶,6.904210638512358e+18,Milenka🐶,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080242487440263942.mp3,,False,False,,,,,[],0,0,Bulgaria,,0,0,0,0,0,0,0,0,0,0
1,US,7091218677088963882,1651053014,"My name is William and i have no split personality.but i like to act double face😊,Can you give me some encouragement?#william #fyp #sing #doubleface #visualstimulus #followers😘thanku #foryou #tiktok #fypシ @tiktok",7088601986614133802,William,Follow me for more exciting content😘,0,False,https://www.tiktok.com/@doublefaceo/video/7091218677088963882?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091218677088963882&source=h5_m,37795128,29589,48105,65756,3053391,7091218417872767790,7091218417872767790,72,7091218417872767790,original sound - doublefaceo,William,7.088601986614134e+18,William,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091218605618039594.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/45e185bb822711bcde2e5415bffbc83e.json,False,False,,,,,[],0,0,Bulgaria,#william #fyp #sing #doubleface #visualstimulus #followers😘thanku #foryou #tiktok #fypシ,0,1,0,0,0,1,1,0,0,0
2,BG,7087673116964506885,1650227495,Държи да се знае! #българия #българия🇧🇬 #bulgaria #българиятикток #бгтиктокъри #общество #обществознание #society #смях #fun #гадже #мистигрова #имамгадже,6795400780699468805,Georgi Karolev,,0,False,https://www.tiktok.com/@gkarolev/video/7087673116964506885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087673116964506885&source=h5_m,336550,272,745,1048,16898,7087673097398094598,7087673097398094598,72,7087673097398094598,original sound - gkarolev,Georgi Karolev,6.795400780699469e+18,Georgi Karolev,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087673106499685126.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4472ecac18b31f8fbb555fa63ebcf466.json,False,False,,,,,[],0,0,Bulgaria,#българия #българия🇧🇬 #bulgaria #българиятикток #бгтиктокъри #общество #обществознание #society #смях #fun #гадже #мистигрова #имамгадже,1,0,0,0,0,0,0,0,2,0
3,BG,7092820723604983046,1651426016,Даваме интервю 😂 #viral #foryou #fyp #fypシ #viralvideo #trending #fypage #foryoupage,6638173350168379398,Vasil Kalinchev,"📸 Instagram - Vasil_Kalinchev
👻 Snapchat - VKalinchev99
🇧🇬 BG, 23 yo",0,False,https://www.tiktok.com/@vasil_kalinchev/video/7092820723604983046?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092820723604983046&source=h5_m,171804,41,21,91,18591,7073010837576862469,7073010837576862469,72,7073010837576862469,original sound - 4dorsmorehorse4,Asni,6.782094682879215e+18,Asni,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073010870153939717.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ae126c18e0ba49c5c87d2942a7e4bcad.json,False,False,,,,,[],0,0,Bulgaria,#viral #foryou #fyp #fypシ #viralvideo #trending #fypage #foryoupage,0,1,1,0,0,1,1,1,0,0
4,US,7070285728348966190,1646179177,Pool liner replacement #CorollaCrossStep #duetdowet #pool #greenpool #foryou #fyp #brazil,6733696522725475334,Trey Inglett,"❗️Thanks Followers❗️

Trying to live my best life 
Support⬇️⬇️
Cashapp:$thelobst",0,False,https://www.tiktok.com/@treystictok/video/7070285728348966190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070285728348966190&source=h5_m,71542778,5742,7124,4709,3313726,6743306033554262017,6743306033554262017,10033,6743306033554262017,Send It,Steve Aoki & Will Sparks,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cabe84e01ab343f995032b2de13fd974,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a7e1e0b875ed42f39dacb6499e1750c8,True,True,,,,,[],0,0,Bulgaria,#CorollaCrossStep #duetdowet #pool #greenpool #foryou #fyp #brazil,0,1,0,0,0,1,0,0,0,0
5,BG,7088329151983144197,1650380240,(Част 3)😂 Тагни приятел/ка.🤣 #смешно #fy #foryoupage #humor #хумор #смешно #кашлица #foryou #първасреща #бгсмях,176764200042692608,Crazy boy🇧🇬,"TEAM 69💪🏼
📩 tiktokarcheto@abv.bg
⬇️ AboveTheRest промо код: MITIO1 ⬇️",0,False,https://www.tiktok.com/@dimitarhristov69/video/7088329151983144197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088329151983144197&source=h5_m,169195,138,205,143,10262,7036034517982825263,7036034517982825263,72,7036034517982825263,original sound - jillieholiday,Jillian !,6.780574350485554e+18,Jillian !,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7036034647968500527.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36c0f501c7c6d28d805a3f6507f751e2.json,False,False,,,,,[],0,0,Bulgaria,#смешно #fy #foryoupage #humor #хумор #смешно #кашлица #foryou #първасреща #бгсмях,0,1,1,0,1,0,0,0,0,0
6,BG,7084660406656060677,1649526043,#video #for #foryoupage #fyp #vanka #tok #limusine,6800694372017275909,krasimirradushev,bs ks,0,False,https://www.tiktok.com/@krasimirradushev/video/7084660406656060677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084660406656060677&source=h5_m,262170,103,331,373,8782,7084660396593892102,7084660396593892102,72,7084660396593892102,original sound - krasimirradushev,krasimirradushev,6.800694372017276e+18,krasimirradushev,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084660399068482310.mp3,,False,False,,,,,[],0,0,Bulgaria,#video #for #foryoupage #fyp #vanka #tok #limusine,0,0,1,0,0,1,0,0,0,0
7,BG,7081977534157622533,1648901388,#foryourpage #virall #fyp #bulgarian ЧАСТ 1,6921250613129561093,Георги Йорданов,"София 
нови искър",0,False,https://www.tiktok.com/@georgi_yordanov2/video/7081977534157622533?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081977534157622533&source=h5_m,407465,429,81,148,9616,6991776121528322818,6991776121528322818,72,6991776121528322818,original sound - xolihh,xolih,6.713992790986376e+18,xolih,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6991776078427704066.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cf6f0c55837a0515e0efd05a7ffc5eb8.json,False,False,,,,,[],0,0,Bulgaria,#foryourpage #virall #fyp #bulgarian,0,0,0,0,0,1,0,0,0,0
0,BG,7087635665310993669,1650218775,😮 Мишел #БългарияТърсиТалант #Изумление,7052674633527297029,България търси талант,"😮 #БългарияТърсиТалант: #Изумление
📺 Всяка неделя от 20:00 по #bTV",0,False,https://m.tiktok.com/v/7087635665310993669.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087635665310993669&source=h5_m,98784,12,5,22,5110,7087635633560226566,7087635633560226566,72,7087635633560226566,original sound - talant.btv,България търси талант,7.052674633527297e+18,България търси талант,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087635659745151750.mp3,,False,False,,,,,[],0,0,Bulgaria,#БългарияТърсиТалант #Изумление,0,0,0,0,0,0,0,0,0,0
1,BG,7093490320305900805,1651581919,Vsichko e na shega #fyp #bg #fypシ #viral #blowup,7091236093233054726,heyemma13,Tik tok i have 13!,0,False,https://m.tiktok.com/v/7093490320305900805.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093490320305900805&source=h5_m,191744,326,42,225,18683,7090923977803188997,7090923977803188997,72,7090923977803188997,"original sound - elina_yur (Contains music from: Topu,topu - Tzanca Uraganu)","Contains music from: ""Topu,topu""",6.743599390223123e+18,Elina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090931773412068102.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ba917f9fd875aa9999e88039fac203af.json,False,False,Tzanca Uraganu,"Topu,topu","original sound - elina_yur (Contains music from: Topu,topu - Tzanca Uraganu)","Contains music from: ""Topu,topu""",[],0,0,Bulgaria,#fyp #bg #fypシ #viral #blowup,0,0,0,0,0,1,1,1,0,0
2,PL,7084511732516900102,1649491429,Dostaję się do FINAŁU na torze OCR 100 na Filipinach! Jutro walka o rekord🔥#filipiny #ocr100 #ocr #ninja,6798915294950605830,Gładki NINJA,"🥇Ninja Warrior Poland 2019
🥈Mistrzostwa Europy OCR 100
🥇Polska Liga Ninja",0,False,https://m.tiktok.com/v/7084511732516900102.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084511732516900102&source=h5_m,28677265,3450,4183507,5632,1210436,6917583029523187714,6917583029523187714,10033,6917583029523187714,Stronger,The Score,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f16c862b41df4776bfc560bee583761c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/167f63a72b03455abb0d6b156143ea68,False,True,,,,,[],0,0,Bulgaria,#filipiny #ocr100 #ocr #ninja,0,0,0,0,0,0,0,0,0,0
3,BG,7080105808318483718,1648465595,Yummy🤤🥒 #fyp #cucumber #yummy,6921441987326280709,alisssaa,"Hi, piggies 🐷🍳
Follow me🔥",0,False,https://m.tiktok.com/v/7080105808318483718.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080105808318483718&source=h5_m,238643,39,728,0,11617,6600959895795829505,6600959895795829505,10009,6600959895795829505,Wake Up In The Sky,Bruno Mars，Gucci Mane & Kodak Black,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e334539e7d14017b78125fcad0fc797,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/df873652fa2c4379b17d87f73a8d420a,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1436076396', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#fyp #cucumber #yummy,0,0,0,0,0,1,0,0,0,0
4,BG,7076556721170271494,1647639257,Два часа и половина ми отне как е#✌️☺️☺️☺️☺️❤️❤️😂😏😏😘😘🤩🤩🤩 #tattoo #foryou #tyr #TeamUSATryout #HairFoodChallenge,6819911516612854790,Nikolai Stefanov,0890121304,0,False,https://m.tiktok.com/v/7076556721170271494.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076556721170271494&source=h5_m,2942752,521,1304,42,150912,6837172210344413186,6837172210344413186,10033,6837172210344413186,Such a Whore (Stellular Remix),JVLA,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ed04edcaa9674491bc6f95c4ffb6a593,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cbdcd0249a0d4e76b67ecf53b759475e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1518033971', 'external_song_key': 'apple_song_id'}]",0,0,Bulgaria,#✌️☺️☺️☺️☺️❤️❤️😂😏😏😘😘🤩🤩🤩 #tattoo #foryou #tyr #TeamUSATryout #HairFoodChallenge,0,1,0,0,0,0,0,0,0,0
