,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_jamaicatiktok,hash_love,hash_movie,hash_trending,hash_viral
3,US,7073656942119472427,1646964099,it’s the everything for me😍😍😍. your nail tech could neverrrrr😍😍😍💚. she stay slaying tf outta me🥰. @sammanthanx3 #nails #deltonanails #fyp,6774246152704558086,juicyyane,"keep your negative comments to yourself, i’m just here to laugh & have fun🧿✨.",0,False,https://www.tiktok.com/@juicyyane/video/7073656942119472427?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073656942119472427&source=h5_m,3479799,387,677,777,536678,7039129598004595462,7039129598004595462,72,7039129598004595462,original sound - cajunfootrub,Marselise 🧡,7.005335060933953e+18,Marselise 🧡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7039129620796508933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4526029d0c89b4d3b7f260d20cabdf04.json,False,False,,,,,[],0,0,Antigua and Barbuda,#nails #deltonanails #fyp,0,0,0,1,0,0,0,0,0,0
4,DE,7099490482111253765,1652978940,@comedy.38 @saidking801 @favourtalkshow,6814296918769845254,favourtalkshow,good morning guys,0,False,https://www.tiktok.com/@favourtalkshow/video/7099490482111253765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099490482111253765&source=h5_m,1525311,190,305,1032,32320,6780105155212740610,6780105155212740610,10033,6780105155212740610,Laughing,Gianluca Marino,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8737cfed1275419995af77c0f6f22195,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/3138c37d97094ba99dff97a80603d76f,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390061916', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
5,NG,7102742326526676229,1653736070,#fyp,7026053863065273349,Stanlee 💡,Do not spam LIKE 🙏🏼❤️,0,False,https://www.tiktok.com/@_hesaprankster/video/7102742326526676229?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102742326526676229&source=h5_m,385784,629,278,915,35594,7102742298735201029,7102742298735201029,72,7102742298735201029,original sound - _hesaprankster,Stanlee 💡,7.026053863065273e+18,Stanlee 💡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102742309913053957.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp,0,0,0,1,0,0,0,0,0,0
6,US,7096167463624232234,1652205240,It’s been a minute!!! 👋🏾 #fyp,6561545230879834118,ChristianJSimon,"Actor
Inquiries: christian@christianjsimon.com
LEO-Disney’s STTM/GIL- UW",0,False,https://www.tiktok.com/@christianjsimon/video/7096167463624232234?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096167463624232234&source=h5_m,235156,280,50,24,31407,7092938238754622250,7092938238754622250,72,7092938238754622250,TAG ME FOR DANCE CREDS (Contains music from: Foolish Chances Freestyle (Not Foolish) - Sway Burr),"Contains music from: ""Foolish Chances Freestyle (Not Foolish)""",7.009732940213241e+18,BarieSmackathotひ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092953250474871598.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/292ae3740cc99891172a125b93a8ab4b.json,False,False,Sway Burr,Foolish Chances Freestyle (Not Foolish),TAG ME FOR DANCE CREDS (Contains music from: Foolish Chances Freestyle (Not Foolish) - Sway Burr),"Contains music from: ""Foolish Chances Freestyle (Not Foolish)""",[],0,0,Antigua and Barbuda,#fyp,0,0,0,1,0,0,0,0,0,0
7,FR,7099834258235247878,1653058982, ,6854855913111700485,lee villain prédator 👽👅😁,"avec mes 2,10 m et 130 kg je vous promets de vous contaminer avec mon sourire",0,False,https://www.tiktok.com/@leevillainpredato/video/7099834258235247878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099834258235247878&source=h5_m,7645775,7629,32013,5407,437765,6781082333932947458,6781082333932947458,10033,6781082333932947458,Risata,Gianluca Marino,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/86c70b64eb84411397eac206dd56ca0e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ffef01c9258b4ab4b0c9825b0e0e1e15,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1225228620', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,US,7073274124428299566,1646874968,Because they didn’t like my hoodie they kicked me off the plane . #wethepeople #trump2024 #FJB #LGB #delta #deltairlines,6956265141504001029,Jauneil51603,Help remember American veterans and their story’s by going to the link in my Bio,0,False,https://www.tiktok.com/@jauneil51603/video/7073274124428299566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073274124428299566&source=h5_m,2739973,14687,5421,369,157537,7073274111841094443,7073274111841094443,72,7073274111841094443,original sound - jauneil51603,Jauneil51603,6.956265141504001e+18,Jauneil51603,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073274135836789550.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/09d674e7a70f51825c7706fa3ba2ebe0.json,False,False,,,,,[],0,0,Antigua and Barbuda,#wethepeople #trump2024 #FJB #LGB #delta #deltairlines,0,0,0,0,0,0,0,0,0,0
1,US,7100579178508029227,1653232424,A musical moment #musicalmoment #khaen #lowkeygliding,6677999152787686406,Hal Walker,"The Hal Walker of Music
P.O. Box 1043 Kent, Oh 44240
Hal@halwalkermusic.com",0,False,https://www.tiktok.com/@banakula/video/7100579178508029227?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100579178508029227&source=h5_m,2809183,2721,1469,5826,566324,7100579166814276398,7100579166814276398,72,7100579166814276398,original sound - banakula,Hal Walker,6.677999152787686e+18,Hal Walker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100579184602385195.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5e27db77d28e7aedba3b047ea333f488.json,False,False,,,,,[],0,0,Antigua and Barbuda,#musicalmoment #khaen #lowkeygliding,0,0,0,0,0,0,0,0,0,0
2,US,7078469528887250219,1648084617,🇱🇷💈 Tutorial haircutz YT: @bee 360💈 IG: bee360barber  … #barber #viral #fyp #viralvideo #funny #art #trending #reels #viralreels #hair #howto,6806550075981284358,bee360barber,"Tutorial haircutz YT: @bee 360
💈 IG: bee360barber #sacbarber #calibarber",0,False,https://www.tiktok.com/@bee360barber/video/7078469528887250219?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078469528887250219&source=h5_m,18968611,1113,3073,9772,154146,7078469508486286122,7078469508486286122,72,7078469508486286122,original sound - bee360barber,bee360barber,6.806550075981284e+18,bee360barber,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078469537204570926.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c1e76a58b9076c12163ddda89db6ae95.json,False,False,,,,,[],0,0,Antigua and Barbuda,#barber #viral #fyp #viralvideo #funny #art #trending #reels #viralreels #hair #howto,0,0,1,1,0,0,0,0,1,1
3,US,7102935059422039342,1653780943,Follow me for more ideas. 🔎 #quickmoney #fyp #sidehustle #money #quick #airbnb #app #xyzcba,6728801943056385029,Ashleycbarnett,"Entrepreneurship
Real Estate | AIRBNB | Cash Flow Ideas | 
✨Just enjoying life✨",0,False,https://www.tiktok.com/@ashleycbarnett/video/7102935059422039342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102935059422039342&source=h5_m,276498,308,954,2744,14218,7102935044737518382,7102935044737518382,72,7102935044737518382,original sound - ashleycbarnett,Ashleycbarnett,6.728801943056385e+18,Ashleycbarnett,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102935068351515434.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#quickmoney #fyp #sidehustle #money #quick #airbnb #app #xyzcba,0,0,0,1,0,0,0,0,0,0
4,JP,7075653204360318210,1647428891,#英語 #リスニング #kids,6891449781655684098,ynchattering,Memes,0,False,https://www.tiktok.com/@ynchattering/video/7075653204360318210?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075653204360318210&source=h5_m,3162169,3848,17035,42542,272989,7075653229475793665,7075653229475793665,24,7075653229475793665,original sound - ynchattering,ynchattering,6.891449781655684e+18,ynchattering,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075653200933669634.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c7110c0cb83a29a697c7bd489959ee89.json,False,False,,,,,[],0,0,Antigua and Barbuda,#英語 #リスニング #kids,0,0,0,0,0,0,0,0,0,0
5,CA,7100776966567070982,1653278478,DID ANYBODY SEE THE FIREWORKS #fyp #wonderland #canada #canadaswonderland #ontario #foru #levithan #bleu #rollarcoaster,6923394723077309446,janicia💌,"proud kareena lover🫶
snap is my user🙅‍♀️
THANK YOU SM FOR BLOWING UP RECENT💍",0,False,https://www.tiktok.com/@janiciaax/video/7100776966567070982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100776966567070982&source=h5_m,3990071,28578,7372,3,811949,7100184074530425606,7100184074530425606,72,7100184074530425606,original sound - speedhubs,speed songs,7.046514593506526e+18,speed songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100184086714600198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ef2b96eaee214985bea8439e9c0b53d8.json,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #wonderland #canada #canadaswonderland #ontario #foru #levithan #bleu #rollarcoaster,0,0,0,1,0,0,0,0,0,0
6,US,7081065206146960686,1648688970,No explanation #fyp #SmellLikeIrishSpring,7061297800458028079,Dumb_blonde02,"It’s a spamm 
Follow the main @blondie_jayy
3k?",0,False,https://www.tiktok.com/@dumb_blonde_since02/video/7081065206146960686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081065206146960686&source=h5_m,2662196,229,823,626,253896,7022055453072902918,7022055453072902918,72,7022055453072902918,she knows,Tik Toker,7.020805822591206e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7022055501131188998.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f7337cd428aa1b7bdf0696ea652ba585.json,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #SmellLikeIrishSpring,0,0,0,1,0,0,0,0,0,0
7,GB,7100589286398889222,1653234776, ,6646833488170713094,maka,"Comedian 
📥 tmt_tbe1@hotmail.com",0,False,https://www.tiktok.com/@dabigmaks/video/7100589286398889222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100589286398889222&source=h5_m,351244,46,115,55,5013,7100589294273284869,7100589294273284869,72,7100589294273284869,original sound - dabigmaks (Contains music from: Let's Bounce - Jules Gaia),"Contains music from: ""Let's Bounce""",6.646833488170713e+18,maka,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100589292133157638.mp3,,False,False,Jules Gaia,Let's Bounce,original sound - dabigmaks (Contains music from: Let's Bounce - Jules Gaia),"Contains music from: ""Let's Bounce""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,US,7081416821248658730,1648770837,#t.a.o.tseries,6784268401546118149,T.A.O.T Series,"God first
IG:Rjth3don
Snap: rico_suave1538",0,False,https://www.tiktok.com/@t.a.o.tseries/video/7081416821248658730?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081416821248658730&source=h5_m,2006251,4986,14268,5965,561618,6850123512166746114,6850123512166746114,10036,6850123512166746114,Motivational music(792528),Draganov89,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b6655a894bbd4676921137b9ec907c61,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f75923610930492199264e9232f69cf7,False,True,,,,,[],0,0,Antigua and Barbuda,#t.a.o.tseries,0,0,0,0,0,0,0,0,0,0
1,US,7099212595734891818,1652914239, ,6792710109006791685,DaVonny M.,"Did you cringe or smile?
DVC 🤘🏽 join DaVibez 💓(@60k)
Other social links👇🏽",0,False,https://www.tiktok.com/@thatsdavonny/video/7099212595734891818?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099212595734891818&source=h5_m,8532530,7212,1803,1680,1232998,7059934051293711151,7059934051293711151,72,7059934051293711151,"huh (Contains music from: Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack - The Weeknd)","Contains music from: ""Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack""",7.032167754097329e+18,★,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7059934062349372206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f672e2ae9f2bd7c955db474bb21c6af1.json,False,False,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","huh (Contains music from: Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack - The Weeknd)","Contains music from: ""Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
2,AU,7102124628084116738,1653592250,#johnnydepp #amberheardjohnnydepp #johnnydepptrial #johnnydeppamberheard #johnnydeppamberheardtrial #johnnydeppamberheardcourt #camillevasquez #amberheard,6848053375909938182,audrey,"melb
snap - audrey.layy",0,False,https://www.tiktok.com/@audrey.layy/video/7102124628084116738?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102124628084116738&source=h5_m,636098,3625,1111,448,29445,7102124660997360386,7102124660997360386,72,7102124660997360386,original sound - audrey.layy,audrey,6.848053375909938e+18,audrey,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102124651266280194.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#johnnydepp #amberheardjohnnydepp #johnnydepptrial #johnnydeppamberheard #johnnydeppamberheardtrial #johnnydeppamberheardcourt #camillevasquez #amberheard,0,0,0,0,0,0,0,0,0,0
3,GB,7103102112057314565,1653819840,#movieclips #fypシ #movie,7099840508700132358,love.movie,Thank you for your attention and likes!  💕Uninterrupted daily updates!🎬,0,False,https://www.tiktok.com/@love.movie89/video/7103102112057314565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103102112057314565&source=h5_m,99021,48,12,20,2217,6876302000137439246,6876302000137439246,10036,6876302000137439246,Paris,斌杨Remix,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/afa6612d4efa4b029fb656f468dd6442,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/02d15d9704e34920abe2d4ec983893f9,False,True,,,,,[],0,0,Antigua and Barbuda,#movieclips #fypシ #movie,0,0,0,0,1,0,0,1,0,0
4,US,7086952821882424619,1650059788,Good Friday Turkey Necks #fyp #turkeynecks #goodfriday #platinum #ByeByeSundayBlues #PassTheBIC,6911350875256931333,BOIL MASTER🦞,"🦞P L A T I N U M  V I B E S🦞
   ↘️Business Inquiries↙️
   Info@chefjayvoo.com",0,False,https://www.tiktok.com/@chefjayvoo/video/7086952821882424619?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086952821882424619&source=h5_m,12608105,9864,10509,3139,1570607,6886971658528098306,6886971658528098306,10036,6886971658528098306,Relaxed jazzy hip hop(876599),Kenji Ueda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a4df9a361cd44be5801ee85bee986f50,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/982986ef132a41568d5a62a22fad385b,False,True,,,,,[],0,0,Antigua and Barbuda,#fyp #turkeynecks #goodfriday #platinum #ByeByeSundayBlues #PassTheBIC,0,0,0,1,0,0,0,0,0,0
5,US,7102285131725114670,1653629621,Oh aight,6543397189782082575,P̴aris,"🇹🇹 
Hey pretty bb 😉
1/2 of DearestAris
✨#ArisArmy ✨",0,False,https://www.tiktok.com/@paris.senpai/video/7102285131725114670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102285131725114670&source=h5_m,873438,260,39,53,150409,7082744706773306118,7082744706773306118,72,7082744706773306118,original sound - beurreoughs (Contains music from: Forshaken - Caribbean Snake),"Contains music from: ""Forshaken""",6.768903036116502e+18,lizi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082744735533681414.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3eb9c360a31c47be3225cca06d19b600.json,False,False,Caribbean Snake,Forshaken,original sound - beurreoughs (Contains music from: Forshaken - Caribbean Snake),"Contains music from: ""Forshaken""",[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
6,US,7096247975659244842,1652223984,Imagine walking outside and seeing what face I made while I made this video🥴🤣  #fyp #foryou,6587810284089278470,SauceyAustin✨💦,"Business 📧: SauceyAustinmgmt@gmail.com
Snap: austinhines1✨",0,False,https://www.tiktok.com/@saucey_austin/video/7096247975659244842?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096247975659244842&source=h5_m,118063,91,9,39,15219,7080960633952373510,7080960633952373510,72,7080960633952373510,AARYAN SHAH RENEGADE SLOWED BY LUCZYFER (Contains music from: Renegade - Aaryan Shah),"Contains music from: ""Renegade""",6.856971798837724e+18,ᴢ ᴇ ʟ ᴀ ʟ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080960638717610757.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/888b4db7b082ce85d33da0c32783d45c.json,False,False,Aaryan Shah,Renegade,AARYAN SHAH RENEGADE SLOWED BY LUCZYFER (Contains music from: Renegade - Aaryan Shah),"Contains music from: ""Renegade""",[],0,0,Antigua and Barbuda,#fyp #foryou,1,0,0,1,0,0,0,0,0,0
7,AE,7099095255684779266,1652886919,I can't sleep at night #funny #comedy #dejiwastaken #trending,6909327927571465221,dejiwastaken,"🇳🇬 |📍🇦🇪
Follow me on IG
Thanks for the support ❤️
I do music ⬇️",0,False,https://www.tiktok.com/@dejiwastaken/video/7099095255684779266?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099095255684779266&source=h5_m,1714748,3452,6277,13615,369448,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#funny #comedy #dejiwastaken #trending,0,0,1,0,0,0,0,0,1,0
0,US,7081311328811437354,1648746276,Is it a sin to get a tattoo? Let’s see what the Bible says? #biblestudy #whatdoesthebiblesay #christian #bible,7040969905369793583,revivalcarriers,"I tell people about Jesus, because He’s awesome!",0,False,https://m.tiktok.com/v/7081311328811437354.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081311328811437354&source=h5_m,1647225,2948,8955,15994,181457,7081311300919397166,7081311300919397166,72,7081311300919397166,original sound - revivalcarriers,revivalcarriers,7.040969905369794e+18,revivalcarriers,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081311332657679150.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#biblestudy #whatdoesthebiblesay #christian #bible,0,0,0,0,0,0,0,0,0,0
1,US,7103293107529076014,1653864307,Sureee totally for my “personality” 🙄,6760336353344881669,Potatoman,"My goal is to make you smile💙
Business Email- WPbusinessjr@gmail.com",0,False,https://m.tiktok.com/v/7103293107529076014.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103293107529076014&source=h5_m,507185,1507,1628,291,156909,7053264878286621487,7053264878286621487,72,7053264878286621487,I Love You by Young Slo Be,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,6.793509460452738e+18,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7053264900658924335.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b24fc05b8cc6027db2215d724efbec55.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
